Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:m2,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x4,32:24:a9:c6:2d:75,86:25:19:b5:ef:50,00:1a:ac:a0:de:m3,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:x3,ea:d8:d1:b4:cf:21,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:x7,00:1a:ac:a0:de:h3,70:5d:cc:e8:73:1c,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:g2,70:5d:cc:e8:73:1e,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:t6,72:5d:cc:c6:d1:c8,00:1a:ac:a0:de:d5,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:m9,00:1a:ac:a0:de:q4,88:36:6c:4b:14:1c,00:1a:ac:a0:de:d4,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:t4,00:1b:ad:a1:df:a8,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:t2,70:5d:cc:b1:75:50,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:f7,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:q2,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,70:5d:cc:ea:72:5c,88:36:6c:51:f3:22,00:1a:ab:a0:de:a3,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:k3,28:b3:71:0f:d8:ec,28:b3:71:0f:d8:ed,28:b3:71:4f:d8:ec,28:b3:71:8f:d8:ec,28:b3:71:cf:d8:ec,72:5d:cc:4b:31:60,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,70:5d:cc:ea:72:5e,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:i7,70:5d:cc:1b:31:60,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:v5,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:q7,00:1a:ac:a0:de:v4
2021.05.22 152320,22.0,24.0,38.328928125000004,1.9021428215476188,-33.64642804166667,-0.29494284677976196,1.0731866749404761,9.635821011904762,0.002828887958630953,-0.005199626725297618,0.004806927591369048,-0.1109017402909341,0.03054279932985078,-1.4178021649519603,1001.973179047619,-100.0,-86.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-73.0,-69.0,-100.0,-28.0,-35.0,-51.0,-65.0,-56.0,-63.0,-73.0,-58.0,-69.0,-42.0,-57.0,-62.0,-73.0,-69.0,-80.0,-28.0,-35.0,-53.0,-66.0,-56.0,-64.0,-80.0,-68.0,-59.0,-69.0,-42.0,-56.0,-60.0,-100.0,-100.0,-100.0,-54.0,-54.0,-53.0,-61.0,-65.0,-68.0,-46.0,-100.0,-68.0,-67.0,-78.0,-66.0,-47.0,-100.0,-69.0,-78.0,-100.0,-100.0,-100.0,-57.0,-56.0,-100.0,-100.0,-100.0,-52.0,-67.0,-100.0,-100.0,-65.0,-72.0,-63.0,-71.0,-100.0,-100.0,-100.0,-79.0,-81.0,-100.0,-88.0,-82.0,-89.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152332,23.0,24.0,38.314686921875,-1.0087499806249998,-35.3231244765625,-0.41438394384375,1.07308869453125,9.639392726562502,0.004867832356249999,-0.0016512448367187495,0.005464380543750001,-0.11078324366826561,0.042987963689483835,-1.4869940765202045,1001.9506117187499,-81.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-70.0,-100.0,-82.0,-100.0,-100.0,-76.0,-75.0,-76.0,-44.0,-43.0,-49.0,-74.0,-57.0,-100.0,-83.0,-57.0,-65.0,-40.0,-53.0,-62.0,-100.0,-75.0,-76.0,-43.0,-43.0,-50.0,-72.0,-57.0,-100.0,-82.0,-65.0,-59.0,-65.0,-40.0,-54.0,-62.0,-100.0,-90.0,-100.0,-56.0,-56.0,-100.0,-63.0,-64.0,-63.0,-54.0,-100.0,-70.0,-64.0,-76.0,-100.0,-56.0,-100.0,-67.0,-78.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-72.0,-100.0,-54.0,-60.0,-57.0,-100.0,-74.0,-72.0,-74.0,-73.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-69.0,-55.0,-86.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152504,31.0,24.0,37.02562458125,2.1502499641874997,-26.060624525,-0.29258640943750003,0.9600599173749998,9.649081740625,-3.054328218750017e-05,-0.0049136474171875,0.006475171520937501,-0.09917921205051239,0.03033041418639182,-1.4380115270614624,1001.944425875,-88.0,-90.0,-73.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-70.0,-72.0,-100.0,-37.0,-46.0,-61.0,-79.0,-54.0,-69.0,-81.0,-58.0,-68.0,-38.0,-47.0,-61.0,-73.0,-73.0,-100.0,-37.0,-45.0,-59.0,-80.0,-56.0,-100.0,-80.0,-63.0,-58.0,-72.0,-38.0,-47.0,-61.0,-100.0,-100.0,-100.0,-57.0,-56.0,-100.0,-100.0,-69.0,-56.0,-56.0,-100.0,-66.0,-63.0,-72.0,-53.0,-56.0,-100.0,-66.0,-72.0,-100.0,-100.0,-100.0,-54.0,-66.0,-100.0,-68.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-76.0,-100.0,-75.0,-100.0,-100.0,-100.0,-67.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-81.0,-62.0,-53.0,-100.0,-100.0,-88.0,-87.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152515,32.0,24.0,39.50602366867469,1.449759016566265,-28.040240650602403,-0.22387228081325306,0.8268072683734939,9.664079749999999,-0.00048574836656626534,-0.005416829123192772,-0.0032125624545180716,-0.08530777643423479,0.023101016987035577,-1.4702792878610542,1001.9386110843373,-86.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-72.0,-60.0,-80.0,-60.0,-66.0,-69.0,-86.0,-52.0,-75.0,-82.0,-63.0,-67.0,-27.0,-46.0,-57.0,-72.0,-61.0,-83.0,-59.0,-66.0,-68.0,-85.0,-51.0,-77.0,-82.0,-68.0,-64.0,-68.0,-28.0,-46.0,-59.0,-100.0,-100.0,-100.0,-56.0,-55.0,-100.0,-100.0,-100.0,-66.0,-41.0,-100.0,-69.0,-69.0,-70.0,-65.0,-41.0,-100.0,-70.0,-71.0,-75.0,-100.0,-100.0,-40.0,-82.0,-100.0,-59.0,-100.0,-65.0,-100.0,-100.0,-100.0,-63.0,-86.0,-100.0,-85.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-61.0,-70.0,-87.0,-88.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152526,33.0,24.0,42.30202188764045,-2.018764008988764,-28.74202214044944,-0.40463353557865167,0.8515422173595506,9.662016171348315,0.0023610971452247193,-0.008212362460112359,-0.0023645289949438195,-0.08790413853241483,0.041870181124364345,-1.554529345437382,1001.9499689887642,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-65.0,-55.0,-100.0,-100.0,-60.0,-68.0,-86.0,-54.0,-73.0,-100.0,-60.0,-68.0,-31.0,-46.0,-58.0,-66.0,-55.0,-100.0,-100.0,-62.0,-68.0,-85.0,-53.0,-74.0,-100.0,-58.0,-60.0,-67.0,-31.0,-47.0,-58.0,-100.0,-100.0,-100.0,-57.0,-57.0,-100.0,-100.0,-100.0,-69.0,-43.0,-100.0,-71.0,-58.0,-71.0,-69.0,-46.0,-100.0,-73.0,-73.0,-100.0,-100.0,-100.0,-44.0,-82.0,-100.0,-64.0,-100.0,-65.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-87.0,-100.0,-100.0,-76.0,-69.0,-100.0,-78.0,-100.0,-100.0,-82.0,-62.0,-100.0,-87.0,-87.0,-86.0,-80.0,-58.0,-77.0,-78.0,-86.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152539,34.0,24.0,42.42639002366864,-7.270650734319526,-27.92840195266272,-0.41314854671597634,0.9875586232544378,9.641096041420118,0.0028880552656804733,-0.003853150127514793,-0.0007337612426035498,-0.10205935589836895,0.04275441465392352,-1.6724506200417963,1001.9365271005918,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-69.0,-57.0,-100.0,-60.0,-67.0,-67.0,-100.0,-52.0,-71.0,-100.0,-60.0,-67.0,-24.0,-38.0,-64.0,-69.0,-57.0,-100.0,-62.0,-66.0,-67.0,-100.0,-51.0,-73.0,-100.0,-55.0,-60.0,-68.0,-23.0,-38.0,-61.0,-100.0,-100.0,-100.0,-57.0,-55.0,-100.0,-100.0,-100.0,-68.0,-39.0,-100.0,-72.0,-56.0,-64.0,-70.0,-40.0,-100.0,-71.0,-65.0,-85.0,-87.0,-100.0,-41.0,-80.0,-100.0,-65.0,-100.0,-62.0,-100.0,-61.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-86.0,-86.0,-84.0,-100.0,-100.0,-100.0,-80.0,-88.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152722,43.0,24.0,27.724642494047618,2.9314285392857147,-24.59857120238095,-0.2735090410059524,1.0101393592261905,9.641136708333333,-0.002559816155952381,-0.0075194603258928565,0.006439537825595238,-0.104343449031668,0.028088255659288994,-1.3675252937135243,1001.9264692857143,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-66.0,-68.0,-100.0,-67.0,-69.0,-83.0,-100.0,-54.0,-100.0,-100.0,-100.0,-69.0,-52.0,-68.0,-60.0,-66.0,-69.0,-100.0,-67.0,-69.0,-81.0,-100.0,-54.0,-100.0,-100.0,-43.0,-65.0,-68.0,-52.0,-68.0,-59.0,-100.0,-100.0,-100.0,-47.0,-47.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-68.0,-43.0,-55.0,-100.0,-57.0,-100.0,-69.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-66.0,-90.0,-86.0,-100.0,-52.0,-100.0,-87.0,-87.0,-100.0,-66.0,-69.0,-100.0,-100.0,-100.0,-100.0,-61.0,-74.0,-64.0,-76.0,-76.0,-78.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152733,44.0,24.0,27.10295826035503,3.065325403550296,-23.89100566272189,-0.1709800023254438,1.0853242278698225,9.644793597633136,0.0020675438831360944,-0.009506364394674555,0.003708566300591715,-0.1120477514065934,0.01769647772558933,-1.357393309914854,1001.9380717159764,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-67.0,-72.0,-85.0,-56.0,-68.0,-79.0,-88.0,-52.0,-75.0,-90.0,-100.0,-66.0,-56.0,-73.0,-66.0,-67.0,-71.0,-88.0,-58.0,-65.0,-76.0,-88.0,-51.0,-76.0,-100.0,-35.0,-62.0,-66.0,-57.0,-69.0,-68.0,-100.0,-100.0,-100.0,-54.0,-54.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-65.0,-35.0,-48.0,-100.0,-58.0,-100.0,-65.0,-48.0,-70.0,-66.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-68.0,-74.0,-80.0,-78.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-80.0,-100.0,-81.0,-82.0,-80.0,-54.0,-88.0,-87.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152745,45.0,24.0,27.125121670731705,3.673536525609756,-24.06475575609756,-0.20344874968292684,1.0223971249390245,9.645085323170733,-0.0018102469810975614,-0.0075091728332317064,0.0011733084548780485,-0.10562935875865014,0.02103819720739518,-1.3397585982229652,1001.929592987805,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-63.0,-76.0,-100.0,-56.0,-64.0,-82.0,-100.0,-50.0,-100.0,-90.0,-100.0,-70.0,-61.0,-71.0,-65.0,-63.0,-78.0,-100.0,-56.0,-65.0,-81.0,-100.0,-49.0,-100.0,-100.0,-38.0,-64.0,-68.0,-58.0,-71.0,-66.0,-100.0,-100.0,-100.0,-51.0,-50.0,-100.0,-90.0,-100.0,-100.0,-64.0,-100.0,-65.0,-37.0,-48.0,-100.0,-63.0,-100.0,-66.0,-48.0,-74.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-73.0,-100.0,-90.0,-100.0,-53.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-77.0,-64.0,-79.0,-80.0,-74.0,-48.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152910,52.0,24.0,29.931110716049385,3.4492592055555558,-17.735185061728398,-0.23457265018518517,1.0011310088271606,9.646401188271605,0.00236427445617284,-0.008570967111419754,0.0043854091117283955,-0.10349110258674175,0.02428948007420529,-1.3917208137335602,1001.9308886419752,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-74.0,-80.0,-100.0,-58.0,-69.0,-84.0,-100.0,-56.0,-100.0,-100.0,-100.0,-69.0,-56.0,-71.0,-60.0,-73.0,-81.0,-100.0,-58.0,-69.0,-100.0,-100.0,-100.0,-80.0,-100.0,-32.0,-100.0,-71.0,-57.0,-71.0,-60.0,-100.0,-100.0,-100.0,-52.0,-50.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-61.0,-31.0,-46.0,-100.0,-62.0,-100.0,-62.0,-48.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-61.0,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,-66.0,-76.0,-76.0,-100.0,-63.0,-88.0,-81.0,-100.0,-79.0,-88.0,-87.0,-86.0,-85.0,-85.0,-86.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152933,54.0,24.0,33.97293366467065,3.24538916766467,-16.957365017964076,-0.26663091767065866,0.913352106467066,9.651270700598804,0.005230762561976047,-0.00148509748982036,-0.0034640083134730537,-0.09440711950381354,0.027540901034490393,-1.4249122749545617,1001.950783473054,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-86.0,-100.0,-63.0,-73.0,-100.0,-100.0,-55.0,-76.0,-100.0,-100.0,-68.0,-66.0,-68.0,-51.0,-51.0,-85.0,-100.0,-63.0,-75.0,-100.0,-100.0,-56.0,-74.0,-100.0,-56.0,-68.0,-71.0,-64.0,-69.0,-49.0,-100.0,-100.0,-100.0,-41.0,-41.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-65.0,-56.0,-66.0,-100.0,-71.0,-100.0,-65.0,-65.0,-64.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-73.0,-100.0,-46.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-82.0,-79.0,-64.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-84.0,-90.0,-83.0,-84.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152945,55.0,24.0,34.201064621301775,-0.8048520536686391,-16.224851863905325,-0.4028208937337278,1.0840917065088758,9.636874349112427,0.001406074446153846,-0.0047676407079881656,-0.0021615232218934913,-0.1119551033486981,0.04179017114888365,-1.5356664643485165,1001.9410963313609,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-88.0,-100.0,-62.0,-72.0,-84.0,-100.0,-49.0,-100.0,-100.0,-100.0,-70.0,-62.0,-75.0,-48.0,-51.0,-90.0,-100.0,-62.0,-73.0,-100.0,-100.0,-48.0,-77.0,-100.0,-100.0,-71.0,-70.0,-100.0,-76.0,-46.0,-100.0,-100.0,-100.0,-34.0,-33.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-72.0,-100.0,-100.0,-100.0,-68.0,-72.0,-63.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-80.0,-100.0,-49.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-73.0,-100.0,-53.0,-87.0,-85.0,-66.0,-100.0,-100.0,-67.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-82.0,-83.0,-90.0,-82.0,-64.0,-60.0,-90.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
