Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a8,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ab:a0:de:a1,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:m2,00:1a:ac:a0:de:m3,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:h7,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:n3,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:x7,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:k9,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:d5,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:v1,00:1a:ab:a0:de:a2,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:i9,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:d4,00:1a:ac:a0:de:f7,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:j9,90:9f:33:a4:06:5c,00:1a:ac:a0:de:j6,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:e1,00:1a:ac:a0:de:e4,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:d2,00:1a:ac:a0:de:c9,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:m7,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:m6,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:q7,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:v4,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:q1,00:1a:ac:a0:de:s9,00:1a:ac:a0:de:u7,00:1a:ac:a0:de:k5,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:q9,00:1a:ac:a0:de:v6,00:1a:ac:a0:de:v5,00:1a:ac:a0:de:d8,00:1a:ac:a0:de:j3
2021.02.13 184615,25.0,24.0,45.35161086666667,-7.693610957142857,-45.95246409523809,0.03273571571657143,0.7369159008571428,9.729267414285715,0.004373234211904761,-0.00041591208550476207,-0.0007765548361142852,-0.07559659498788057,-0.003357186257614669,-1.663042300088065,1013.630763047619,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-52.0,-68.0,-100.0,-58.0,-68.0,-100.0,-100.0,-79.0,-93.0,-100.0,-69.0,-70.0,-100.0,-73.0,-44.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-56.0,-74.0,-81.0,-100.0,-39.0,-51.0,-55.0,-75.0,-80.0,-100.0,-100.0,-56.0,-72.0,-38.0,-53.0,-58.0,-56.0,-73.0,-80.0,-100.0,-39.0,-51.0,-55.0,-75.0,-80.0,-100.0,-100.0,-56.0,-72.0,-37.0,-53.0,-66.0,-100.0,-100.0,-100.0,-52.0,-100.0,-78.0,-100.0,-68.0,-100.0,-58.0,-100.0,-64.0,-100.0,-83.0,-100.0,-64.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-61.0,-85.0,-100.0,-75.0,-100.0,-100.0,-68.0,-100.0,-85.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-63.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 184626,26.0,24.0,45.897297134615386,-5.607015374038462,-43.34541663461538,0.05167059430817307,0.5936258573076922,9.758239125,0.0014840703879807691,-0.0009197660404807692,-0.0018567578582307691,-0.06074036765270504,-0.005282955673849798,-1.635243758559227,1013.632539326923,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-70.0,-72.0,-58.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-70.0,-100.0,-74.0,-50.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-48.0,-77.0,-83.0,-100.0,-44.0,-56.0,-57.0,-86.0,-81.0,-100.0,-100.0,-61.0,-75.0,-38.0,-53.0,-65.0,-49.0,-76.0,-82.0,-100.0,-45.0,-56.0,-57.0,-85.0,-81.0,-100.0,-90.0,-61.0,-75.0,-39.0,-53.0,-65.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-55.0,-100.0,-80.0,-100.0,-63.0,-100.0,-80.0,-100.0,-56.0,-85.0,-64.0,-100.0,-69.0,-100.0,-100.0,-64.0,-86.0,-100.0,-76.0,-100.0,-100.0,-76.0,-100.0,-86.0,-86.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 184757,34.0,24.0,49.98419316071429,-13.727972808035714,-40.90737369642857,0.019121052508928572,0.49508054901785714,9.75726550892857,0.0018457389460714286,-0.0002452412175446428,0.0019330678688035713,-0.050703692915184125,-0.001961210318508411,-1.7992451595408576,1013.6627252678572,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-55.0,-70.0,-74.0,-57.0,-70.0,-75.0,-100.0,-71.0,-100.0,-100.0,-69.0,-61.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48.0,-69.0,-78.0,-100.0,-44.0,-60.0,-56.0,-78.0,-82.0,-73.0,-100.0,-58.0,-74.0,-40.0,-50.0,-61.0,-48.0,-70.0,-77.0,-100.0,-43.0,-60.0,-56.0,-78.0,-83.0,-100.0,-100.0,-58.0,-74.0,-40.0,-50.0,-73.0,-100.0,-71.0,-100.0,-58.0,-100.0,-76.0,-100.0,-75.0,-100.0,-63.0,-100.0,-56.0,-100.0,-82.0,-100.0,-53.0,-100.0,-83.0,-100.0,-52.0,-100.0,-71.0,-79.0,-100.0,-65.0,-100.0,-82.0,-90.0,-100.0,-72.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-67.0,-68.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-84.0,-76.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 184808,35.0,24.0,47.224142116504844,-17.24963244660194,-39.33367374757282,0.006433665239223302,0.6784390652427185,9.750638432038834,0.0018882489053398057,0.00011474434174757262,0.002595865414514564,-0.06946224343140145,-0.0006564444639630022,-1.868117293107857,1013.6634717475729,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-54.0,-100.0,-63.0,-100.0,-54.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-60.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-38.0,-54.0,-100.0,-100.0,-58.0,-65.0,-61.0,-88.0,-78.0,-100.0,-100.0,-69.0,-76.0,-31.0,-40.0,-68.0,-38.0,-54.0,-100.0,-100.0,-58.0,-65.0,-61.0,-88.0,-78.0,-100.0,-100.0,-69.0,-76.0,-30.0,-39.0,-100.0,-100.0,-100.0,-100.0,-50.0,-100.0,-100.0,-67.0,-100.0,-100.0,-68.0,-100.0,-51.0,-100.0,-78.0,-100.0,-50.0,-53.0,-78.0,-100.0,-100.0,-80.0,-81.0,-100.0,-56.0,-60.0,-100.0,-92.0,-83.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-86.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 184819,36.0,24.0,42.90133330841121,-17.658733126168226,-36.84234663551402,0.04751142238411215,0.766432825140187,9.739419859813083,0.0038709018417757007,-0.0005917211277943924,0.0025742923196261677,-0.07852263564122053,-0.00489460839917141,-1.90017569065094,1013.6659874766357,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-59.0,-52.0,-69.0,-100.0,-51.0,-69.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-41.0,-58.0,-100.0,-100.0,-53.0,-70.0,-100.0,-90.0,-77.0,-100.0,-100.0,-68.0,-73.0,-36.0,-45.0,-71.0,-42.0,-58.0,-100.0,-100.0,-52.0,-70.0,-100.0,-89.0,-77.0,-100.0,-100.0,-68.0,-73.0,-36.0,-46.0,-100.0,-100.0,-100.0,-100.0,-42.0,-100.0,-71.0,-100.0,-100.0,-66.0,-71.0,-100.0,-43.0,-100.0,-74.0,-65.0,-42.0,-58.0,-74.0,-100.0,-63.0,-76.0,-100.0,-79.0,-56.0,-66.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-77.0,-79.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-67.0,-90.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 184831,37.0,24.0,33.09197454368932,-18.123426786407766,-35.99854933009709,0.0014821234190291277,0.5450155000970874,9.746329762135924,0.0002213368137864083,-0.00018050431899029116,-0.0010026183090291261,-0.05582688190042968,-0.00021024629257985797,-2.023101170086166,1013.6524429126214,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-73.0,-67.0,-63.0,-56.0,-48.0,-65.0,-64.0,-47.0,-64.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-72.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-39.0,-67.0,-100.0,-100.0,-51.0,-68.0,-68.0,-86.0,-79.0,-100.0,-100.0,-61.0,-70.0,-41.0,-54.0,-100.0,-39.0,-67.0,-100.0,-100.0,-51.0,-69.0,-70.0,-88.0,-79.0,-79.0,-100.0,-60.0,-70.0,-41.0,-55.0,-82.0,-100.0,-71.0,-76.0,-48.0,-100.0,-64.0,-55.0,-100.0,-58.0,-100.0,-100.0,-44.0,-100.0,-76.0,-57.0,-46.0,-56.0,-77.0,-100.0,-100.0,-100.0,-100.0,-73.0,-62.0,-68.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-73.0,-72.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-86.0,-87.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 184958,45.0,24.0,35.228351097087376,-2.6996954242718445,-35.06214133009709,0.08644372165805826,0.6757987130097086,9.75061295631068,-0.0019341136123786414,-0.0026574200426990294,0.00017905082728155344,-0.06920080266675897,-0.008881377897709018,-1.5789627021956212,1013.6887621359226,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-91.0,-76.0,-100.0,-100.0,-56.0,-100.0,-72.0,-66.0,-55.0,-72.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-71.0,-100.0,-100.0,-67.0,-70.0,-100.0,-100.0,-77.0,-100.0,-100.0,-66.0,-77.0,-39.0,-51.0,-100.0,-46.0,-72.0,-100.0,-100.0,-59.0,-70.0,-100.0,-100.0,-76.0,-100.0,-100.0,-66.0,-77.0,-39.0,-51.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-56.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-69.0,-57.0,-100.0,-56.0,-69.0,-100.0,-100.0,-74.0,-100.0,-76.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-85.0,-84.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-78.0,-82.0,-82.0,-100.0,-88.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 185009,45.0,23.0,22.185527647619047,-35.66355937142857,-36.41673278095238,0.06315276983238095,0.5767702131428571,9.76018257142857,0.0026035954542476193,0.0002934632733333333,0.005347764456952382,-0.059038350944008104,-0.006467639904336173,-2.551261029924665,1013.6953835238096,-100.0,-83.0,-88.0,-55.0,-100.0,-100.0,-91.0,-100.0,-67.0,-56.0,-36.0,-53.0,-66.0,-60.0,-54.0,-67.0,-56.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-82.0,-100.0,-100.0,-62.0,-75.0,-76.0,-92.0,-71.0,-100.0,-100.0,-67.0,-74.0,-58.0,-100.0,-100.0,-66.0,-82.0,-100.0,-100.0,-100.0,-75.0,-77.0,-94.0,-71.0,-100.0,-100.0,-66.0,-74.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-52.0,-75.0,-54.0,-36.0,-52.0,-100.0,-100.0,-70.0,-100.0,-48.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-64.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-56.0,-89.0,-89.0,-100.0,-75.0,-83.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 185020,45.0,22.0,21.09474458095238,-36.040717666666666,-37.81845924761905,0.043419815505942864,0.6437278780952381,9.757550780952382,0.0034375476278666666,-0.002192446853238095,0.004728394295619048,-0.06589283120064504,-0.004434752762669299,-2.5758104801177977,1013.7015487619046,-100.0,-100.0,-89.0,-57.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-48.0,-43.0,-62.0,-100.0,-44.0,-62.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-76.0,-76.0,-100.0,-78.0,-100.0,-100.0,-100.0,-85.0,-100.0,-63.0,-100.0,-100.0,-84.0,-100.0,-100.0,-63.0,-77.0,-77.0,-100.0,-78.0,-100.0,-100.0,-100.0,-85.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-67.0,-61.0,-100.0,-56.0,-47.0,-61.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-83.0,-100.0,-69.0,-83.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 185032,45.0,21.0,25.264267399999998,-37.80070010476191,-42.93561888571429,0.05379296714990476,0.7296939572380953,9.74676200952381,0.0035209803604761905,0.00020567450367619023,0.007608218939780953,-0.07471576226609089,-0.005525378308569361,-2.5050716786157516,1013.7031296190477,-100.0,-100.0,-89.0,-57.0,-100.0,-100.0,-88.0,-100.0,-100.0,-60.0,-47.0,-55.0,-66.0,-60.0,-56.0,-66.0,-59.0,-100.0,-100.0,-100.0,-100.0,-90.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-68.0,-84.0,-100.0,-100.0,-85.0,-100.0,-100.0,-75.0,-84.0,-68.0,-75.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-85.0,-100.0,-100.0,-71.0,-85.0,-67.0,-76.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-60.0,-100.0,-100.0,-46.0,-61.0,-100.0,-100.0,-69.0,-100.0,-58.0,-100.0,-100.0,-70.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-81.0,-81.0,-83.0,-88.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 185208,47.0,19.0,1.7445441514999995,9.978344300000002,-41.13475774545455,0.01798011943763636,0.7743113749090906,9.748181095454546,0.0033924251320909095,-0.0013254296425454538,0.0006654329399999999,-0.07925404867326669,-0.0019002312758278595,-0.13700673135251484,1013.7309328181818,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-63.0,-100.0,-68.0,-48.0,-59.0,-77.0,-68.0,-56.0,-77.0,-46.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-92.0,-100.0,-100.0,-79.0,-91.0,-70.0,-79.0,-100.0,-70.0,-100.0,-100.0,-100.0,-72.0,-84.0,-100.0,-100.0,-91.0,-100.0,-100.0,-79.0,-91.0,-70.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-48.0,-66.0,-100.0,-100.0,-70.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-90.0,-77.0,-87.0,-87.0,-72.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
