Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a8,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ab:a0:de:a1,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:j4,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:d9,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:m8,00:1a:ac:a0:de:e5,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:e2,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:m6,00:1a:ac:a0:de:d7,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:v3,00:1a:cs:a0:de:10,00:1a:ac:a0:de:g2,00:1a:cs:a0:de:52,00:1a:cs:a0:de:53,00:1a:ac:a0:de:e4,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:n8,00:1a:ab:a0:de:a3,00:1a:ac:a0:de:i9,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:n9,70:5d:cc:b5:7e:cc,00:1a:ac:a0:de:d2,2c:5d:93:16:e5:d8,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:u9,70:5d:cc:05:03:10
2021.02.07 170042,48.0,16.0,8.205517047413794,-33.188275327586204,-33.13965465517241,-0.26671395703448275,0.3348063073275863,9.978965793103447,0.0036411150118965505,-0.00038198027982758593,-0.0024455673473275865,-0.03351746245833302,0.026769333695671634,-2.91781197334158,1011.7448313793103,-100.0,-100.0,-100.0,-84.0,-88.0,-65.0,-81.0,-100.0,-88.0,-100.0,-82.0,-100.0,-78.0,-83.0,-82.0,-100.0,-88.0,-78.0,-84.0,-61.0,-73.0,-79.0,-54.0,-100.0,-50.0,-90.0,-64.0,-72.0,-100.0,-74.0,-82.0,-88.0,-100.0,-90.0,-88.0,-100.0,-70.0,-73.0,-88.0,-63.0,-70.0,-93.0,-100.0,-100.0,-87.0,-86.0,-82.0,-87.0,-87.0,-89.0,-100.0,-74.0,-73.0,-89.0,-63.0,-70.0,-100.0,-100.0,-100.0,-88.0,-100.0,-68.0,-69.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-82.0,-100.0,-100.0,-100.0,-88.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.07 170053,48.0,15.0,11.418583800884957,-32.78389343362832,-30.891503876106192,-0.2258034213982301,0.3464282567256637,9.983977628318584,0.0014462315711504421,-0.00023136112495575207,-0.006817904855663716,-0.03467734931943422,0.022661359022593953,-2.816176847019027,1011.7816297345133,-100.0,-100.0,-91.0,-88.0,-100.0,-62.0,-72.0,-100.0,-89.0,-86.0,-85.0,-100.0,-74.0,-85.0,-83.0,-100.0,-100.0,-74.0,-85.0,-56.0,-74.0,-78.0,-63.0,-100.0,-46.0,-89.0,-57.0,-74.0,-100.0,-71.0,-85.0,-90.0,-100.0,-100.0,-100.0,-100.0,-69.0,-69.0,-86.0,-61.0,-73.0,-100.0,-100.0,-84.0,-100.0,-85.0,-84.0,-89.0,-100.0,-100.0,-100.0,-69.0,-69.0,-87.0,-61.0,-73.0,-100.0,-100.0,-85.0,-100.0,-100.0,-75.0,-76.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-81.0,-100.0,-93.0,-100.0,-90.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.07 170104,48.0,14.0,12.299507872950821,-29.729999631147543,-33.13721259836066,-0.2060450084622951,0.36308588601639347,9.986382881147541,0.004702791145409836,-0.0017475353250819665,-0.007379452326311475,-0.036322408615321364,0.020656633686052864,-2.7553860085909485,1011.8262796721311,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-75.0,-100.0,-100.0,-100.0,-83.0,-100.0,-84.0,-100.0,-83.0,-100.0,-100.0,-85.0,-100.0,-62.0,-79.0,-85.0,-60.0,-100.0,-44.0,-87.0,-63.0,-74.0,-83.0,-70.0,-83.0,-87.0,-100.0,-100.0,-100.0,-100.0,-75.0,-74.0,-100.0,-64.0,-72.0,-100.0,-100.0,-83.0,-88.0,-100.0,-84.0,-89.0,-100.0,-100.0,-100.0,-75.0,-74.0,-100.0,-63.0,-72.0,-100.0,-100.0,-82.0,-87.0,-100.0,-64.0,-69.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-81.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-90.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.07 170116,48.0,13.0,8.653090784545455,-29.92363597272728,-31.23818133636364,-0.15482251424181823,0.6027477988181817,9.97587659545455,0.00044776420609090933,-0.0018606953865454544,0.001127324015363637,-0.060312906991351695,0.015539812477601821,-2.858554668860002,1011.8611606363637,-100.0,-100.0,-100.0,-81.0,-100.0,-57.0,-74.0,-100.0,-88.0,-100.0,-81.0,-100.0,-82.0,-100.0,-82.0,-100.0,-100.0,-81.0,-100.0,-67.0,-78.0,-83.0,-61.0,-100.0,-56.0,-93.0,-59.0,-78.0,-76.0,-75.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-79.0,-77.0,-87.0,-70.0,-73.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-79.0,-77.0,-87.0,-69.0,-74.0,-100.0,-100.0,-89.0,-100.0,-100.0,-69.0,-72.0,-61.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-74.0,-81.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.07 170127,49.0,13.0,25.590475912698416,3.9571428198412706,-35.89904717460318,-0.15019323874603174,0.5302558642857144,9.981009539682539,-0.00040356862007936517,-0.0022931493036507937,-0.0067456977069047614,-0.053078786824785486,0.01507120800011393,-1.3385940922631159,1011.8743556349207,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-75.0,-100.0,-89.0,-100.0,-80.0,-100.0,-82.0,-100.0,-82.0,-100.0,-100.0,-81.0,-100.0,-73.0,-68.0,-80.0,-60.0,-100.0,-53.0,-100.0,-59.0,-76.0,-70.0,-71.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-80.0,-100.0,-65.0,-72.0,-100.0,-100.0,-80.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-66.0,-72.0,-100.0,-100.0,-80.0,-100.0,-100.0,-66.0,-76.0,-56.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-75.0,-82.0,-100.0,-100.0,-89.0,-100.0,-100.0,-86.0,-100.0,-89.0,-92.0,-90.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.07 170144,50.0,13.0,-13.438937690265487,13.920530756637167,-32.88637122123894,-0.2717607843362832,0.5799230200884956,9.970438269911504,0.0038086044563716815,-0.000577337835575221,-0.003882508139557522,-0.058075935505660196,0.02727017208801957,0.7348302761010365,1011.8690426548673,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-70.0,-100.0,-100.0,-79.0,-79.0,-90.0,-79.0,-90.0,-79.0,-100.0,-100.0,-76.0,-100.0,-59.0,-80.0,-74.0,-60.0,-100.0,-52.0,-100.0,-57.0,-74.0,-89.0,-78.0,-75.0,-88.0,-100.0,-100.0,-100.0,-100.0,-68.0,-70.0,-80.0,-59.0,-62.0,-100.0,-100.0,-83.0,-86.0,-90.0,-76.0,-88.0,-100.0,-100.0,-100.0,-68.0,-70.0,-80.0,-59.0,-62.0,-100.0,-100.0,-77.0,-86.0,-100.0,-70.0,-100.0,-59.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-76.0,-82.0,-100.0,-100.0,-85.0,-90.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-94.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.07 170154,50.0,14.0,-8.30120675086207,11.86965490086207,-29.63172385344828,-0.20634107914655167,0.4328477331896552,9.977046280172413,0.004136126519310346,-0.002425219393448275,-0.0077590417989655165,-0.0433118727523833,0.02070907951866529,0.5927226602517325,1011.8934324137931,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-74.0,-100.0,-100.0,-100.0,-81.0,-89.0,-85.0,-85.0,-81.0,-90.0,-100.0,-85.0,-85.0,-70.0,-81.0,-63.0,-65.0,-100.0,-58.0,-100.0,-63.0,-78.0,-89.0,-79.0,-81.0,-84.0,-88.0,-100.0,-100.0,-100.0,-67.0,-61.0,-86.0,-64.0,-73.0,-100.0,-100.0,-84.0,-86.0,-81.0,-82.0,-84.0,-88.0,-100.0,-100.0,-66.0,-60.0,-88.0,-64.0,-73.0,-100.0,-100.0,-85.0,-86.0,-100.0,-63.0,-100.0,-100.0,-91.0,-90.0,-100.0,-82.0,-100.0,-100.0,-100.0,-70.0,-79.0,-100.0,-92.0,-100.0,-88.0,-90.0,-82.0,-100.0,-100.0,-93.0,-100.0,-100.0,-91.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.07 170205,50.0,15.0,-7.254871696581196,15.885127923076924,-30.166666196581197,-0.12255822134358975,0.32912069709401715,9.98787078205128,0.0021931680496581197,-0.004421108543418804,-0.0068907688123931625,-0.032940691480269756,0.012282007500856604,0.4222402377770497,1011.9377600854699,-100.0,-100.0,-100.0,-90.0,-100.0,-54.0,-72.0,-100.0,-100.0,-100.0,-83.0,-84.0,-78.0,-86.0,-81.0,-85.0,-100.0,-80.0,-87.0,-62.0,-82.0,-70.0,-64.0,-100.0,-58.0,-90.0,-64.0,-78.0,-89.0,-79.0,-79.0,-83.0,-100.0,-100.0,-100.0,-100.0,-53.0,-58.0,-84.0,-69.0,-78.0,-100.0,-100.0,-90.0,-90.0,-84.0,-79.0,-83.0,-100.0,-100.0,-100.0,-53.0,-58.0,-83.0,-68.0,-78.0,-100.0,-100.0,-90.0,-90.0,-100.0,-64.0,-82.0,-59.0,-100.0,-100.0,-100.0,-85.0,-85.0,-100.0,-100.0,-65.0,-72.0,-100.0,-100.0,-100.0,-87.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.07 170216,50.0,16.0,-6.549391199130435,18.61408679130435,-31.882434252173915,-0.13068576494782608,0.12167079985565217,10.000323786956523,0.00408374033826087,-0.0030293072939130434,-0.001173923612869565,-0.012174889763675428,0.013076713020690548,0.3483497245156247,1011.9876113043481,-100.0,-100.0,-100.0,-100.0,-100.0,-49.0,-69.0,-100.0,-100.0,-100.0,-72.0,-86.0,-80.0,-87.0,-71.0,-86.0,-100.0,-80.0,-87.0,-69.0,-81.0,-64.0,-68.0,-100.0,-60.0,-100.0,-62.0,-75.0,-84.0,-80.0,-75.0,-79.0,-100.0,-100.0,-100.0,-100.0,-61.0,-60.0,-78.0,-64.0,-76.0,-100.0,-100.0,-85.0,-100.0,-82.0,-76.0,-79.0,-100.0,-100.0,-100.0,-61.0,-60.0,-100.0,-63.0,-76.0,-100.0,-100.0,-85.0,-100.0,-100.0,-69.0,-75.0,-67.0,-88.0,-91.0,-100.0,-81.0,-84.0,-100.0,-90.0,-61.0,-78.0,-100.0,-100.0,-90.0,-85.0,-100.0,-75.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.07 170226,50.0,17.0,-7.181538339316241,19.140512564102565,-32.246153444444445,-0.13395660576581198,0.16821315330256417,9.996301910256411,0.002276705088034189,-0.0036327268347008538,-0.0023745428414529914,-0.016812088877424303,0.013417121405518198,0.3658275555851113,1012.0454921367519,-100.0,-100.0,-100.0,-100.0,-86.0,-58.0,-59.0,-100.0,-100.0,-100.0,-67.0,-82.0,-78.0,-88.0,-70.0,-82.0,-100.0,-77.0,-89.0,-77.0,-87.0,-65.0,-70.0,-100.0,-61.0,-100.0,-69.0,-80.0,-84.0,-85.0,-78.0,-74.0,-88.0,-100.0,-100.0,-100.0,-59.0,-62.0,-76.0,-63.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-74.0,-88.0,-100.0,-100.0,-59.0,-62.0,-77.0,-62.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-78.0,-69.0,-89.0,-87.0,-100.0,-100.0,-77.0,-86.0,-100.0,-66.0,-77.0,-100.0,-100.0,-87.0,-84.0,-100.0,-71.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-90.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.07 170237,50.0,18.0,-9.466315556140351,20.058420754385963,-30.416841710526317,-0.24644228540350877,0.2052565581754386,9.993240956140351,-0.0011029760941228075,-0.003606483997894737,-0.006186886045087721,-0.02053397242796782,0.02470021595026508,0.4562045246885534,1012.0795524561403,-100.0,-100.0,-100.0,-100.0,-89.0,-56.0,-66.0,-100.0,-100.0,-100.0,-66.0,-84.0,-78.0,-87.0,-66.0,-84.0,-100.0,-78.0,-89.0,-69.0,-82.0,-67.0,-74.0,-100.0,-62.0,-92.0,-68.0,-79.0,-100.0,-85.0,-74.0,-75.0,-100.0,-100.0,-100.0,-100.0,-61.0,-57.0,-79.0,-68.0,-73.0,-100.0,-100.0,-86.0,-100.0,-75.0,-74.0,-75.0,-100.0,-100.0,-100.0,-60.0,-57.0,-79.0,-69.0,-73.0,-100.0,-100.0,-85.0,-100.0,-100.0,-64.0,-81.0,-100.0,-83.0,-89.0,-100.0,-76.0,-76.0,-89.0,-91.0,-63.0,-72.0,-100.0,-100.0,-90.0,-100.0,-100.0,-72.0,-93.0,-100.0,-90.0,-100.0,-100.0,-90.0,-91.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.07 170248,50.0,19.0,-16.138947096491226,16.971578833333332,-20.265789201754384,-0.11419010662280701,0.22354965798596488,10.00101194736842,0.003446362321666666,-0.003461805386491228,0.00162040046122807,-0.02233421677323217,0.011419586359376148,0.7532986763276552,1012.1044881578947,-100.0,-100.0,-100.0,-91.0,-88.0,-57.0,-69.0,-100.0,-100.0,-100.0,-64.0,-81.0,-77.0,-86.0,-58.0,-81.0,-100.0,-77.0,-87.0,-72.0,-80.0,-64.0,-78.0,-100.0,-62.0,-92.0,-71.0,-82.0,-100.0,-87.0,-71.0,-82.0,-100.0,-100.0,-100.0,-100.0,-64.0,-61.0,-82.0,-70.0,-75.0,-100.0,-100.0,-80.0,-100.0,-82.0,-69.0,-82.0,-100.0,-100.0,-100.0,-63.0,-61.0,-81.0,-70.0,-76.0,-100.0,-100.0,-80.0,-100.0,-100.0,-59.0,-82.0,-100.0,-85.0,-100.0,-100.0,-82.0,-69.0,-100.0,-100.0,-66.0,-71.0,-100.0,-100.0,-100.0,-79.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-88.0,-87.0,-84.0,-88.0,-89.0,-87.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.07 170301,49.0,19.0,-18.898559735999996,-14.640959728000002,-26.456159712,-0.20929792599039995,0.41890232168,9.983283175999999,-0.00029749117351999914,-0.0011863002924800007,-0.00375315613632,-0.04191215729713436,0.021013120454852426,2.1805035915374757,1012.10570296,-100.0,-100.0,-100.0,-100.0,-91.0,-55.0,-70.0,-100.0,-100.0,-87.0,-74.0,-75.0,-76.0,-100.0,-68.0,-75.0,-100.0,-77.0,-100.0,-74.0,-82.0,-66.0,-80.0,-100.0,-65.0,-90.0,-64.0,-85.0,-100.0,-86.0,-63.0,-75.0,-85.0,-100.0,-100.0,-100.0,-53.0,-54.0,-76.0,-69.0,-73.0,-100.0,-100.0,-75.0,-81.0,-100.0,-63.0,-75.0,-85.0,-100.0,-100.0,-53.0,-54.0,-63.0,-69.0,-73.0,-100.0,-100.0,-74.0,-82.0,-100.0,-67.0,-75.0,-74.0,-82.0,-82.0,-100.0,-100.0,-69.0,-100.0,-100.0,-72.0,-78.0,-100.0,-100.0,-92.0,-79.0,-92.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-90.0,-100.0,-100.0,-86.0,-86.0,-84.0,-100.0,-92.0,-85.0,-84.0,-81.0,-90.0,-85.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.07 170314,48.0,19.0,8.7199997525,-23.11599975833333,-25.864499716666668,-0.23561659310833333,0.41299245300000004,9.988814725000001,-0.0005448918379166661,-0.0026140958813333343,-0.009193521934,-0.04128036680631335,0.023634172906167757,-2.790305326382319,1012.1012486666666,-100.0,-100.0,-100.0,-91.0,-100.0,-65.0,-68.0,-100.0,-100.0,-100.0,-78.0,-75.0,-74.0,-88.0,-79.0,-75.0,-100.0,-74.0,-88.0,-76.0,-90.0,-73.0,-73.0,-100.0,-60.0,-100.0,-64.0,-87.0,-80.0,-89.0,-74.0,-71.0,-100.0,-100.0,-100.0,-100.0,-60.0,-59.0,-79.0,-66.0,-73.0,-100.0,-100.0,-76.0,-88.0,-73.0,-73.0,-72.0,-100.0,-100.0,-100.0,-60.0,-59.0,-78.0,-66.0,-73.0,-100.0,-100.0,-84.0,-100.0,-100.0,-68.0,-82.0,-69.0,-82.0,-83.0,-100.0,-73.0,-77.0,-88.0,-87.0,-76.0,-80.0,-100.0,-93.0,-100.0,-77.0,-100.0,-86.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-86.0,-87.0,-100.0,-86.0,-87.0,-87.0,-100.0,-100.0,-89.0,-89.0,-88.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.07 170327,48.0,18.0,6.074086858260869,-23.416173695652184,-27.92556483478261,-0.19660119062086961,0.47315034208695655,9.986894960869561,-0.0009625376221739129,0.00012063254939130459,-0.003999839368521739,-0.04732395038008687,0.019697657664832814,-2.8978294496950894,1012.1121428695654,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-63.0,-100.0,-100.0,-89.0,-72.0,-85.0,-80.0,-100.0,-71.0,-84.0,-100.0,-80.0,-100.0,-73.0,-88.0,-76.0,-70.0,-100.0,-60.0,-100.0,-70.0,-85.0,-84.0,-83.0,-70.0,-73.0,-100.0,-100.0,-100.0,-100.0,-69.0,-70.0,-86.0,-67.0,-80.0,-100.0,-100.0,-100.0,-100.0,-79.0,-70.0,-73.0,-100.0,-100.0,-100.0,-66.0,-70.0,-87.0,-69.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-81.0,-83.0,-100.0,-79.0,-76.0,-90.0,-91.0,-73.0,-81.0,-100.0,-100.0,-100.0,-79.0,-100.0,-81.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
