Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a1,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ac:a0:de:x7,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:f7,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:m1,00:1a:ac:a0:de:n1,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:g4,00:1a:ac:a0:de:h7,00:1a:ac:a0:de:n3,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:h3,00:1a:ab:a0:de:a4,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:x8,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:d5,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,00:1a:ab:a0:de:a2,00:1a:ac:a0:de:i9,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:m9,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:f2,70:5d:cc:05:03:10,00:1a:ac:a0:de:d4,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:r7,90:9f:33:a4:06:5c,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:j6,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:m8,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:k5,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:f4,00:1a:ac:a0:de:l3,00:1a:ac:a0:de:c9,00:1a:ac:a0:de:d1,00:1a:ac:a0:de:e2,00:1a:ac:a0:de:e5,00:1a:ac:a0:de:j4,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:m6,00:1a:ac:a0:de:h5,00:1a:ab:a0:de:a8,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:m7,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:v5,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:q1,00:1a:ac:a0:de:q9,00:1a:ac:a0:de:s9,00:1a:ac:a0:de:u7,00:1a:ac:a0:de:v6,00:1a:ac:a0:de:x6,00:1a:ab:a0:de:a6,00:1a:ac:a0:de:d8,00:1a:ac:a0:de:e1,00:1a:ac:a0:de:j3,00:1a:ac:a0:de:l6
2021.02.06 174006,31.0,24.0,36.76956474782609,-3.577043433913044,-33.376173513043476,-0.24469488468695652,0.8003331971304347,9.96676225652174,-0.00025050772878260844,-0.0016633064489739138,-0.003939629344747827,-0.08012732649626934,0.02454685926963773,-1.5935334900151128,1007.5271845217392,-81.0,-67.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-63.0,-88.0,-100.0,-80.0,-69.0,-100.0,-100.0,-100.0,-65.0,-78.0,-67.0,-59.0,-64.0,-84.0,-100.0,-58.0,-64.0,-68.0,-84.0,-65.0,-71.0,-100.0,-90.0,-69.0,-79.0,-67.0,-75.0,-38.0,-34.0,-56.0,-69.0,-66.0,-71.0,-59.0,-64.0,-84.0,-100.0,-57.0,-64.0,-68.0,-84.0,-67.0,-71.0,-100.0,-91.0,-69.0,-79.0,-65.0,-75.0,-37.0,-34.0,-56.0,-69.0,-100.0,-100.0,-100.0,-71.0,-100.0,-90.0,-86.0,-89.0,-100.0,-100.0,-88.0,-84.0,-69.0,-100.0,-100.0,-83.0,-100.0,-52.0,-100.0,-85.0,-83.0,-100.0,-87.0,-83.0,-100.0,-62.0,-100.0,-68.0,-100.0,-100.0,-87.0,-89.0,-100.0,-91.0,-77.0,-100.0,-100.0,-82.0,-86.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-89.0,-87.0,-100.0,-100.0,-90.0,-92.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 174016,32.0,24.0,40.2214280625,-5.01803565,-35.125178017857145,-0.3691672477678572,0.74322993,9.965762794642858,0.0023517875517857154,-0.0007687302789642852,-0.006505453137374999,-0.0744261846411973,0.03706907665556557,-1.6293169440967696,1007.5298381250001,-78.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-81.0,-100.0,-85.0,-70.0,-88.0,-93.0,-100.0,-73.0,-100.0,-68.0,-46.0,-63.0,-85.0,-100.0,-58.0,-63.0,-73.0,-80.0,-65.0,-76.0,-80.0,-88.0,-72.0,-77.0,-72.0,-70.0,-34.0,-35.0,-59.0,-65.0,-80.0,-75.0,-47.0,-62.0,-100.0,-100.0,-59.0,-63.0,-73.0,-81.0,-62.0,-76.0,-80.0,-90.0,-72.0,-76.0,-72.0,-72.0,-34.0,-35.0,-58.0,-65.0,-100.0,-100.0,-100.0,-77.0,-100.0,-90.0,-80.0,-84.0,-100.0,-81.0,-100.0,-100.0,-75.0,-100.0,-100.0,-87.0,-100.0,-51.0,-79.0,-86.0,-84.0,-88.0,-83.0,-86.0,-92.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-72.0,-100.0,-100.0,-80.0,-82.0,-100.0,-100.0,-73.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-84.0,-100.0,-84.0,-100.0,-100.0,-93.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 174027,33.0,24.0,42.57716753097345,-7.692212211504426,-36.33610577876106,-0.3801599883893805,0.8674690717699115,9.96289528318584,0.004878315944247789,-0.0007568566782654864,-0.0034528644373274333,-0.08684555144436588,0.03819639927221342,-1.6763728456159608,1007.5328874336283,-86.0,-63.0,-100.0,-83.0,-100.0,-88.0,-80.0,-100.0,-54.0,-73.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-73.0,-69.0,-72.0,-48.0,-59.0,-100.0,-100.0,-60.0,-66.0,-74.0,-88.0,-63.0,-74.0,-100.0,-100.0,-69.0,-76.0,-66.0,-73.0,-32.0,-37.0,-61.0,-60.0,-73.0,-74.0,-48.0,-59.0,-100.0,-100.0,-60.0,-67.0,-74.0,-88.0,-72.0,-76.0,-100.0,-100.0,-68.0,-76.0,-65.0,-73.0,-32.0,-37.0,-62.0,-61.0,-100.0,-100.0,-100.0,-65.0,-100.0,-91.0,-79.0,-100.0,-100.0,-80.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-49.0,-100.0,-86.0,-85.0,-100.0,-87.0,-78.0,-95.0,-65.0,-100.0,-66.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-90.0,-84.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-88.0,-89.0,-89.0,-100.0,-82.0,-100.0,-82.0,-100.0,-100.0,-100.0,-89.0,-87.0,-88.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 174037,34.0,24.0,41.88321374107142,-11.083928312499998,-35.02607103571429,-0.320533538625,0.5466214908035714,9.981646183035716,-0.007356606283124999,-0.00012514003421428563,-0.0033147730556785707,-0.05474276784142208,0.03208054152284079,-1.7893724824701036,1007.5346286607142,-67.0,-61.0,-100.0,-88.0,-100.0,-85.0,-100.0,-100.0,-49.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-72.0,-74.0,-54.0,-59.0,-88.0,-100.0,-59.0,-70.0,-71.0,-87.0,-58.0,-79.0,-85.0,-88.0,-65.0,-74.0,-71.0,-75.0,-35.0,-41.0,-60.0,-58.0,-75.0,-79.0,-53.0,-59.0,-100.0,-100.0,-59.0,-70.0,-71.0,-87.0,-59.0,-79.0,-86.0,-89.0,-64.0,-74.0,-71.0,-75.0,-35.0,-41.0,-60.0,-58.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-89.0,-100.0,-80.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-51.0,-85.0,-84.0,-79.0,-100.0,-83.0,-79.0,-100.0,-63.0,-100.0,-68.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-83.0,-81.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-88.0,-100.0,-83.0,-86.0,-84.0,-84.0,-100.0,-100.0,-88.0,-89.0,-86.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 174047,35.0,24.0,38.06263101754386,-14.962104995614034,-32.80631553508772,-0.3206438024561403,0.5660149621052631,9.99546725877193,0.002768312719122807,-0.0006273050254385961,-0.0015469574273859644,-0.05655343265256333,0.032072573941070215,-1.9089103382930421,1007.5364271929824,-71.0,-64.0,-100.0,-100.0,-100.0,-100.0,-81.0,-91.0,-51.0,-75.0,-100.0,-87.0,-72.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-47.0,-59.0,-100.0,-100.0,-100.0,-68.0,-100.0,-84.0,-56.0,-72.0,-100.0,-88.0,-62.0,-74.0,-100.0,-72.0,-40.0,-43.0,-54.0,-62.0,-100.0,-100.0,-47.0,-59.0,-100.0,-100.0,-100.0,-68.0,-100.0,-83.0,-48.0,-72.0,-100.0,-88.0,-63.0,-75.0,-100.0,-72.0,-40.0,-43.0,-54.0,-62.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-57.0,-100.0,-80.0,-100.0,-100.0,-84.0,-79.0,-100.0,-65.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-88.0,-100.0,-87.0,-87.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-91.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 174059,36.0,24.0,33.194999448275865,-15.834310034482757,-30.44224104310345,-0.3789352681896551,0.6276508850862068,9.987965129310345,-0.000536845392672412,-0.002813097782068966,-0.005058785823224138,-0.06274948718732797,0.03793299921531354,-1.977642902012529,1007.5388850000002,-63.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-65.0,-41.0,-53.0,-100.0,-100.0,-58.0,-67.0,-67.0,-85.0,-59.0,-71.0,-100.0,-89.0,-64.0,-72.0,-63.0,-74.0,-39.0,-43.0,-52.0,-60.0,-74.0,-100.0,-40.0,-53.0,-100.0,-100.0,-56.0,-67.0,-65.0,-84.0,-60.0,-71.0,-100.0,-100.0,-66.0,-72.0,-64.0,-74.0,-39.0,-43.0,-53.0,-60.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-100.0,-86.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-80.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-89.0,-90.0,-100.0,-88.0,-90.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-85.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 174109,37.0,24.0,23.466841824561406,-16.607894517543862,-28.164210192982456,-0.2760346829122807,0.7737288039473684,9.984861043859649,-0.00014133498859649038,-0.0011953025244561403,-0.0029830264784385966,-0.07732966097823357,0.027656422196805686,-2.1344657090672277,1007.5397453508774,-60.0,-63.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-58.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-78.0,-68.0,-100.0,-44.0,-62.0,-100.0,-100.0,-57.0,-62.0,-68.0,-85.0,-45.0,-78.0,-100.0,-100.0,-59.0,-69.0,-64.0,-73.0,-48.0,-51.0,-52.0,-64.0,-100.0,-73.0,-46.0,-62.0,-100.0,-100.0,-57.0,-62.0,-68.0,-84.0,-57.0,-77.0,-100.0,-100.0,-61.0,-70.0,-64.0,-73.0,-46.0,-51.0,-52.0,-64.0,-100.0,-100.0,-100.0,-66.0,-100.0,-83.0,-73.0,-91.0,-100.0,-80.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-85.0,-80.0,-100.0,-81.0,-76.0,-100.0,-76.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-83.0,-83.0,-83.0,-86.0,-83.0,-89.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-88.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 174120,38.0,24.0,21.324736631578944,-15.526841798245615,-26.25157857894737,-0.3001664515789474,0.6827253572807017,9.979757473684211,0.000849981396491228,0.0004872561155087717,-0.0052175072036666666,-0.06831295183745388,0.030067070861134568,-2.157962623395418,1007.5361478070175,-57.0,-68.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-62.0,-60.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-79.0,-60.0,-100.0,-49.0,-67.0,-100.0,-100.0,-56.0,-67.0,-73.0,-82.0,-58.0,-75.0,-100.0,-100.0,-59.0,-68.0,-64.0,-71.0,-48.0,-53.0,-56.0,-68.0,-100.0,-100.0,-49.0,-67.0,-100.0,-100.0,-54.0,-68.0,-73.0,-82.0,-65.0,-75.0,-100.0,-100.0,-57.0,-67.0,-65.0,-71.0,-49.0,-53.0,-55.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-81.0,-81.0,-100.0,-80.0,-79.0,-100.0,-74.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-87.0,-100.0,-83.0,-85.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-89.0,-73.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 174131,39.0,24.0,18.078918693693694,-12.684324004504505,-25.17189155855856,-0.3152893229189189,0.7034206835135137,9.983025891891888,0.000715295775045045,-0.0005001499804684682,-0.002557824961225226,-0.07035360062444528,0.031583139752583145,-2.1319112455522693,1007.5374266666665,-57.0,-67.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-70.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-67.0,-70.0,-56.0,-69.0,-100.0,-100.0,-58.0,-66.0,-72.0,-88.0,-56.0,-73.0,-100.0,-100.0,-59.0,-70.0,-66.0,-76.0,-52.0,-59.0,-64.0,-61.0,-100.0,-100.0,-57.0,-69.0,-100.0,-100.0,-57.0,-66.0,-72.0,-87.0,-57.0,-73.0,-100.0,-100.0,-59.0,-70.0,-65.0,-76.0,-52.0,-59.0,-64.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-80.0,-100.0,-100.0,-75.0,-100.0,-78.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-84.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-89.0,-100.0,-79.0,-86.0,-79.0,-71.0,-100.0,-100.0,-100.0,-100.0,-78.0,-89.0,-81.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 174142,40.0,24.0,16.258392598214286,-6.703928442857142,-27.013392553571432,-0.3738489108035714,0.8293169337500002,9.960931433035714,0.0003173879516071434,-0.000550564177857143,-0.0023439336884642854,-0.08302344953907384,0.03749611136819498,-1.8505039736628532,1007.5353273214286,-60.0,-69.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-60.0,-71.0,-100.0,-100.0,-60.0,-72.0,-100.0,-88.0,-59.0,-72.0,-100.0,-91.0,-62.0,-64.0,-100.0,-76.0,-54.0,-58.0,-100.0,-57.0,-64.0,-100.0,-59.0,-71.0,-100.0,-100.0,-61.0,-72.0,-100.0,-88.0,-100.0,-73.0,-100.0,-100.0,-86.0,-64.0,-100.0,-76.0,-55.0,-58.0,-100.0,-57.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-66.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-82.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-76.0,-69.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-83.0,-100.0,-86.0,-84.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-89.0,-80.0,-100.0,-92.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
