Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a8,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ab:a0:de:a1,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:m6,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:j2,00:1a:cs:a0:de:10,00:1a:ac:a0:de:d7,00:1a:ac:a0:de:d9,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:j4,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:e1,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:d4,00:1a:ac:a0:de:m8,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:u6,90:9f:33:17:06:00,00:1a:ac:a0:de:f4,00:1a:ac:a0:de:e4,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:i9,00:1a:ab:a0:de:a3,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:d2,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:u9
2021.02.11 122957,50.0,13.0,-16.509677213709676,14.032257758064517,-35.02064470967742,-0.2008294545951613,0.46933578790322583,9.976885241935486,0.0011744377582258063,-0.0003087825916612903,-0.001283487023951613,-0.04704426311617412,0.02016175631856196,0.8319490441391545,1018.5772626612905,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-63.0,-100.0,-72.0,-80.0,-100.0,0.0,-86.0,-82.0,-100.0,0.0,-86.0,-80.0,-77.0,-61.0,-56.0,-100.0,-59.0,-71.0,0.0,-84.0,-100.0,-100.0,-81.0,-88.0,-89.0,-100.0,-100.0,-100.0,-65.0,-63.0,-100.0,-61.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-86.0,-88.0,-100.0,-100.0,-100.0,-65.0,-63.0,-81.0,-60.0,-66.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-77.0,-100.0,-76.0,-84.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-89.0,-91.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 123010,50.0,14.0,-12.599999766666667,12.450499833333334,-31.637499508333335,-0.12647756743333333,0.31742098313333333,9.979876095833333,0.004413501391833333,-0.00334143305665,0.002470542615583334,-0.03179788251096999,0.012692465222304798,0.7672505368789037,1018.6091549166667,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-76.0,-100.0,-67.0,-100.0,-77.0,-86.0,-100.0,-78.0,-82.0,-100.0,-100.0,-78.0,-82.0,-67.0,-83.0,-64.0,-54.0,-86.0,-68.0,-75.0,-62.0,-84.0,-78.0,-87.0,-80.0,-87.0,-89.0,-100.0,-100.0,-100.0,-56.0,-61.0,-86.0,-65.0,-75.0,-100.0,-100.0,-100.0,-100.0,-84.0,-79.0,-86.0,-88.0,-100.0,-100.0,-100.0,-56.0,-61.0,-100.0,-65.0,-75.0,-100.0,-100.0,-100.0,-100.0,-78.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-82.0,-100.0,-69.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-91.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 123021,50.0,15.0,-10.122105060526318,15.75894711403509,-32.49473642105263,-0.08052324210350877,0.21974822239298247,9.987633364035087,0.0032306198343859654,0.0011521774965087721,-0.0012265316957017546,-0.021997997725664256,0.008080336602440188,0.559364743922886,1018.6497342982458,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-63.0,-100.0,-80.0,-81.0,-100.0,-78.0,-86.0,-100.0,-100.0,-76.0,-85.0,-62.0,-80.0,-66.0,-61.0,-90.0,-59.0,-78.0,-62.0,-83.0,-84.0,-83.0,-77.0,-86.0,-100.0,-100.0,-100.0,-100.0,-53.0,-65.0,-80.0,-66.0,-77.0,-100.0,-100.0,-84.0,-87.0,-82.0,-77.0,-86.0,-90.0,-100.0,-100.0,-100.0,-54.0,-65.0,-80.0,-65.0,-78.0,-100.0,-100.0,-84.0,-86.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-76.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 123032,50.0,16.0,-8.93362816017699,18.90159271681416,-33.65362788495575,-0.24199126099999999,0.04337239359823009,9.98065104424779,-0.0007700686396460175,-0.003643081404106195,0.0005112239886725657,-0.004363383996079901,0.02435821413466356,0.4711151777115543,1018.6986702654868,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-63.0,-100.0,-75.0,-80.0,-89.0,-83.0,-90.0,-80.0,-100.0,-83.0,-100.0,-67.0,-83.0,-68.0,-63.0,-91.0,-59.0,-80.0,0.0,-100.0,-100.0,-81.0,-72.0,-86.0,-100.0,-100.0,-100.0,-100.0,-52.0,-59.0,-80.0,-63.0,-78.0,-100.0,-100.0,-85.0,-100.0,-81.0,-72.0,-85.0,-100.0,-100.0,-100.0,-100.0,-51.0,-59.0,-80.0,-63.0,-78.0,-100.0,-100.0,-84.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-81.0,-100.0,-90.0,-88.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 123043,50.0,17.0,-9.701785574107143,19.23964269642857,-34.29160679464285,-0.20633518138392853,0.1776466388767857,9.992035544642857,0.0032408583853571426,-0.0005118178815357142,0.0025908978241071428,-0.01777361331746107,0.020651797385653443,0.4814472712044205,1018.7447226785714,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-61.0,-100.0,-63.0,-100.0,-100.0,-73.0,-86.0,-81.0,-89.0,-73.0,-87.0,-82.0,-88.0,-77.0,-77.0,-70.0,-61.0,-100.0,-55.0,-75.0,-66.0,-88.0,-100.0,-83.0,-72.0,-72.0,-100.0,-100.0,-100.0,-100.0,-57.0,-58.0,-76.0,-63.0,-78.0,-100.0,-100.0,-87.0,-100.0,-83.0,-73.0,-72.0,-100.0,-100.0,-100.0,-100.0,-58.0,-58.0,-76.0,-64.0,-78.0,-100.0,-100.0,-87.0,-100.0,-67.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-89.0,-78.0,-100.0,-90.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-75.0,-100.0,-68.0,-70.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 123054,50.0,18.0,-12.581999713636362,20.763817909090907,-31.882363127272725,-0.15832686321818182,0.09853529173090908,9.993920768181818,0.0030848693900000002,-0.002747227549072727,0.0024154724012727274,-0.009908222148607614,0.01595703596804837,0.554194562272592,1018.7906393636362,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-71.0,-100.0,-64.0,-100.0,-80.0,-71.0,-82.0,-78.0,-89.0,-69.0,-82.0,-78.0,-100.0,-73.0,-100.0,-71.0,-61.0,-100.0,-55.0,-80.0,-68.0,-86.0,-81.0,-79.0,-73.0,-82.0,-89.0,-100.0,-100.0,-100.0,-57.0,-59.0,-84.0,-59.0,-71.0,-100.0,-100.0,-85.0,-100.0,-79.0,-73.0,-82.0,-100.0,-100.0,-100.0,-100.0,-58.0,-59.0,-83.0,-63.0,-71.0,-100.0,-100.0,-84.0,-100.0,-66.0,-86.0,-100.0,-84.0,-100.0,-85.0,-100.0,-85.0,-78.0,-100.0,-85.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 123105,50.0,19.0,-18.844324018018018,17.446486360360357,-23.11783757657657,-0.12944182963603604,0.00929668865045045,9.993508932432434,0.004638448409189189,7.831177538738801e-05,0.006166414999549548,-0.0009178699275315484,0.013019048487636017,0.8299764878041035,1018.8342665765765,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-67.0,-100.0,-100.0,-72.0,-76.0,-77.0,-88.0,-67.0,-76.0,-77.0,-89.0,-71.0,-83.0,-70.0,-67.0,-100.0,-52.0,-76.0,-70.0,-87.0,-100.0,-100.0,-77.0,-75.0,-90.0,-100.0,-100.0,-100.0,-56.0,-59.0,-77.0,-68.0,-76.0,-100.0,-100.0,-83.0,-100.0,-100.0,-77.0,-75.0,-91.0,-100.0,-100.0,-100.0,-56.0,-59.0,-77.0,-68.0,-76.0,-100.0,-100.0,-82.0,-100.0,-59.0,-88.0,-100.0,-83.0,-100.0,-83.0,-100.0,-86.0,-73.0,-100.0,-86.0,-100.0,-100.0,-66.0,-76.0,-100.0,-100.0,-100.0,-100.0,-71.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-87.0,-82.0,-100.0,-91.0,-88.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 123116,49.0,19.0,-20.850545227272722,-15.385090631818187,-28.665272209090915,-0.20081435687272728,0.26323963140909085,9.980686890909091,0.005050745379272727,0.0035557910218363643,0.0013270214990909089,-0.02639869765420864,0.020126752159293614,2.171808975393122,1018.8392384545452,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-64.0,-100.0,-83.0,-72.0,-82.0,-80.0,-88.0,-74.0,-82.0,-80.0,-87.0,-78.0,-78.0,-81.0,-60.0,-100.0,-58.0,-82.0,-100.0,-89.0,-83.0,-70.0,-66.0,-64.0,-81.0,-100.0,-100.0,-100.0,-55.0,-55.0,-69.0,-60.0,-68.0,-94.0,-100.0,-74.0,-84.0,-71.0,-67.0,-64.0,-83.0,-100.0,-100.0,-100.0,-55.0,-55.0,-78.0,-59.0,-68.0,-100.0,-100.0,-74.0,-83.0,-63.0,-92.0,-83.0,-80.0,-100.0,-81.0,-100.0,-88.0,-73.0,-100.0,-88.0,-84.0,-100.0,-100.0,-84.0,-100.0,-100.0,-79.0,-100.0,-72.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-82.0,-81.0,-81.0,-87.0,-100.0,-89.0,-90.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 123128,48.0,19.0,7.042499849107143,-21.82285679464286,-28.392321098214286,-0.1429082787589286,0.2693559160892857,9.998192316964284,0.006235188741428572,0.0009880744794821433,0.002383639783303571,-0.026926746749917796,0.014304298381570546,-2.8381247924906865,1018.8442525892858,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-67.0,-100.0,-82.0,-74.0,-80.0,-81.0,-100.0,-74.0,-80.0,-80.0,-100.0,-81.0,-83.0,-72.0,-62.0,-100.0,-56.0,-78.0,-100.0,-89.0,-87.0,-100.0,-73.0,-71.0,-91.0,-100.0,-100.0,-100.0,-54.0,-59.0,-80.0,-62.0,-76.0,-100.0,-100.0,-83.0,-100.0,-100.0,-73.0,-72.0,-90.0,-100.0,-100.0,-100.0,-55.0,-59.0,-81.0,-62.0,-76.0,-100.0,-100.0,-85.0,-100.0,-72.0,-92.0,-100.0,-84.0,-100.0,-83.0,-100.0,-88.0,-80.0,-100.0,-90.0,-100.0,-100.0,-67.0,-79.0,-100.0,-100.0,-82.0,-100.0,-73.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-88.0,-100.0,-100.0,-100.0,-100.0,-85.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 123139,48.0,18.0,3.789189131531531,-21.518378153153154,-30.48648595495495,-0.2196046110360361,0.06261783546306307,10.016308495495494,0.0009897666873873875,-0.0012810010435315316,-0.0006686719170270267,-0.006265799075245482,0.021898949344701154,-2.9986218482524425,1018.8649607207205,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-66.0,-100.0,-100.0,-80.0,-84.0,-83.0,-100.0,-80.0,-84.0,-81.0,-100.0,-73.0,-87.0,-67.0,-59.0,-100.0,-57.0,-83.0,-66.0,-86.0,-84.0,-75.0,-73.0,-70.0,-100.0,-100.0,-100.0,-100.0,-62.0,-70.0,-81.0,-69.0,-78.0,-100.0,-100.0,-82.0,-100.0,-77.0,-71.0,-70.0,-100.0,-100.0,-100.0,-100.0,-62.0,-71.0,-79.0,-69.0,-78.0,-100.0,-100.0,-81.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-88.0,-72.0,-100.0,-87.0,-90.0,-100.0,-67.0,-71.0,-100.0,-100.0,-80.0,-100.0,-69.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-85.0,-86.0,-87.0,-100.0,-100.0,-100.0,-100.0,-82.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 123149,48.0,17.0,1.6426315488596495,-24.577368087719304,-31.06526280701754,-0.21905514314912283,0.10887649657017544,10.012542201754385,0.00013342578157894667,-0.006751561330403508,0.004121218383333332,-0.010895836161931521,0.0218843426300098,-1.2298662850731297,1018.9147353508772,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-61.0,-100.0,-79.0,-75.0,-87.0,-80.0,-100.0,-76.0,-88.0,-79.0,-100.0,-67.0,-88.0,-73.0,-59.0,-100.0,-60.0,-83.0,-100.0,-84.0,-100.0,-79.0,-73.0,-77.0,-100.0,-100.0,-100.0,-100.0,-58.0,-67.0,-86.0,-69.0,-83.0,-100.0,-100.0,-90.0,-100.0,-79.0,-71.0,-77.0,-100.0,-100.0,-100.0,-100.0,-58.0,-67.0,-86.0,-69.0,-83.0,-100.0,-100.0,-69.0,-100.0,-76.0,-93.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-82.0,-100.0,-92.0,-100.0,-100.0,-59.0,-80.0,-100.0,-100.0,-74.0,-100.0,-75.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-84.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 123201,48.0,16.0,0.6032432408108107,-28.236756333333332,-33.34108072972973,-0.26060926396396406,0.1043127295855856,10.013914135135137,-0.00024297023009009,-0.00262380396245045,0.003954092257117117,-0.010423992985056972,0.025980466473344163,0.3572229716154906,1018.9566790990991,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-72.0,-100.0,-78.0,-80.0,-85.0,-100.0,-100.0,-80.0,-85.0,-83.0,-100.0,-77.0,-85.0,-78.0,-56.0,-91.0,-61.0,-81.0,-68.0,-86.0,-100.0,-81.0,-74.0,-83.0,-100.0,-100.0,-100.0,-100.0,-61.0,-69.0,-82.0,-73.0,-80.0,-100.0,-100.0,-100.0,-100.0,-81.0,-74.0,-84.0,-100.0,-100.0,-100.0,-100.0,-61.0,-69.0,-82.0,-72.0,-80.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-86.0,-90.0,-100.0,-90.0,-90.0,-100.0,-87.0,-100.0,-100.0,-87.0,-100.0,-62.0,-73.0,-100.0,-100.0,-76.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-81.0,-76.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-90.0,-88.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 123211,48.0,15.0,-0.3249557472566372,-30.45982247787611,-33.981769327433625,-0.22465925343893808,0.07684986603539821,10.002708084070793,0.004673659536814159,-0.004118799562513274,0.0011545245506194685,-0.007693797626544951,0.0224387947638906,1.6033416321847291,1019.003747079646,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-63.0,-100.0,-77.0,-77.0,-100.0,-100.0,-100.0,-76.0,-100.0,-84.0,-100.0,-78.0,-86.0,-74.0,-57.0,-100.0,-66.0,-82.0,-71.0,-86.0,-100.0,-81.0,-70.0,-88.0,-100.0,-100.0,-100.0,-100.0,-67.0,-72.0,-80.0,-73.0,-88.0,-100.0,-100.0,-91.0,-100.0,-81.0,-75.0,-88.0,-100.0,-100.0,-100.0,-100.0,-66.0,-73.0,-81.0,-73.0,-100.0,-100.0,-100.0,-90.0,-100.0,-70.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-90.0,-100.0,-57.0,-87.0,-100.0,-100.0,-82.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-78.0,-92.0,-100.0,-91.0,-90.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 123223,48.0,14.0,3.852212333628318,-29.644247265486722,-32.88159245132743,-0.06581077438407079,0.05725071228141593,10.013874305309734,0.004051982867964601,-0.00407555237019469,0.004489956842831859,-0.005695209410263041,0.006595812867872735,-3.020012083306777,1019.0439001769912,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-70.0,-100.0,-83.0,-80.0,-100.0,-87.0,-100.0,-80.0,-100.0,-80.0,-100.0,-74.0,-88.0,-75.0,-70.0,-100.0,-62.0,-100.0,-75.0,-81.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-77.0,-78.0,-100.0,-88.0,-100.0,-100.0,-88.0,-100.0,-84.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-77.0,-79.0,-100.0,-88.0,-100.0,-100.0,-87.0,-100.0,-64.0,-100.0,-90.0,-84.0,-100.0,-88.0,-100.0,-100.0,-91.0,-100.0,-100.0,-90.0,-100.0,-61.0,-100.0,-100.0,-100.0,-81.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-90.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 123245,49.0,13.0,21.0121006302521,2.2729411403361346,-32.789243243697484,-0.23230501621848743,0.17661297659159664,10.005835386554619,0.001168600472605042,0.0009890369804033614,0.007704006631848741,-0.017610678898792732,0.02328999423101039,-1.4292508904673473,1019.1029479831933,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-72.0,-100.0,-100.0,-84.0,-100.0,-87.0,-100.0,-83.0,-100.0,-82.0,-100.0,-79.0,-91.0,-84.0,-65.0,-100.0,-61.0,-100.0,-71.0,-90.0,-100.0,-85.0,-82.0,-90.0,-100.0,-100.0,-100.0,-100.0,-63.0,-69.0,-80.0,-72.0,-89.0,-100.0,-100.0,-89.0,-100.0,-85.0,-82.0,-91.0,-100.0,-100.0,-100.0,-100.0,-64.0,-69.0,-80.0,-72.0,-90.0,-100.0,-100.0,-90.0,-100.0,-70.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-90.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
