Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:be:a0:de:33,00:1a:be:a0:de:69,00:1a:be:a0:de:70,00:1a:be:a0:de:72,00:1a:be:a0:de:73,00:1a:be:a0:de:78,00:1a:be:a0:de:79,00:1a:be:a0:de:85,00:1a:be:a0:de:86,00:1a:be:a0:df:13,00:1a:be:a0:df:14,00:1a:be:a0:df:25,00:1a:be:a0:df:26,00:1a:be:a0:df:28,00:1a:be:a0:df:29,00:1a:be:a0:df:35,00:1a:be:a0:df:41,00:1a:be:a0:df:42,00:1a:be:a0:df:69,00:1a:be:a0:df:70,00:1a:be:a0:de:39,00:1a:be:a0:de:40,00:1a:be:a0:de:52,00:1a:be:a0:de:53,00:1a:be:a0:de:89,00:1a:be:a0:de:90,00:1a:be:a0:de:91,00:1a:be:a0:de:92,00:1a:be:a0:de:94,00:1a:be:a0:de:95,00:1a:be:a0:de:96,00:1a:be:a0:df:08,00:1a:be:a0:df:11,00:1a:be:a0:df:12,00:1a:be:a0:df:20,00:1a:be:a0:df:45,00:1a:be:a0:df:46,00:1a:be:a0:df:47,00:1a:be:a0:df:48,00:1a:be:a0:df:50,00:1a:be:a0:df:51,00:1a:be:a0:df:52,00:1a:be:a0:df:56,00:1a:be:a0:df:67,00:1a:be:a0:df:68,00:1a:be:a0:df:73,00:1a:be:a0:de:35,00:1a:be:a0:de:80,00:1a:be:a0:de:93,00:1a:be:a0:df:49,00:1a:be:a0:df:75,00:1a:be:a0:df:01,00:1a:be:a0:df:03,00:1a:be:a0:df:22,00:1a:be:a0:df:34,00:1a:be:a0:df:58,00:1a:be:a0:de:66,00:1a:be:a0:df:36,00:1a:be:a0:de:64,00:1a:be:a0:de:65,00:1a:be:a0:de:82,00:1a:be:a0:df:02,00:1a:be:a0:df:24,00:1a:be:a0:df:38,00:1a:be:a0:df:57,00:1a:be:a0:df:21,00:1a:be:a0:df:64,00:1a:be:a0:de:43,00:1a:be:a0:de:56,00:1a:be:a0:df:37,00:1a:be:a0:de:44,00:1a:be:a0:de:57,00:1a:be:a0:de:67,00:1a:be:a0:df:23,00:1a:be:a0:de:81,00:1a:be:a0:de:32,00:1a:be:a0:de:05,00:1a:be:a0:de:68,00:1a:be:a0:de:83,00:1a:be:a0:df:09,00:1a:be:a0:df:39,00:1a:be:a0:df:65,00:1a:be:a0:de:97,00:1a:be:a0:df:53,00:1a:be:a0:df:10,00:1a:be:a0:de:88,00:1a:be:a0:de:98,00:1a:be:a0:df:54,00:1a:be:a0:de:84,00:1a:be:a0:df:40,00:1a:be:a0:df:06,00:1a:be:a0:df:44,00:1a:be:a0:df:62,00:1a:be:a0:de:74,00:1a:be:a0:de:62,00:1a:be:a0:df:30,00:1a:be:a0:de:15,00:1a:be:a0:de:76,00:1a:be:a0:df:32,00:1a:be:a0:df:18,00:1a:be:a0:df:27,00:1a:be:a0:de:71,00:1a:be:a0:de:87,00:1a:be:a0:df:04,00:1a:be:a0:df:05,00:1a:be:a0:df:43,00:1a:be:a0:df:59,00:1a:be:a0:de:27,00:1a:be:a0:de:63,00:1a:be:a0:df:19,00:1a:be:a0:df:60,00:1a:be:a0:de:77,00:1a:be:a0:de:99,00:1a:be:a0:df:33,00:1a:be:a0:df:55,00:1a:be:a0:de:17,00:1a:be:a0:de:30,00:1a:be:a0:de:26,00:1a:be:a0:de:07,00:1a:be:a0:de:11,00:1a:be:a0:de:24
2021.05.19 175504,99.0,72.0,24.63355911016949,-9.697626877118644,-31.746609635593224,0.3126760570677966,0.46976483347457637,9.705720516101694,-0.004642337874576271,-0.0005241949240677966,-0.0006717344494915253,-0.0483380811549407,-0.03217725305851561,-1.8801068724212,1003.1857224576271,-100.0,-100.0,-100.0,-65.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-65.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-83.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-82.0,-81.0,-100.0,-67.0,-100.0,-64.0,-100.0,-100.0,-63.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-65.0,-66.0,-100.0,-86.0,-86.0,-90.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 175515,98.0,73.0,23.711785428571428,-9.130714066964286,-32.68553524107143,0.343193640975,0.3208755791071428,9.699848549107143,-0.005944678953303571,-0.0015101025057142855,-0.005813429959107143,-0.033096233902532295,-0.035365014938828813,-1.884882656591279,1003.1779359821429,-100.0,-100.0,-100.0,-62.0,-67.0,-80.0,-100.0,-100.0,-100.0,-100.0,-94.0,-100.0,-100.0,-63.0,-68.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-79.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-66.0,-79.0,-81.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-73.0,-100.0,-60.0,-81.0,-100.0,-61.0,-78.0,-69.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-67.0,-66.0,-88.0,-100.0,-100.0,-89.0,-90.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 175526,97.0,74.0,22.87027002702703,-5.6259458603603605,-32.93513462162163,0.3347670718054055,0.4913008783783784,9.701407468468469,-0.00131876998018018,-0.0013133108077477476,-0.0014715302051351348,-0.050673630474521184,-0.03445099661687348,-1.7354592299676157,1003.17613,-100.0,-100.0,-100.0,-58.0,-64.0,-76.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-58.0,-64.0,-100.0,-100.0,-100.0,-73.0,-90.0,-100.0,-100.0,-100.0,-100.0,-67.0,-83.0,-84.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-67.0,-83.0,-85.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-77.0,-79.0,-80.0,-100.0,-100.0,-100.0,-58.0,-75.0,-100.0,-59.0,-77.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-88.0,-88.0,-88.0,-83.0,-83.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 175659,89.0,82.0,27.789267918699185,-4.009268225203252,-30.62926788617886,0.2995568703219513,0.47416374239024384,9.696559959349594,-0.0015061503043902434,-0.0035679147986991872,6.375329658536541e-05,-0.048824239279923354,-0.0307453972499484,-1.6595754885092013,1003.2999400813009,-100.0,-100.0,-100.0,-61.0,-63.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-61.0,-63.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-81.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-82.0,-87.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-60.0,-100.0,-100.0,-60.0,-100.0,-70.0,-86.0,-77.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-67.0,-73.0,-100.0,-100.0,-100.0,-86.0,-85.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 175710,88.0,83.0,27.298392482142855,-4.929642774107143,-30.327856660714286,0.23386934264642859,0.5206265051785713,9.711071700892857,-0.0015213599009821434,-0.0022464134448214284,-0.0008610582483928571,-0.05357848615052972,-0.024064508138897982,-1.6892374455928802,1003.2988216071428,-100.0,-100.0,-100.0,-46.0,-57.0,-62.0,-86.0,-100.0,-100.0,-52.0,-72.0,-100.0,-100.0,-45.0,-57.0,-87.0,-100.0,-100.0,-53.0,-72.0,-100.0,-100.0,-100.0,-100.0,-73.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-63.0,-75.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-62.0,-100.0,-55.0,-59.0,-62.0,-83.0,-68.0,-100.0,-81.0,-68.0,-100.0,-83.0,-71.0,-100.0,-100.0,-80.0,-100.0,-100.0,-75.0,-75.0,-81.0,-100.0,-87.0,-81.0,-91.0,-91.0,-90.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 175721,87.0,84.0,26.921946513274335,-4.880176915044248,-29.592211991150442,0.36380264148318586,0.44800483805132746,9.679269088495573,-0.005704503089380531,-0.003990101565132744,-0.007256608892300885,-0.04634003896372846,-0.03749485230083631,-1.6964222055620852,1003.3025059292034,-100.0,-100.0,-100.0,-47.0,-58.0,-61.0,-84.0,-100.0,-100.0,-57.0,-75.0,-100.0,-100.0,-47.0,-58.0,-84.0,-100.0,-100.0,-56.0,-75.0,-100.0,-100.0,-100.0,-100.0,-68.0,-85.0,-100.0,-100.0,-100.0,-88.0,-100.0,-70.0,-100.0,-100.0,-60.0,-68.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-82.0,-100.0,-54.0,-60.0,-100.0,-53.0,-60.0,-60.0,-77.0,-59.0,-100.0,-100.0,-58.0,-100.0,-77.0,-71.0,-100.0,-100.0,-86.0,-100.0,-100.0,-73.0,-73.0,-86.0,-100.0,-100.0,-100.0,-87.0,-89.0,-86.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 175731,86.0,85.0,27.83410672321429,-4.984285636607142,-29.300892491071426,0.24451531473392857,0.5346287409357143,9.685653908928572,0.0036055449919642863,6.152289821428605e-06,0.003005936715535714,-0.055270885954606795,-0.02534774688073018,-1.6894299515656062,1003.302528482143,-100.0,-100.0,-100.0,-42.0,-55.0,-63.0,-84.0,-100.0,-100.0,-55.0,-75.0,-100.0,-100.0,-42.0,-55.0,-85.0,-100.0,-100.0,-54.0,-75.0,-100.0,-100.0,-100.0,-100.0,-72.0,-86.0,-89.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-64.0,-73.0,-87.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-64.0,-100.0,-52.0,-59.0,-64.0,-79.0,-60.0,-100.0,-100.0,-60.0,-100.0,-79.0,-66.0,-82.0,-81.0,-85.0,-100.0,-100.0,-66.0,-66.0,-85.0,-100.0,-100.0,-82.0,-88.0,-100.0,-87.0,-100.0,-88.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 175912,78.0,87.0,11.688648382882883,32.07243209009009,-32.94594548648649,0.41034850429729725,0.6298884067477479,9.685122013513515,0.004239553578018018,-0.0004603006172972966,-0.003061981736306306,-0.06509624510376316,-0.04236805114081242,-0.3655614098450085,1003.3312766666667,-100.0,-100.0,-87.0,-33.0,-44.0,-54.0,-70.0,-100.0,-72.0,-53.0,-69.0,-100.0,-85.0,-33.0,-44.0,-70.0,-100.0,-73.0,-52.0,-69.0,-100.0,-100.0,-100.0,-100.0,-75.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-57.0,-76.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,-65.0,-58.0,-57.0,-71.0,-74.0,-100.0,-100.0,-100.0,-100.0,-71.0,-61.0,-100.0,-100.0,-83.0,-100.0,-100.0,-82.0,-83.0,-82.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-79.0,-100.0,-77.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 175923,77.0,86.0,9.656282969026547,30.723716415929204,-35.42442425663717,0.46230692145132746,0.6270457407964602,9.699864066371683,-0.004098954526283186,0.00019405520955752265,0.0026577876748672563,-0.06466511721038708,-0.04758013095459443,-0.3313288430197049,1003.3304345132742,-100.0,-100.0,-100.0,-32.0,-43.0,-54.0,-68.0,-100.0,-100.0,-49.0,-67.0,-100.0,-100.0,-32.0,-43.0,-68.0,-100.0,-100.0,-43.0,-67.0,-100.0,-100.0,-100.0,-100.0,-68.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-61.0,-69.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-57.0,-53.0,-100.0,-58.0,-58.0,-61.0,-73.0,-70.0,-100.0,-78.0,-71.0,-100.0,-73.0,-66.0,-100.0,-100.0,-78.0,-100.0,-100.0,-86.0,-87.0,-78.0,-100.0,-88.0,-77.0,-100.0,-76.0,-100.0,-76.0,-100.0,-79.0,-100.0,-85.0,-89.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 175934,76.0,85.0,7.543008689380532,29.51787577876106,-36.54159219469027,0.41603173505840707,0.5222273567256638,9.715585831858407,-0.0024339413791150447,-0.005768638351681415,-0.002585922085398229,-0.0536851948209568,-0.04274796398018638,-0.2814851421698005,1003.3273150442478,-100.0,-100.0,-100.0,-36.0,-44.0,-59.0,-71.0,-100.0,-100.0,-50.0,-66.0,-100.0,-100.0,-37.0,-44.0,-71.0,-100.0,-100.0,-49.0,-66.0,-100.0,-100.0,-100.0,-100.0,-71.0,-80.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-78.0,-100.0,-61.0,-57.0,-84.0,-61.0,-58.0,-60.0,-77.0,-73.0,-100.0,-80.0,-74.0,-100.0,-78.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-84.0,-84.0,-85.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 175945,75.0,84.0,7.488849439823009,27.285132415929205,-36.37539769026548,0.3295835784159292,0.41793867868141593,9.709271703539825,-0.0030015593495575222,-0.004033348611150442,-0.0029589283817699126,-0.04309473237212314,-0.033910476141073495,-0.29342568289917126,1003.3319461061948,-100.0,-100.0,-100.0,-33.0,-48.0,-50.0,-73.0,-100.0,-100.0,-49.0,-62.0,-100.0,-100.0,-33.0,-48.0,-73.0,-100.0,-100.0,-50.0,-62.0,-100.0,-100.0,-100.0,-100.0,-74.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-75.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-49.0,-91.0,-100.0,-61.0,-65.0,-82.0,-74.0,-100.0,-80.0,-71.0,-100.0,-82.0,-65.0,-100.0,-100.0,-74.0,-100.0,-100.0,-87.0,-87.0,-74.0,-100.0,-100.0,-79.0,-100.0,-82.0,-100.0,-83.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-79.0,-100.0,-80.0,-86.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 180121,67.0,76.0,7.382105154385965,32.733683666666664,-33.38473645614035,0.2851077229035088,0.7562337942105263,9.697338030701754,0.0037748150139473684,0.00444037951508772,0.0017691835849122806,-0.07787525024787896,-0.029498468733212883,-0.2331011335839305,1003.2338961403509,-100.0,-100.0,-100.0,-43.0,-54.0,-49.0,-66.0,-100.0,-85.0,-52.0,-65.0,-100.0,-100.0,-46.0,-54.0,-66.0,-100.0,-85.0,-52.0,-65.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-79.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-48.0,-100.0,-61.0,-55.0,-69.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-83.0,-83.0,-78.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 180132,66.0,75.0,7.23374986875,29.785713848214282,-31.22303534821429,0.20468911766428574,0.7357905767857142,9.703012415178572,1.1257493392857827e-05,-0.0014555609196428565,-0.004171729560089286,-0.07565257488749919,-0.02106522987586292,-0.2411155728623271,1003.2306808035713,-80.0,-100.0,-100.0,-52.0,-66.0,-55.0,-71.0,-91.0,-100.0,-48.0,-73.0,-100.0,-100.0,-54.0,-66.0,-71.0,-100.0,-100.0,-48.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-69.0,-56.0,-82.0,-69.0,-58.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-76.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 180143,65.0,74.0,6.520526198245614,27.531052175438603,-31.577367991228073,0.25106281720701756,0.5877944643859648,9.687319969298246,-0.00023331832228070082,-0.0016039714652631575,-0.005550482620614036,-0.060632281462874284,-0.025879797978855614,-0.24429072583453698,1003.2310757017542,-100.0,-100.0,-100.0,-57.0,-69.0,-55.0,-71.0,-83.0,-100.0,-50.0,-71.0,-100.0,-100.0,-57.0,-69.0,-71.0,-84.0,-100.0,-50.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-55.0,-81.0,-71.0,-100.0,-100.0,-100.0,-86.0,-100.0,-71.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-70.0,-100.0,-100.0,-100.0,-100.0,-87.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 180153,64.0,73.0,6.262434686086957,31.191130052173914,-32.31652124347826,0.20530385913913043,0.5209733791304348,9.696438177391304,-0.004248674119130434,-0.004390607083130435,-0.0035021967880000003,-0.05375983002393137,-0.021148495731429847,-0.2080109049444613,1003.232322347826,-100.0,-89.0,-100.0,-58.0,-71.0,-56.0,-72.0,-82.0,-77.0,-57.0,-69.0,-89.0,-100.0,-59.0,-71.0,-72.0,-82.0,-77.0,-57.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-77.0,-75.0,-56.0,-77.0,-75.0,-61.0,-78.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 180322,56.0,65.0,5.986153762393162,29.036922743589745,-30.397948358974357,0.20404541922905983,0.4882683462735043,9.699616488034186,0.005798254733589745,-0.0006579959490598296,-0.005232958911709403,-0.05042096253078522,-0.021068179532915364,-0.21377582249478397,1003.2504194017096,-100.0,-89.0,-75.0,-61.0,-71.0,-63.0,-78.0,-81.0,-83.0,-53.0,-78.0,-91.0,-75.0,-61.0,-72.0,-77.0,-80.0,-84.0,-52.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-63.0,-100.0,-75.0,-63.0,-85.0,-100.0,-85.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-63.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-92.0,-87.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
