Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a3,00:1a:ab:a0:de:a7,00:1a:ab:a0:de:a8,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:f1,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:k6,00:1a:ac:a0:de:l4,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:w6,f0:b0:52:6a:20:cc,00:1a:ab:a0:de:a2,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:h7,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,f0:b0:52:6a:1f:cc,f0:b0:52:6a:20:c8,f4:28:53:71:29:24,fa:d0:27:36:de:a9,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:m2,00:1a:ac:a0:de:n2,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:f7,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:w7,00:1a:ab:a0:de:a1,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:m1,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:i3,00:1a:ac:a0:de:m3,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:l5,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:i9,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:j6,00:1a:ac:a0:de:j8,90:9f:33:a4:06:5c,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:m7,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:m6,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:b9,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:v5,f0:b0:52:6a:26:78
2021.01.16 154518,14.0,24.0,22.36365446938775,6.143380984353741,-31.075055557823127,0.0790309298772109,0.7603070275510204,9.732960452380953,-0.0016075628105374153,-0.0030919470022945576,0.00010439648251700687,-0.0779647307381743,-0.008126946280593156,-1.2100605048289916,1013.3597844897959,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-57.0,-83.0,-71.0,-45.0,-76.0,-66.0,-100.0,-58.0,-84.0,-71.0,-77.0,-74.0,-75.0,-48.0,-76.0,-74.0,-60.0,-50.0,-84.0,-100.0,-59.0,-88.0,-100.0,-63.0,-31.0,-56.0,-45.0,-69.0,-71.0,-60.0,-80.0,-51.0,-62.0,-52.0,-66.0,-58.0,-64.0,-32.0,-55.0,-44.0,-68.0,-71.0,-59.0,-80.0,-52.0,-62.0,-51.0,-67.0,-45.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-79.0,-100.0,-88.0,-81.0,-79.0,-100.0,-58.0,-86.0,-85.0,-79.0,-81.0,-100.0,-100.0,-100.0,-90.0,-100.0,-88.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-80.0,-77.0,-72.0,-84.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 154534,15.0,24.0,22.485698786206896,7.781571019310346,-28.32043747586207,0.04260686234413792,0.6515946091724139,9.741147568965516,-0.003998399147572414,-0.004575235515641379,0.0016579326338620692,-0.06679636103839705,-0.004389981286457698,-1.1675719639350628,1013.3530800689656,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-67.0,-100.0,-57.0,-100.0,-66.0,-50.0,-81.0,-63.0,-100.0,-100.0,-100.0,-63.0,-81.0,-77.0,-65.0,-47.0,-72.0,-73.0,-60.0,-52.0,-84.0,-75.0,-100.0,-91.0,-55.0,-63.0,-34.0,-47.0,-48.0,-67.0,-73.0,-100.0,-85.0,-59.0,-64.0,-47.0,-58.0,-60.0,-62.0,-33.0,-47.0,-48.0,-66.0,-74.0,-100.0,-86.0,-58.0,-65.0,-48.0,-59.0,-49.0,-75.0,-100.0,-68.0,-55.0,-62.0,-55.0,-61.0,-100.0,-100.0,-100.0,-100.0,-71.0,-89.0,-78.0,-100.0,-81.0,-60.0,-89.0,-87.0,-74.0,-100.0,-100.0,-59.0,-100.0,-89.0,-83.0,-88.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 154604,17.0,24.0,20.733382630872484,9.00819497114094,-27.22173112080537,0.10905207049664431,0.6066223798657717,9.745303006711412,0.0017379188032214765,-0.0018419537310738255,0.0019713876518120802,-0.06216521901172275,-0.01121009825791334,-1.1013974991420772,1013.3239045637584,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-49.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-63.0,-100.0,-55.0,-84.0,-71.0,-50.0,-74.0,-63.0,-100.0,-56.0,-100.0,-74.0,-73.0,-100.0,-55.0,-44.0,-79.0,-100.0,-62.0,-70.0,-100.0,-100.0,-71.0,-100.0,-58.0,-65.0,-34.0,-49.0,-38.0,-57.0,-72.0,-56.0,-79.0,-54.0,-66.0,-42.0,-55.0,-59.0,-63.0,-33.0,-49.0,-39.0,-57.0,-73.0,-61.0,-80.0,-54.0,-66.0,-43.0,-57.0,-50.0,-74.0,-100.0,-62.0,-69.0,-71.0,-62.0,-65.0,-100.0,-100.0,-100.0,-74.0,-100.0,-91.0,-82.0,-100.0,-74.0,-60.0,-86.0,-87.0,-100.0,-100.0,-100.0,-62.0,-100.0,-88.0,-82.0,-87.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-85.0,-100.0,-83.0,-78.0,-100.0,-71.0,-100.0,-100.0,-83.0,-80.0,-76.0,-60.0,-91.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 154704,21.0,24.0,30.08506521621622,9.216507898648649,-31.261480277027033,-0.0005818183432432444,0.8124266810135136,9.729134628378377,-0.001796151510912162,-0.0011598507164864863,0.004248187231013514,-0.08330951953256448,5.158528880644367e-05,-1.1974225720843754,1013.259330608108,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-100.0,-100.0,-80.0,-100.0,-81.0,-100.0,-100.0,-100.0,-63.0,-100.0,-55.0,-100.0,-63.0,-48.0,-74.0,-60.0,-100.0,-54.0,-100.0,-62.0,-73.0,-81.0,-57.0,-57.0,-89.0,-79.0,-60.0,-100.0,-100.0,-79.0,-75.0,-100.0,-59.0,-69.0,-27.0,-43.0,-36.0,-50.0,-69.0,-71.0,-83.0,-56.0,-70.0,-39.0,-59.0,-57.0,-69.0,-27.0,-45.0,-36.0,-50.0,-69.0,-69.0,-82.0,-56.0,-70.0,-38.0,-59.0,-47.0,-79.0,-100.0,-69.0,-66.0,-100.0,-56.0,-63.0,-100.0,-100.0,-73.0,-86.0,-100.0,-92.0,-71.0,-100.0,-66.0,-56.0,-87.0,-87.0,-83.0,-100.0,-80.0,-63.0,-73.0,-88.0,-75.0,-86.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-73.0,-100.0,-77.0,-76.0,-100.0,-72.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-84.0,-84.0,-83.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 154720,22.0,24.0,31.405861537414967,10.080996819727892,-33.75529201360544,0.028439116260544215,0.8128762685714286,9.727425867346938,0.001433849229952381,-0.0013574585929455785,0.0009978436447210884,-0.08337001178134863,-0.0029184543145550973,-1.183545023405633,1013.2491440816327,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-43.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-72.0,-48.0,-71.0,-72.0,-100.0,-52.0,-100.0,-72.0,-71.0,-100.0,-58.0,-53.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-73.0,-100.0,-60.0,-75.0,-39.0,-45.0,-52.0,-65.0,-73.0,-69.0,-88.0,-58.0,-73.0,-38.0,-61.0,-57.0,-73.0,-39.0,-46.0,-52.0,-63.0,-72.0,-70.0,-88.0,-59.0,-73.0,-40.0,-62.0,-48.0,-100.0,-100.0,-65.0,-100.0,-63.0,-61.0,-55.0,-100.0,-100.0,-67.0,-100.0,-100.0,-87.0,-74.0,-76.0,-65.0,-56.0,-84.0,-83.0,-100.0,-100.0,-80.0,-68.0,-68.0,-85.0,-69.0,-87.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-70.0,-100.0,-78.0,-72.0,-100.0,-81.0,-83.0,-100.0,-78.0,-80.0,-79.0,-57.0,-82.0,-81.0,-100.0,-100.0,-89.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 154735,23.0,24.0,30.59381280272109,6.81445941292517,-36.04748233333333,0.11745620696190477,0.862217147414966,9.722065326530613,-7.792972512244911e-05,-5.0741083877551004e-05,0.002549403232993197,-0.08844754018751126,-0.012096484607880657,-1.2607880790217394,1013.2428600000001,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-39.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-69.0,-46.0,-75.0,-68.0,-100.0,-100.0,-100.0,-70.0,-76.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-55.0,-79.0,-29.0,-41.0,-56.0,-77.0,-71.0,-100.0,-87.0,-61.0,-73.0,-36.0,-59.0,-48.0,-79.0,-28.0,-48.0,-56.0,-77.0,-71.0,-100.0,-87.0,-61.0,-72.0,-37.0,-59.0,-47.0,-81.0,-100.0,-65.0,-68.0,-72.0,-55.0,-57.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-68.0,-100.0,-67.0,-48.0,-81.0,-82.0,-73.0,-100.0,-79.0,-65.0,-74.0,-83.0,-74.0,-82.0,-100.0,-100.0,-57.0,-100.0,-78.0,-82.0,-74.0,-100.0,-77.0,-77.0,-73.0,-100.0,-100.0,-81.0,-75.0,-80.0,-100.0,-51.0,-83.0,-82.0,-76.0,-100.0,-83.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 154814,25.0,24.0,30.688998143790847,7.997694224836601,-34.93448404575164,0.025293689404183008,0.6356986871895425,9.743840205882353,-0.0005823239938562087,0.0005396533906535948,-0.0012320366405228758,-0.06514836762563071,-0.0026021407745776288,-1.2493748454486622,1013.2209961437908,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-79.0,-70.0,-48.0,-65.0,-100.0,-100.0,-52.0,-79.0,-70.0,-66.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,-33.0,-46.0,-52.0,-79.0,-72.0,-100.0,-100.0,-62.0,-75.0,-35.0,-53.0,-51.0,-100.0,-34.0,-46.0,-52.0,-79.0,-72.0,-73.0,-100.0,-70.0,-75.0,-35.0,-54.0,-48.0,-100.0,-100.0,-100.0,-100.0,-60.0,-54.0,-61.0,-100.0,-100.0,-66.0,-100.0,-58.0,-81.0,-72.0,-100.0,-56.0,-50.0,-81.0,-81.0,-79.0,-100.0,-100.0,-70.0,-76.0,-79.0,-76.0,-79.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-78.0,-100.0,-75.0,-60.0,-100.0,-100.0,-82.0,-100.0,-70.0,-100.0,-79.0,-48.0,-76.0,-76.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 154906,27.0,24.0,27.4725326,11.3436816,-29.486222313333336,-0.021524964395733336,0.8841547174000001,9.720035626666668,-0.0022931332653333336,-0.0003884760954000002,0.002874501009273333,-0.09070636307199792,0.0022016583945090253,-1.0993206485112508,1013.1803039333333,-100.0,-80.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-50.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-73.0,-100.0,-66.0,-100.0,-59.0,-80.0,-64.0,-55.0,-67.0,-64.0,-100.0,-59.0,-81.0,-68.0,-67.0,-100.0,-68.0,-68.0,-100.0,-100.0,-66.0,-76.0,-100.0,-100.0,-79.0,-100.0,-66.0,-73.0,-43.0,-58.0,-61.0,-82.0,-72.0,-67.0,-87.0,-59.0,-73.0,-35.0,-51.0,-59.0,-75.0,-43.0,-59.0,-60.0,-82.0,-72.0,-67.0,-88.0,-59.0,-73.0,-34.0,-50.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-49.0,-100.0,-100.0,-71.0,-100.0,-100.0,-75.0,-65.0,-100.0,-63.0,-58.0,-80.0,-80.0,-74.0,-100.0,-74.0,-100.0,-69.0,-75.0,-70.0,-76.0,-100.0,-100.0,-58.0,-100.0,-81.0,-100.0,-81.0,-100.0,-71.0,-75.0,-100.0,-100.0,-100.0,-100.0,-67.0,-70.0,-77.0,-58.0,-86.0,-86.0,-80.0,-100.0,-79.0,-100.0,-100.0,-82.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 154921,28.0,24.0,25.92753545,12.904324865625,-27.103307099999995,0.075312432719375,0.694746861375,9.735063162500001,0.0006263881031500001,-0.0023142840661587497,-0.0007261986765000001,-0.07124339847359802,-0.007741827094741855,-1.0559755973517895,1013.1728281874999,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-64.0,-43.0,-64.0,-100.0,-100.0,-59.0,-100.0,-65.0,-63.0,-100.0,-72.0,-76.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-44.0,-59.0,-63.0,-86.0,-79.0,-75.0,-89.0,-65.0,-74.0,-31.0,-46.0,-52.0,-100.0,-44.0,-59.0,-61.0,-84.0,-80.0,-73.0,-88.0,-65.0,-75.0,-31.0,-45.0,-43.0,-100.0,-100.0,-76.0,-100.0,-79.0,-60.0,-50.0,-100.0,-100.0,-48.0,-100.0,-100.0,-72.0,-62.0,-69.0,-100.0,-53.0,-78.0,-78.0,-64.0,-83.0,-70.0,-100.0,-100.0,-69.0,-100.0,-70.0,-100.0,-100.0,-47.0,-77.0,-100.0,-100.0,-88.0,-100.0,-55.0,-75.0,-83.0,-81.0,-100.0,-100.0,-87.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-63.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 154937,29.0,24.0,26.810830724137933,11.782621586206895,-25.864096165517243,0.12277889966551724,0.7413154200689656,9.730387427586207,0.0003764943346137934,-0.0030237321000965516,0.0005303876842413794,-0.07603878712859642,-0.012605257295995325,-1.1035791323102753,1013.1629144137931,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-64.0,-100.0,-52.0,-78.0,-59.0,-45.0,-67.0,-63.0,-100.0,-51.0,-77.0,-59.0,-68.0,-100.0,-100.0,-77.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-52.0,-65.0,-62.0,-82.0,-72.0,-68.0,-100.0,-55.0,-71.0,-34.0,-44.0,-50.0,-100.0,-52.0,-64.0,-64.0,-83.0,-74.0,-67.0,-89.0,-54.0,-72.0,-35.0,-44.0,-44.0,-100.0,-100.0,-100.0,-100.0,-71.0,-62.0,-53.0,-100.0,-100.0,-60.0,-100.0,-100.0,-65.0,-59.0,-72.0,-72.0,-52.0,-81.0,-83.0,-70.0,-76.0,-100.0,-100.0,-100.0,-70.0,-100.0,-68.0,-100.0,-100.0,-60.0,-77.0,-100.0,-100.0,-87.0,-58.0,-63.0,-76.0,-100.0,-100.0,-100.0,-81.0,-91.0,-77.0,-79.0,-66.0,-87.0,-86.0,-100.0,-100.0,-73.0,-82.0,-82.0,-100.0,-100.0,-75.0,-71.0,-90.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155024,32.0,24.0,32.95098284276729,9.148540219496855,-29.266652559748426,0.09520696972610061,0.6695545638993711,9.738239949685532,0.006162099109937106,3.285783817610072e-05,0.000759748178050314,-0.0686604594518928,-0.009771189120780779,-1.2481682180608593,1013.1643714465405,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-76.0,-61.0,-45.0,-73.0,-100.0,-100.0,-50.0,-79.0,-57.0,-74.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-51.0,-65.0,-66.0,-100.0,-72.0,-100.0,-92.0,-57.0,-76.0,-28.0,-45.0,-50.0,-80.0,-51.0,-67.0,-65.0,-100.0,-72.0,-100.0,-100.0,-56.0,-75.0,-28.0,-46.0,-44.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0,-59.0,-100.0,-100.0,-72.0,-68.0,-63.0,-76.0,-52.0,-79.0,-79.0,-64.0,-75.0,-100.0,-100.0,-66.0,-64.0,-100.0,-64.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-89.0,-100.0,-75.0,-75.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-75.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-92.0,-100.0,-71.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155110,35.0,24.0,32.801237361842105,-2.379927195576974,-29.3856667631579,0.12693603150000002,0.6227962954605264,9.739095917763159,-0.0002773745292763164,0.0009914176149342108,0.0014253443611184208,-0.06386162122515467,-0.013038344101483992,-1.5867490760589902,1013.176825263158,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-68.0,-64.0,-100.0,-51.0,-100.0,-100.0,-100.0,-62.0,-67.0,-100.0,-50.0,-100.0,-100.0,-62.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-59.0,-66.0,-100.0,-88.0,-72.0,-100.0,-100.0,-65.0,-77.0,-24.0,-41.0,-38.0,-75.0,-59.0,-67.0,-100.0,-90.0,-72.0,-100.0,-100.0,-64.0,-77.0,-24.0,-41.0,-100.0,-100.0,-100.0,-100.0,-85.0,-82.0,-100.0,-41.0,-100.0,-100.0,-58.0,-100.0,-100.0,-61.0,-100.0,-62.0,-100.0,-38.0,-73.0,-74.0,-100.0,-74.0,-100.0,-82.0,-100.0,-60.0,-100.0,-59.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-92.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
