Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ee:a0:de:01,00:1a:ee:a0:de:07,00:1a:ee:a0:de:15,00:1a:ee:a0:de:23,00:1a:ee:a0:de:48,00:1a:ee:a0:de:52,00:1a:ee:a0:de:77,00:1a:ee:a0:de:78,00:1a:ee:a0:de:84,00:1a:ee:a0:de:86,00:1a:ee:a0:de:95,00:1a:ee:a0:df:01,00:1a:ee:a0:df:02,00:1a:ee:a0:df:14,00:1a:ee:a0:df:16,00:1a:ee:a0:df:19,00:1a:ee:a0:de:50,00:1a:ee:a0:de:58,00:1a:ee:a0:de:65,00:1a:ee:a0:de:71,00:1a:ee:a0:de:73,00:1a:ee:a0:de:88,00:1a:ee:a0:df:13,00:1a:ee:a0:df:20,00:1a:ee:a0:df:32,00:1a:ee:a0:df:45,00:1a:ee:a0:de:16,00:1a:ee:a0:de:22,00:1a:ee:a0:de:57,00:1a:ee:a0:de:99,00:1a:ee:a0:df:17,00:1a:ee:a0:de:85,00:1a:ee:a0:de:06,00:1a:ee:a0:de:72,00:1a:ee:a0:de:03,00:1a:ee:a0:de:37,00:1a:ee:a0:de:44,00:1a:ee:a0:de:53,00:1a:ee:a0:de:60,00:1a:ee:a0:de:96,00:1a:ee:a0:df:05,00:1a:ee:a0:de:12,00:1a:ee:a0:de:17,00:1a:ee:a0:de:29,00:1a:ee:a0:de:31,00:1a:ee:a0:de:55,00:1a:ee:a0:de:64,00:1a:ee:a0:de:81,00:1a:ee:a0:de:90,00:1a:ee:a0:de:91,00:1a:ee:a0:de:93,00:1a:ee:a0:df:04,00:1a:ee:a0:df:06,00:1a:ee:a0:df:09,00:08:9f:7c:21:44,00:1a:ee:a0:de:18,00:1a:ee:a0:de:82,00:1a:ee:a0:df:08,00:1a:ee:a0:df:15,00:1a:ee:a0:de:02,00:1a:ee:a0:de:21,00:1a:ee:a0:de:63,00:1a:ee:a0:de:69,00:1a:ee:a0:de:94,00:1a:ee:a0:df:03,00:1a:ee:a0:df:07,00:1a:ee:a0:df:27,00:1a:ee:a0:de:10,00:1a:ee:a0:de:11,00:1a:ee:a0:de:67,00:1a:ee:a0:de:13,00:1a:ee:a0:de:39,00:1a:ee:a0:de:32,00:1a:ee:a0:de:70,00:1a:ee:a0:df:21,00:1a:ee:a0:df:33,00:1a:ee:a0:de:19,00:1a:ee:a0:de:30,00:1a:ee:a0:de:46,00:1a:ee:a0:de:56,00:1a:ee:a0:de:79,00:1a:ee:a0:df:23,00:1a:ee:a0:df:39,00:1a:ee:a0:de:87,00:1a:ee:a0:de:04,00:1a:ee:a0:de:54,00:1a:ee:a0:de:08,00:1a:ee:a0:de:41,00:1a:ee:a0:df:26,00:1a:ee:a0:df:38,00:1a:ee:a0:df:25,00:1a:ee:a0:df:28,00:1a:ee:a0:df:29,00:1a:ee:a0:df:41,00:1a:ee:a0:de:34,00:1a:ee:a0:de:40,00:1a:ee:a0:de:47,00:1a:ee:a0:df:24,00:1a:ee:a0:df:35,00:1a:ee:a0:df:36,00:1a:ee:a0:de:35,00:1a:ee:a0:de:42,00:1a:ee:a0:de:83,00:1a:ee:a0:df:12
2021.02.11 164027,30.0,25.0,-23.851679695999994,-9.564959723999998,-40.360799447999995,-0.16805380473599998,0.60761008648,9.687476335999998,0.0002883282200000001,-0.0099888683328,0.0006499607279999988,-0.06264490699768062,0.017343889436684516,1.8507483444213868,1017.4507574399998,-66.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-86.0,-67.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-78.0,-63.0,-80.0,-58.0,-72.0,-69.0,-73.0,-67.0,-68.0,-100.0,-62.0,-81.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-84.0,-100.0,-66.0,-100.0,-76.0,-75.0,-100.0,-84.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 164047,28.0,25.0,-24.347419145161293,-8.749838515322583,-42.38177371774193,-0.261276914516129,0.7242267057258066,9.67554827016129,0.0008571817725806448,-0.0037735706173387096,-0.0014483417552419353,-0.07469305519254936,0.026945698796489774,1.7883106748903952,1017.4415917741935,-68.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-87.0,-65.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-58.0,-100.0,-88.0,-100.0,-65.0,-68.0,-64.0,-79.0,-73.0,-75.0,-74.0,-72.0,-100.0,-58.0,-100.0,-100.0,-100.0,-57.0,-100.0,-84.0,-100.0,-81.0,-100.0,-100.0,-100.0,-68.0,-68.0,-100.0,-100.0,-100.0,-86.0,-75.0,-89.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 164206,20.0,25.0,-20.078437265625,-12.1589060390625,-45.0332807578125,-0.2576011395859375,0.555436088671875,9.692177367187501,0.0007635816527343745,-0.002338468537109375,-0.00020521246132812476,-0.05720979776378949,0.026520627646277672,1.9951308481395245,1017.4451851562501,-64.0,-100.0,-100.0,-61.0,-100.0,-76.0,-81.0,-86.0,-65.0,-100.0,-100.0,-76.0,-86.0,-100.0,-82.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-56.0,-100.0,-90.0,-100.0,-63.0,-72.0,-49.0,-100.0,-70.0,-79.0,-66.0,-100.0,-100.0,-59.0,-100.0,-77.0,-100.0,-59.0,-100.0,-87.0,-100.0,-83.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-71.0,-79.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 164227,18.0,25.0,-21.64016105645161,-10.88516103629032,-44.31967685483871,-0.2458690683435484,0.5439858004838709,9.700919060483873,0.0008818134407258065,-0.001926196077016129,-0.005054417112903225,-0.055973622767675264,0.02525404347538674,1.9257948475499307,1017.4499187096773,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-74.0,-57.0,-70.0,-47.0,-67.0,-79.0,-78.0,-66.0,-73.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-84.0,-90.0,-77.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-72.0,-81.0,-100.0,-81.0,-100.0,-100.0,-85.0,-76.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 164237,17.0,25.0,-22.141726402877698,-13.017841460431653,-43.41064695683454,-0.291283055856115,0.7859354569784173,9.66912993884892,0.004346372063669065,-0.003467429275899281,-0.002149015167266187,-0.08113187449655943,0.030224546694645627,1.9565427123213843,1017.4557286330935,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-87.0,-100.0,-59.0,-100.0,-43.0,-67.0,-73.0,-78.0,-70.0,-75.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-85.0,-100.0,-100.0,-100.0,-71.0,-64.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-72.0,-100.0,-66.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 164248,16.0,25.0,-22.348760049586772,-13.609090632231407,-43.071073851239674,-0.2593256821735538,0.6697235099173554,9.695151582644629,0.0012267789173553716,-0.004816243600413223,-0.0002625206636363632,-0.06900331458030651,0.02685865513356937,1.9967327709040366,1017.4598416528925,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-88.0,-74.0,-57.0,-57.0,-44.0,-64.0,-77.0,-80.0,-75.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-79.0,-90.0,-86.0,-77.0,-100.0,-88.0,-62.0,-64.0,-100.0,-70.0,-74.0,-74.0,-100.0,-100.0,-100.0,-79.0,-74.0,-78.0,-69.0,-74.0,-87.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 164417,10.0,23.0,12.885123561983471,-26.49173522314049,-32.82743754545454,-0.25796039205785126,0.7853377285123967,9.682666148760331,0.0019184195888429744,-0.005942052870661156,-0.006764954059917355,-0.08097133094306323,0.026705086684866555,-2.673276777109824,1017.467356694215,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-88.0,-67.0,-57.0,-58.0,-49.0,-63.0,-76.0,-82.0,-74.0,-100.0,-100.0,-100.0,-72.0,-85.0,-100.0,-100.0,-87.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-66.0,-84.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 164427,10.0,22.0,8.78419332177419,-25.26919323387096,-32.51999953225806,-0.16081698291612903,0.9895969387096774,9.670142064516128,0.0027439671685483866,-0.00841417605766129,-0.001970533051612903,-0.10201523477031335,0.01671775675711083,-2.780595983228376,1017.4639211290322,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-62.0,-61.0,-30.0,-42.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-87.0,-100.0,-52.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 164447,10.0,20.0,3.214426186065573,-31.63622899180328,-31.607212573770493,-0.2243680981557377,0.8367146185245902,9.684251463114755,0.002773929001229508,-0.005783191376639345,-0.0020128510057377054,-0.08617614930281871,0.02317060062997649,-3.0558665443639286,1017.4564298360657,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-64.0,-63.0,-25.0,-43.0,-100.0,-80.0,-80.0,-100.0,-100.0,-75.0,-73.0,-100.0,-100.0,-75.0,-88.0,-90.0,-100.0,-100.0,-100.0,-84.0,-100.0,-39.0,-39.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 164458,10.0,19.0,10.133445134453781,-35.11966339495799,-31.07294073949581,-0.15974757570588233,0.7312777231092438,9.686356634453782,0.0037473245394957985,-0.00759218225420168,-0.0038140578659663867,-0.07538556467209541,0.016451861310707167,-2.855335341782129,1017.4614505882355,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-75.0,-65.0,-27.0,-40.0,-100.0,-78.0,-65.0,-79.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-34.0,-35.0,-72.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 164624,9.0,13.0,-20.863384384615383,-7.23046140923077,-35.271230338461535,-0.22518387876230772,0.7744874237692307,9.684030219230769,0.006061663030769231,-0.006221427723076924,-0.009599982065384616,-0.07978245494887228,0.023295853636616688,1.7734307784300585,1017.4556045384617,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-64.0,-66.0,-36.0,-59.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-82.0,-38.0,-34.0,-76.0,-88.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-89.0,-89.0,-88.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 164635,8.0,13.0,-20.651538253846155,-5.3035383838461545,-35.81215337692307,-0.2332136622769231,0.6031546610769231,9.698045438461538,0.000549778561153846,-0.0027911842550000002,-0.003862547916153847,-0.062117635401395595,0.02411252148091216,1.7143573843515836,1017.4531672307693,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-58.0,-70.0,-39.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-88.0,-50.0,-50.0,-79.0,-100.0,-100.0,-100.0,-100.0,-81.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-86.0,-83.0,-83.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 164655,6.0,13.0,-24.046079735999996,-5.577599912800001,-36.72671943199999,-0.24175691048320003,0.5411853536800001,9.666905392,0.004026823654399999,-0.005541769515199998,-0.004007275922,-0.055916581958532295,0.02505820550397034,1.7124576692581177,1017.4521177600001,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-86.0,-66.0,-73.0,-47.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-44.0,-35.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-69.0,-100.0,-85.0,-100.0,-100.0,-90.0,-100.0,-86.0,-83.0,-85.0,-90.0,-88.0,-81.0,-84.0,-82.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 164705,5.0,13.0,-25.94980604516129,-7.817032139999999,-37.35754796129032,-0.30495951021935486,0.7665615931612902,9.682893038709677,0.004997271782580645,-0.005083975237741935,0.00037440129064516116,-0.07894054776237852,0.03149172452188303,1.7503156785042056,1017.456088,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-88.0,-60.0,-76.0,-48.0,-71.0,-100.0,-100.0,-89.0,-85.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-100.0,-100.0,-73.0,-100.0,-100.0,-86.0,-85.0,-88.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-83.0,-100.0,-75.0,-77.0,-100.0,-100.0,-100.0,-88.0,-88.0,-89.0,-88.0
