Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a2,00:1a:ab:a0:de:a3,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:h7,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:l5,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:m1,00:1a:ac:a0:de:m2,00:1a:ac:a0:de:m3,00:1a:ac:a0:de:n2,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ac:a0:de:x7,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:i3,00:1a:ac:a0:de:n3,00:1a:ac:a0:de:f7,00:1a:ac:a0:de:e3,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:n9,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:k6,00:1a:ac:a0:de:m9,00:1a:ac:a0:de:d4,70:5d:cc:05:03:10,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:d5,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:t4,90:9f:33:a4:06:5c,00:1a:ac:a0:de:i9,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:d6,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:l4,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:j4,00:1a:ac:a0:de:u8,00:1a:ab:a0:de:a8,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:f1,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:k5,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:m6,00:1a:ac:a0:de:m7,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:v5,00:1a:ac:a0:de:q9,00:1a:ac:a0:de:v6,00:1a:ac:a0:de:j3
2021.01.10 212642,8.0,24.0,25.145184919753085,-5.855555448765433,-30.954444018518515,-0.21023801879629628,0.8298822512962962,9.976499691358027,-0.0003059454983950618,-0.0010043453177160495,-0.006186730053765431,-0.08296407292378533,0.021076848675830262,-1.701070385950583,1021.2907096296295,-93.0,-100.0,-71.0,-100.0,-100.0,-57.0,-70.0,-65.0,-68.0,-87.0,-100.0,-81.0,-100.0,-70.0,-73.0,-80.0,-100.0,-68.0,-100.0,-83.0,-60.0,-73.0,-100.0,-100.0,-100.0,-79.0,-68.0,-80.0,-71.0,-86.0,-100.0,-100.0,-85.0,-68.0,-78.0,-47.0,-59.0,-55.0,-79.0,-68.0,-70.0,0.0,-76.0,-100.0,-84.0,-38.0,-46.0,-64.0,-69.0,-100.0,-73.0,-86.0,-100.0,-73.0,-87.0,-66.0,-78.0,-47.0,-59.0,-56.0,-79.0,-69.0,-70.0,0.0,-75.0,-100.0,-82.0,-38.0,-46.0,-63.0,-69.0,-100.0,-73.0,-100.0,-100.0,-100.0,-86.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 212656,9.0,24.0,24.24708048447205,-3.81503100310559,-32.959005807453416,-0.3175462734347826,0.8792937086956523,9.970622826086956,-0.0032376161121118008,-0.002303739912111802,-0.003911408172111802,-0.08792132310430452,0.03182058066262726,-1.6056744726548284,1021.2981046583852,-100.0,-100.0,-63.0,-89.0,-100.0,-60.0,-71.0,-72.0,-72.0,-100.0,-100.0,-100.0,-84.0,-100.0,-67.0,-100.0,-83.0,-68.0,-64.0,-100.0,-68.0,-74.0,-100.0,-100.0,-100.0,-83.0,-69.0,-81.0,-100.0,-78.0,-72.0,-72.0,-88.0,-60.0,-80.0,-47.0,-54.0,-64.0,-76.0,-100.0,-70.0,-55.0,-74.0,-100.0,-82.0,-43.0,-48.0,-58.0,-66.0,-62.0,-74.0,-77.0,-73.0,-72.0,-87.0,-61.0,-81.0,-47.0,-54.0,-64.0,-76.0,-100.0,-70.0,-57.0,-74.0,-100.0,-82.0,-43.0,-48.0,-58.0,-66.0,-63.0,-74.0,-100.0,-69.0,-85.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 212709,10.0,24.0,23.313128496932517,-2.4644171466257667,-34.66417136809816,-0.34276320699386503,0.8375408323926379,9.97471045398773,-0.0010267182385889563,-0.00012938723993864996,-0.004761447335644172,-0.0837182213375173,0.0343672382685304,-1.5461639816775643,1021.3047999386501,-100.0,-100.0,-100.0,-89.0,-100.0,-59.0,-72.0,-100.0,-72.0,-100.0,-100.0,-81.0,-100.0,-100.0,-63.0,-100.0,-84.0,-67.0,-100.0,-100.0,-63.0,-77.0,-100.0,-100.0,-100.0,-100.0,-76.0,-83.0,-100.0,-79.0,-77.0,-70.0,-86.0,-100.0,-85.0,-49.0,-57.0,-57.0,-71.0,-64.0,-70.0,-100.0,-74.0,-83.0,-85.0,-44.0,-49.0,-60.0,-62.0,-57.0,-76.0,-85.0,-77.0,-69.0,-86.0,-100.0,-85.0,-48.0,-57.0,-58.0,-71.0,-65.0,-70.0,-59.0,-74.0,-100.0,-85.0,-44.0,-49.0,-60.0,-63.0,-59.0,-77.0,-66.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-85.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 212722,11.0,24.0,23.575214423312882,-1.5511656076687115,-35.69521441104295,-0.3729780735582822,0.7719553237423312,9.988517926380366,-0.0006557019852147237,6.174233625766821e-05,-0.006271745996625768,-0.07707354510945773,0.03734835618935475,-1.512111372742916,1021.3082465644171,-100.0,-100.0,-72.0,-100.0,-100.0,-42.0,-68.0,-100.0,-68.0,-100.0,-100.0,-80.0,-100.0,-78.0,-59.0,-100.0,-100.0,-63.0,-59.0,-100.0,-63.0,-80.0,-80.0,-100.0,-100.0,-80.0,-79.0,-77.0,-81.0,-80.0,-76.0,-100.0,-84.0,-65.0,-88.0,-45.0,-52.0,-60.0,-72.0,-72.0,-70.0,-63.0,-75.0,-78.0,-82.0,-49.0,-53.0,-61.0,-64.0,-61.0,-78.0,-81.0,-73.0,-100.0,-84.0,-66.0,-89.0,-45.0,-53.0,-60.0,-73.0,-70.0,-70.0,-63.0,-75.0,-100.0,-83.0,-48.0,-53.0,-61.0,-64.0,-60.0,-77.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 212738,12.0,24.0,23.997407074074072,-2.7048147728395064,-36.95036986419753,-0.3816060228888889,0.8794378306172839,9.955675462962963,0.0009346388339506174,0.00034559134030864207,-0.004942375035925926,-0.08806550930495612,0.038398773288699166,-1.5409996664082561,1021.31584,-100.0,-100.0,-100.0,-89.0,-68.0,-47.0,-71.0,-100.0,-68.0,-91.0,-100.0,-79.0,-100.0,-100.0,-66.0,-100.0,-100.0,-72.0,-100.0,-100.0,-62.0,-78.0,-100.0,-100.0,-100.0,-100.0,-68.0,-74.0,-100.0,-72.0,-74.0,-68.0,-85.0,-65.0,-87.0,-44.0,-53.0,-55.0,-73.0,-100.0,-75.0,-63.0,-80.0,-100.0,-81.0,-50.0,-62.0,-61.0,-65.0,-56.0,-76.0,-79.0,-74.0,-68.0,-85.0,-67.0,-88.0,-44.0,-53.0,-54.0,-73.0,-100.0,-75.0,-63.0,-81.0,-100.0,-81.0,-50.0,-63.0,-61.0,-65.0,-57.0,-77.0,-100.0,-69.0,-100.0,-82.0,-100.0,-100.0,-88.0,-100.0,-100.0,-85.0,-86.0,-100.0,-100.0,-86.0,-89.0,-85.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 212751,13.0,24.0,23.961197353293414,-2.2868263149700603,-36.86981980239521,-0.2853201376646706,0.7801034766467067,9.974606179640718,0.0005110930234730543,2.8347935928148444e-06,-0.003938694501257485,-0.078026559360013,0.028633363116922887,-1.5411529890791384,1021.317528263473,-100.0,-100.0,-71.0,-88.0,-100.0,-53.0,-65.0,-100.0,-65.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-63.0,-80.0,-82.0,-100.0,-100.0,-74.0,-71.0,-75.0,-100.0,-80.0,-100.0,-70.0,-84.0,-69.0,-89.0,-48.0,-52.0,-53.0,-68.0,-69.0,-70.0,-61.0,-82.0,-100.0,-78.0,-49.0,-62.0,-56.0,-60.0,-55.0,-73.0,-81.0,-100.0,-71.0,-84.0,-69.0,-89.0,-47.0,-51.0,-52.0,-68.0,-69.0,-72.0,-61.0,-82.0,-100.0,-80.0,-51.0,-63.0,-57.0,-60.0,-56.0,-73.0,-100.0,-73.0,-100.0,-71.0,-81.0,-100.0,-100.0,-70.0,-100.0,-100.0,-86.0,-89.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 212805,14.0,24.0,25.114490730538922,-2.132335304790419,-34.7712571017964,-0.3202593451976048,0.9265413363473054,9.958462751497008,0.0020949530940119762,-0.0010616071187425154,-0.002021967684491018,-0.09271732195765668,0.032158563660825756,-1.5209681894964802,1021.3248489221556,-100.0,-100.0,-71.0,-86.0,-100.0,-54.0,-71.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-84.0,-64.0,-100.0,-100.0,-72.0,-80.0,-76.0,-100.0,-100.0,-67.0,-66.0,-71.0,-100.0,-100.0,-73.0,-69.0,-86.0,-70.0,-100.0,-41.0,-50.0,-51.0,-63.0,-67.0,-72.0,-64.0,-80.0,-100.0,-82.0,-49.0,-61.0,-61.0,-59.0,-52.0,-75.0,-83.0,-72.0,-70.0,-86.0,-70.0,-100.0,-41.0,-50.0,-51.0,-64.0,-67.0,-72.0,-63.0,-81.0,-100.0,-83.0,-49.0,-61.0,-60.0,-59.0,-49.0,-75.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-90.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 212818,15.0,24.0,25.020363321212123,-1.1152727060606062,-32.20690864242424,-0.31218441366060606,0.9100565983636364,9.969789312121211,-0.00031328122933333373,-0.0008510462733333334,-0.0020478608933939394,-0.09098574040514046,0.03133769438912466,-1.490893384182092,1021.3185533939392,-100.0,-100.0,-66.0,-100.0,-100.0,-50.0,-67.0,-100.0,-59.0,-100.0,-100.0,-75.0,-100.0,-100.0,-64.0,-100.0,-100.0,-61.0,-81.0,-77.0,-69.0,-79.0,-100.0,-100.0,-100.0,-64.0,-59.0,-66.0,-69.0,-78.0,-75.0,-64.0,-84.0,-74.0,-90.0,-44.0,-48.0,-52.0,-70.0,-100.0,-67.0,-69.0,-81.0,-100.0,-84.0,-55.0,-62.0,-58.0,-67.0,-57.0,-77.0,-81.0,-74.0,-63.0,-85.0,-73.0,-91.0,-44.0,-48.0,-53.0,-70.0,-100.0,-67.0,-70.0,-82.0,-100.0,-83.0,-55.0,-62.0,-57.0,-67.0,-57.0,-77.0,-100.0,-65.0,-100.0,-71.0,-76.0,-100.0,-86.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-83.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 212831,16.0,24.0,23.5424997,-1.4242499727499998,-29.729249543750008,-0.30917569925,0.9874138941249999,9.95997370625,0.002827237094,-0.0010919216145625,-0.004108374287374999,-0.09876107042655344,0.03104747638717521,-1.499313536286354,1021.3220098124999,-100.0,-100.0,-66.0,-87.0,-100.0,-55.0,-70.0,-100.0,-50.0,-100.0,-100.0,-77.0,-100.0,-100.0,-63.0,-100.0,-76.0,-53.0,-100.0,-100.0,-65.0,-88.0,-100.0,-100.0,-100.0,-63.0,-100.0,-81.0,-70.0,-81.0,-66.0,-100.0,-84.0,-70.0,-100.0,-38.0,-48.0,-47.0,-56.0,-66.0,-66.0,-66.0,-79.0,-80.0,-85.0,-57.0,-64.0,-55.0,-57.0,-58.0,-66.0,-81.0,-68.0,-100.0,-83.0,-64.0,-100.0,-39.0,-48.0,-45.0,-57.0,-67.0,-66.0,-73.0,-80.0,-78.0,-84.0,-56.0,-64.0,-55.0,-56.0,-57.0,-67.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-80.0,-57.0,-81.0,-76.0,-100.0,-100.0,-100.0,-84.0,-82.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 212844,17.0,24.0,22.73930211046512,0.46011626779069775,-30.89267375,-0.20099380203604653,0.9769058813372091,9.96190929360465,0.000257785196627907,-0.0008633798751744189,-0.004847272515581396,-0.09772290020834563,0.020211419126500742,-1.4113743353721708,1021.3241097674418,-100.0,-100.0,-64.0,-77.0,-100.0,-62.0,-72.0,-100.0,-51.0,-100.0,-100.0,-72.0,-85.0,-69.0,-100.0,-100.0,-75.0,-54.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-69.0,-75.0,-87.0,-63.0,-100.0,-62.0,-66.0,-84.0,-77.0,-100.0,-42.0,-43.0,-49.0,-56.0,-100.0,-66.0,-73.0,-85.0,-76.0,-82.0,-63.0,-65.0,-61.0,-56.0,-59.0,-67.0,-100.0,-62.0,-65.0,-84.0,-74.0,-100.0,-42.0,-43.0,-49.0,-56.0,-100.0,-66.0,-72.0,-84.0,-76.0,-82.0,-64.0,-65.0,-60.0,-55.0,-58.0,-67.0,-100.0,-100.0,-90.0,-65.0,-100.0,-100.0,-86.0,-57.0,-78.0,-100.0,-100.0,-80.0,-100.0,-85.0,-83.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 212858,18.0,24.0,23.7156519378882,1.11242233689441,-31.746707745341613,-0.15875083079503105,1.0385352810559005,9.951602440993788,0.0019566355313043477,-0.0009681833295652174,-0.00069013741,-0.1039501025069574,0.01596946904491758,-1.3806210763706184,1021.3249952173911,-100.0,-100.0,-66.0,-100.0,-100.0,-59.0,-75.0,-100.0,-50.0,-100.0,-100.0,-76.0,-100.0,-100.0,-71.0,-100.0,-70.0,-54.0,-100.0,-100.0,-100.0,-89.0,-100.0,-90.0,-100.0,-65.0,-74.0,-90.0,-61.0,-100.0,-68.0,-71.0,-86.0,-100.0,-100.0,-40.0,-36.0,-43.0,-58.0,-100.0,-75.0,-70.0,-85.0,-76.0,-83.0,-60.0,-67.0,-54.0,-58.0,-58.0,-65.0,-81.0,-71.0,-71.0,-85.0,-100.0,-100.0,-40.0,-37.0,-43.0,-58.0,-100.0,-75.0,-71.0,-86.0,-100.0,-83.0,-60.0,-67.0,-54.0,-58.0,-58.0,-66.0,-100.0,-81.0,-100.0,-69.0,-78.0,-100.0,-84.0,-71.0,-100.0,-76.0,-100.0,-82.0,-100.0,-87.0,-83.0,-100.0,-87.0,-100.0,-83.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
