Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:08:9f:7c:21:44,00:1a:ee:a0:de:01,00:1a:ee:a0:de:02,00:1a:ee:a0:de:07,00:1a:ee:a0:de:19,00:1a:ee:a0:de:37,00:1a:ee:a0:de:44,00:1a:ee:a0:de:54,00:1a:ee:a0:de:78,00:1a:ee:a0:de:84,00:1a:ee:a0:de:86,00:1a:ee:a0:df:01,00:1a:ee:a0:df:04,00:1a:ee:a0:df:06,00:1a:ee:a0:df:08,00:1a:ee:a0:df:13,00:1a:ee:a0:df:16,00:1a:ee:a0:df:19,00:1a:ee:a0:df:20,00:1a:ee:a0:de:16,00:1a:ee:a0:de:52,00:1a:ee:a0:de:99,00:1a:ee:a0:df:05,00:1a:ee:a0:de:17,00:1a:ee:a0:de:22,00:1a:ee:a0:de:36,00:1a:ee:a0:de:43,00:1a:ee:a0:de:53,00:1a:ee:a0:de:58,00:1a:ee:a0:de:61,00:1a:ee:a0:de:65,00:1a:ee:a0:de:71,00:1a:ee:a0:de:77,00:1a:ee:a0:de:95,00:1a:ee:a0:de:97,00:1a:ee:a0:df:02,00:1a:ee:a0:df:07,00:1a:ee:a0:df:09,00:1a:ee:a0:df:14,00:1a:ee:a0:df:18,00:1a:ee:a0:df:31,00:1a:ee:a0:df:42,00:1a:ee:a0:df:43,00:1a:ee:a0:df:44,00:1a:ee:a0:de:85,00:1a:ee:a0:de:15,00:1a:ee:a0:de:70,00:1a:ee:a0:de:90,00:1a:ee:a0:df:17,00:1a:ee:a0:de:03,00:1a:ee:a0:de:05,00:1a:ee:a0:de:08,00:1a:ee:a0:de:18,00:1a:ee:a0:de:20,00:1a:ee:a0:de:21,00:1a:ee:a0:de:29,00:1a:ee:a0:de:30,00:1a:ee:a0:de:33,00:1a:ee:a0:de:48,00:1a:ee:a0:de:51,00:1a:ee:a0:de:60,00:1a:ee:a0:de:62,00:1a:ee:a0:de:72,00:1a:ee:a0:de:74,00:1a:ee:a0:de:76,00:1a:ee:a0:de:80,00:1a:ee:a0:de:10,00:1a:ee:a0:de:11,00:1a:ee:a0:de:12,00:1a:ee:a0:de:63,00:1a:ee:a0:de:81,00:1a:ee:a0:de:40,00:1a:ee:a0:de:91,00:1a:ee:a0:de:31,00:1a:ee:a0:de:82,00:1a:ee:a0:df:23,00:1a:ee:a0:df:35,00:1a:ee:a0:de:23,00:1a:ee:a0:de:55,00:1a:ee:a0:de:67,00:1a:ee:a0:de:93,00:1a:ee:a0:de:94,00:1a:ee:a0:df:15,00:1a:ee:a0:df:21,00:1a:ee:a0:df:27,00:1a:ee:a0:df:33,00:1a:ee:a0:df:39,00:1a:ee:a0:de:64,00:1a:ee:a0:de:46,00:1a:ee:a0:de:68,00:1a:ee:a0:df:03,00:1a:ee:a0:df:11,00:1a:ee:a0:de:69,00:1a:ee:a0:de:04,00:1a:ee:a0:de:39,00:1a:ee:a0:de:47,00:1a:ee:a0:de:79,00:1a:ee:a0:de:87,00:1a:ee:a0:de:56,00:1a:ee:a0:de:89,00:1a:ee:a0:de:13,00:1a:ee:a0:df:25,00:1a:ee:a0:df:22,00:1a:ee:a0:df:34,00:1a:ee:a0:df:37,00:1a:ee:a0:df:38,00:1a:ee:a0:de:35,00:1a:ee:a0:de:42,00:1a:ee:a0:df:29,00:1a:ee:a0:df:41,00:1a:ee:a0:de:28
2021.02.11 164025,30.0,25.0,-32.19052596491228,-12.500526065789476,-31.23736810526316,0.022220550238596492,0.49502681688596495,9.655270188596491,-9.040802263157891e-05,-0.0029223362156140355,0.0021372354689473687,-0.05130260077145828,-0.0021787064361008185,1.8975354182092767,1016.4160510526317,-72.0,-72.0,-61.0,-100.0,-73.0,-100.0,-100.0,-79.0,-88.0,-72.0,-100.0,-100.0,-75.0,-67.0,-82.0,-100.0,-100.0,-100.0,-78.0,-74.0,-84.0,-100.0,-75.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-85.0,-78.0,-82.0,-100.0,-82.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-73.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-67.0,-100.0,-100.0,-77.0,-100.0,-78.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 164035,29.0,25.0,-33.150795973451324,-10.49999975221239,-31.75911461061947,0.10428867840176989,0.4607813661681415,9.682002345132743,-0.0015067505297345128,-0.0030751712561061947,0.0006845688987610614,-0.04753431201030586,-0.010800397735958537,1.8374322958752118,1016.4218234513274,-71.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-59.0,-100.0,-100.0,-77.0,-68.0,-77.0,-100.0,-80.0,-100.0,-100.0,-100.0,-77.0,-100.0,-79.0,-60.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-79.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-59.0,-100.0,-75.0,-88.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-69.0,-100.0,-86.0,-73.0,-100.0,-76.0,-100.0,-80.0,-100.0,-100.0,-60.0,-84.0,-100.0,-75.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-85.0,-79.0,-77.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 164205,20.0,25.0,-29.119321686440678,-15.007626877118646,-35.377626466101695,0.1085336939135593,0.5478628299576273,9.683887927966103,-0.0013069615971186444,-0.002694102030677966,0.0011478260364406773,-0.05651745122020776,-0.011198458659563627,1.9951973224090318,1016.4188193220339,-72.0,-72.0,-59.0,-100.0,-70.0,-100.0,-100.0,-77.0,-90.0,-54.0,-87.0,-71.0,-76.0,-71.0,-74.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-78.0,-100.0,-100.0,-100.0,-76.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-55.0,-100.0,-70.0,-100.0,-100.0,-58.0,-100.0,-100.0,-82.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-66.0,-81.0,-82.0,-78.0,-100.0,-100.0,-100.0,-77.0,-100.0,-85.0,-59.0,-76.0,-76.0,-70.0,-81.0,-100.0,-100.0,-91.0,-87.0,-93.0,-73.0,-85.0,-81.0,-83.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 164225,18.0,25.0,-30.54517203448276,-13.711551379310347,-33.786206301724135,0.07826801813103447,0.5078339494999999,9.686472224137932,0.003669572833965517,-0.004204395841896551,0.000507060464827586,-0.052428115661063285,-0.00809460823325807,1.9457478790447629,1016.4263935344827,-73.0,-74.0,-100.0,-100.0,-80.0,-100.0,-100.0,-76.0,-88.0,-64.0,-100.0,-100.0,-81.0,-65.0,-81.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-48.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-69.0,-86.0,-80.0,-66.0,-100.0,-65.0,-100.0,-70.0,-100.0,-100.0,-47.0,-100.0,-77.0,-74.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-81.0,-100.0,-82.0,-81.0,-100.0,-83.0,-81.0,-91.0,-72.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 164236,17.0,25.0,-30.865784685950413,-15.479007950413223,-32.75999944628099,0.09343607956363637,0.624846360661157,9.683060694214877,-0.001413107849586777,-0.0038719366200000004,0.001874892047768595,-0.0644657602456729,-0.009686713543006625,1.9820546562021428,1016.4234942975206,-73.0,-73.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-75.0,-69.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-48.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-84.0,-89.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-70.0,-100.0,-78.0,-61.0,-88.0,-62.0,-100.0,-75.0,-100.0,-83.0,-48.0,-74.0,-79.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-89.0,-70.0,-79.0,-70.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 164246,16.0,25.0,-30.644210078947363,-15.6373680877193,-33.059473271929825,-0.0014071615052631593,0.43853033652631573,9.692990600877193,-0.002898244801929824,-0.0026544131536842103,0.005346957189298245,-0.045257468650673,0.00013137087144218877,2.002575304424554,1016.4282797368421,-71.0,-71.0,-100.0,-100.0,-78.0,-100.0,-100.0,-77.0,-92.0,-70.0,-100.0,-100.0,-81.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-100.0,-80.0,-89.0,-83.0,-100.0,-100.0,-91.0,-77.0,-79.0,-100.0,-100.0,-88.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-64.0,-74.0,-81.0,-77.0,-59.0,-87.0,-68.0,-100.0,-79.0,-100.0,-100.0,-56.0,-72.0,-76.0,-74.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-76.0,-89.0,-71.0,-74.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 164256,15.0,25.0,-29.490983311475407,-16.827540721311475,-32.20032718852458,-0.004435296162295085,0.4527730687540983,9.70101275409836,0.00031516645803278615,-0.003181826663114754,0.0006188568073770494,-0.046583914188439074,0.00038560395239159575,2.0496448239342113,1016.424070409836,-71.0,-71.0,-100.0,-100.0,-78.0,-100.0,-100.0,-77.0,-92.0,-70.0,-100.0,-100.0,-81.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-100.0,-80.0,-89.0,-83.0,-100.0,-100.0,-91.0,-77.0,-79.0,-100.0,-100.0,-88.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-64.0,-74.0,-81.0,-77.0,-59.0,-87.0,-68.0,-100.0,-79.0,-100.0,-100.0,-56.0,-72.0,-76.0,-74.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-78.0,-89.0,-71.0,-74.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 164416,10.0,23.0,2.8518583592920352,-27.66796427433628,-24.129026300884956,0.2159720632300885,0.7590062990265487,9.663780433628318,0.002817959451858408,0.006866254884778762,0.002495541268318584,-0.07855297661740825,-0.022400835922515336,-3.0102879093811574,1016.4327484070797,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-60.0,-100.0,-76.0,-56.0,-88.0,-61.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-88.0,-100.0,-100.0,-100.0,-100.0,-88.0,-53.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-88.0,-77.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 164426,10.0,22.0,1.6028571289285714,-26.61910680357143,-23.494285375000004,0.09609165362499998,0.96581197125,9.669086441964286,-0.0007721771573214291,-0.0041415792328571436,0.000580409445892857,-0.09955607367945565,-0.009829884755818868,-2.9535387669290816,1016.4412537500001,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-71.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-38.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-46.0,-55.0,-100.0,-86.0,-64.0,-100.0,-44.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 164436,10.0,21.0,-2.7926785330357142,-33.399642330357146,-23.959821089285718,0.06526536479999999,0.8010131893750001,9.672570915178571,-0.0012357804148214289,-0.002848944620178571,0.001633061012321429,-0.08263515235323989,-0.006774360611354367,3.057844183274678,1016.4338198214284,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-33.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-57.0,-100.0,-86.0,-100.0,-100.0,-44.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 164456,10.0,19.0,3.1705262710526316,-35.087368,-22.830526070175438,-0.00010501220350877078,0.5728197455964913,9.657181412280703,0.002449505328245614,-0.0008325343454385966,-0.00029550878859649186,-0.05928281490413238,2.600285561608501e-05,-3.0476874384963724,1016.4348221929823,-100.0,-78.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-79.0,-91.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-34.0,-40.0,-100.0,-86.0,-60.0,-100.0,-37.0,-100.0,-67.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 164623,9.0,13.0,-27.640695391304344,-10.448347639130436,-24.860869278260868,-0.006912168078260876,0.7080182923478261,9.661252826086955,0.0009825898467826098,-0.006235500004,0.0027147384346086953,-0.07333416856987318,0.0006935544290429817,1.8721620984699414,1016.4311806086957,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-37.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-69.0,-100.0,-48.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-87.0,-88.0,-89.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 164633,8.0,13.0,-27.40689040336135,-8.367226723529415,-25.661344151260508,-0.02152835384705882,0.555310795882353,9.661140298319328,0.001742187684369748,-0.003238756108907563,0.0026587629615126046,-0.0574440178970078,0.0022941932226810792,1.8163901908057076,1016.4306897478995,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-44.0,-100.0,-81.0,-84.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-43.0,-42.0,-100.0,-83.0,-75.0,-90.0,-60.0,-100.0,-68.0,-83.0,-83.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-85.0,-86.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-89.0,-81.0,-84.0,-100.0
2021.02.11 164644,7.0,13.0,-27.656215909909914,-7.874053877477476,-26.896756432432433,-0.11339371749189188,0.36912814987027026,9.68551036486486,4.71741409009013e-05,-0.000956648071891892,0.0017071096963963966,-0.038175909696587296,0.01169715697087851,1.8114958163854238,1016.4280197297296,-100.0,-100.0,-100.0,-73.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-77.0,-88.0,-65.0,-100.0,-71.0,-100.0,-100.0,-100.0,-89.0,-78.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-88.0,-100.0,-100.0,-89.0
2021.02.11 164704,5.0,13.0,-32.02781913533835,-9.711428308270678,-27.980751466165415,-0.05541036029323308,0.41737790593984964,9.651825808270678,-0.0011743493105263153,0.0007482133839097742,0.003881033567218046,-0.04324378919808708,0.005714466612824547,1.8291228247764415,1016.4283084210526,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48.0,-100.0,-81.0,-87.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48.0,-42.0,-100.0,-84.0,-77.0,-86.0,-71.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-82.0,-82.0,-64.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-88.0,-84.0,-83.0,-100.0
