Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:be:a0:de:05,00:1a:be:a0:de:06,00:1a:be:a0:de:07,00:1a:be:a0:de:08,00:1a:be:a0:de:09,00:1a:be:a0:de:10,00:1a:be:a0:de:11,00:1a:be:a0:de:12,00:1a:be:a0:de:13,00:1a:be:a0:de:14,00:1a:be:a0:de:18,00:1a:be:a0:de:19,00:1a:be:a0:de:22,00:1a:be:a0:de:23,00:1a:be:a0:de:28,00:1a:be:a0:de:29,00:1a:be:a0:de:33,00:1a:be:a0:de:36,00:1a:be:a0:de:42,00:1a:be:a0:de:50,00:1a:be:a0:de:64,00:1a:be:a0:de:65,00:1a:be:a0:de:68,00:1a:be:a0:de:80,00:1a:be:a0:de:88,00:1a:be:a0:df:06,00:1a:be:a0:df:07,00:1a:be:a0:df:16,00:1a:be:a0:df:20,00:1a:be:a0:df:21,00:1a:be:a0:df:26,00:1a:be:a0:df:36,00:1a:be:a0:df:44,00:1a:be:a0:df:62,00:1a:be:a0:df:63,00:1a:be:a0:df:64,00:1a:be:a0:de:39,00:1a:be:a0:de:40,00:1a:be:a0:de:45,00:1a:be:a0:de:52,00:1a:be:a0:de:53,00:1a:be:a0:de:72,00:1a:be:a0:de:73,00:1a:be:a0:de:89,00:1a:be:a0:de:90,00:1a:be:a0:de:91,00:1a:be:a0:de:92,00:1a:be:a0:de:93,00:1a:be:a0:de:94,00:1a:be:a0:de:95,00:1a:be:a0:df:01,00:1a:be:a0:df:08,00:1a:be:a0:df:11,00:1a:be:a0:df:28,00:1a:be:a0:df:29,00:1a:be:a0:df:45,00:1a:be:a0:df:46,00:1a:be:a0:df:47,00:1a:be:a0:df:48,00:1a:be:a0:df:49,00:1a:be:a0:df:50,00:1a:be:a0:df:51,00:1a:be:a0:df:56,00:1a:be:a0:df:67,00:1a:be:a0:df:73,00:1a:be:a0:df:75,00:1a:be:a0:de:82,00:1a:be:a0:df:69,00:1a:be:a0:de:66,00:1a:be:a0:df:13,00:1a:be:a0:df:22,00:1a:be:a0:df:68,00:1a:be:a0:de:43,00:1a:be:a0:de:56,00:1a:be:a0:df:02,00:1a:be:a0:df:14,00:1a:be:a0:df:57,00:1a:be:a0:df:70,00:1a:be:a0:df:38,00:1a:be:a0:de:78,00:1a:be:a0:df:34,00:1a:be:a0:de:44,00:1a:be:a0:de:57,00:1a:be:a0:de:67,00:1a:be:a0:de:79,00:1a:be:a0:df:35,00:1a:be:a0:df:17,00:1a:be:a0:df:23,00:1a:be:a0:df:72,00:1a:be:a0:de:32,00:1a:be:a0:de:97,00:1a:be:a0:df:53,00:1a:be:a0:de:81,00:1a:be:a0:de:83,00:1a:be:a0:df:37,00:1a:be:a0:df:39,00:1a:be:a0:de:47,00:1a:be:a0:de:49,00:1a:be:a0:de:70,00:1a:be:a0:de:41,00:1a:be:a0:de:54,00:1a:be:a0:de:84,00:1a:be:a0:df:09,00:1a:be:a0:df:40,00:1a:be:a0:df:65,00:1a:be:a0:df:10,00:1a:be:a0:df:54,00:1a:be:a0:df:66,00:1a:be:a0:de:69,00:1a:be:a0:de:76,00:1a:be:a0:df:24,00:1a:be:a0:df:25,00:1a:be:a0:df:32,00:1a:be:a0:df:42,00:1a:be:a0:de:62,00:1a:be:a0:de:74,00:1a:be:a0:de:86,00:1a:be:a0:de:98,00:1a:be:a0:df:03,00:1a:be:a0:df:30,00:1a:be:a0:df:58,00:1a:be:a0:de:17,00:1a:be:a0:de:85,00:1a:be:a0:df:41,00:1a:be:a0:df:18,00:1a:be:a0:df:43,00:1a:be:a0:de:15,00:1a:be:a0:de:87,00:1a:be:a0:df:04,00:1a:be:a0:df:19,00:1a:be:a0:df:59,00:1a:be:a0:de:27,00:1a:be:a0:de:71,00:1a:be:a0:df:27,00:1a:be:a0:de:02,00:1a:be:a0:de:63,00:1a:be:a0:de:77,00:1a:be:a0:de:99,00:1a:be:a0:df:05,00:1a:be:a0:df:33,00:1a:be:a0:df:55,00:1a:be:a0:df:60,00:1a:be:a0:de:20,00:1a:be:a0:de:03,00:1a:be:a0:de:24,00:1a:be:a0:de:30,00:1a:be:a0:de:01
2021.05.19 175458,99.0,72.0,5.506496068867925,3.8330975075471705,-25.459503056603772,-0.1977301330660377,0.514892363018868,9.742098646226415,-0.0017767742691509446,-0.00418955817735849,-0.000524987362641509,-0.052834191350793466,0.020305986278953938,-0.766004961616588,1001.6670996226413,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-74.0,-84.0,-86.0,-100.0,-100.0,-68.0,-100.0,-100.0,-74.0,-84.0,-100.0,-100.0,-71.0,-83.0,-100.0,-100.0,-83.0,-100.0,-57.0,-64.0,-63.0,-83.0,-77.0,-100.0,-100.0,-88.0,-82.0,-66.0,-72.0,-80.0,-58.0,-64.0,-63.0,-83.0,-77.0,-100.0,-100.0,-87.0,-100.0,-68.0,-79.0,-100.0,-100.0,-76.0,-81.0,-71.0,-79.0,-69.0,-100.0,-56.0,-56.0,-100.0,-100.0,-100.0,-100.0,-75.0,-72.0,-72.0,-86.0,-86.0,-89.0,-91.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 175510,98.0,73.0,5.0504126750000005,4.651562535,-26.80843124,-0.16088740723500006,0.4524724298,9.741360549999998,-0.0022115036424,-0.004278161329700001,-0.0035146537189999997,-0.04644388874992725,0.016534762294613717,-0.6656832960247994,1001.6650354000001,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-78.0,-100.0,-83.0,-100.0,-100.0,-68.0,-100.0,-100.0,-77.0,-100.0,-85.0,-100.0,-74.0,-83.0,-100.0,-100.0,-83.0,-100.0,-61.0,-61.0,-64.0,-84.0,-100.0,-100.0,-75.0,-100.0,-81.0,-74.0,-77.0,-77.0,-61.0,-62.0,-69.0,-84.0,-100.0,-100.0,-75.0,-100.0,-80.0,-72.0,-77.0,-100.0,-100.0,-78.0,-78.0,-60.0,-77.0,-57.0,-100.0,-65.0,-64.0,-100.0,-100.0,-100.0,-100.0,-76.0,-73.0,-74.0,-100.0,-100.0,-90.0,-91.0,-90.0,-83.0,-88.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 175521,97.0,74.0,4.932067390909091,7.569895263636363,-27.202412737373738,-0.21521476764444444,0.5773490231313131,9.717065484848485,-0.0027651045017676765,-0.003744095247474747,0.0009673809362020198,-0.059386138211597043,0.022090850198186306,-0.44086453408905957,1001.6612944444445,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-57.0,-60.0,-61.0,-83.0,-100.0,-100.0,-75.0,-91.0,-100.0,-69.0,-100.0,-100.0,-56.0,-60.0,-65.0,-85.0,-100.0,-100.0,-74.0,-92.0,-78.0,-70.0,-100.0,-100.0,-100.0,-75.0,-72.0,-51.0,-73.0,-51.0,-100.0,-64.0,-66.0,-100.0,-100.0,-100.0,-100.0,-73.0,-68.0,-68.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 175653,89.0,82.0,8.453649861320756,9.476339811320754,-24.355943132075474,-0.05820081001132075,0.6788387883962264,9.729132424528302,0.00045554728861320755,-0.004317088476735849,-0.00020626677741509433,-0.06970937486808251,0.005975073727587967,-0.6405081015150502,1001.7743816981132,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-67.0,-100.0,-84.0,-100.0,-100.0,-64.0,-100.0,-100.0,-67.0,-100.0,-82.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-69.0,-62.0,-82.0,-100.0,-100.0,-100.0,-100.0,-81.0,-67.0,-69.0,-80.0,-54.0,-69.0,-68.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-80.0,-100.0,-100.0,-75.0,-74.0,-55.0,-73.0,-63.0,-100.0,-63.0,-63.0,-100.0,-100.0,-100.0,-100.0,-75.0,-71.0,-71.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-75.0,-100.0,-84.0,-80.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 175704,88.0,83.0,7.758131930303032,8.385817062626264,-24.41655052525253,-0.0644221441878788,0.6900707121212121,9.722681934343436,-0.0022194548334343433,-0.002615971346262626,-0.003047706302020202,-0.0708573684472628,0.006590683942171485,-0.646589080793689,1001.7737097979798,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-60.0,-100.0,-80.0,-100.0,-100.0,-62.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-46.0,-54.0,-69.0,-90.0,-100.0,-100.0,-100.0,-100.0,-80.0,-80.0,-65.0,-80.0,-46.0,-53.0,-72.0,-90.0,-100.0,-100.0,-100.0,-100.0,-85.0,-79.0,-82.0,-100.0,-100.0,-71.0,-55.0,-54.0,-55.0,-52.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-71.0,-72.0,-66.0,-67.0,-100.0,-100.0,-71.0,-88.0,-88.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-82.0,-87.0,-82.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 175715,87.0,84.0,7.407171877319588,7.670386708247421,-23.33288331958763,0.026306838828453603,0.6991679168041237,9.720434087628865,-0.0020875624264432985,-0.008081957092061857,-0.0007276432940206188,-0.07192169513899023,-0.002686326185342758,-0.6771498574424035,1001.7759609278352,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-92.0,-100.0,-63.0,-100.0,-87.0,-100.0,-100.0,-59.0,-92.0,-100.0,-63.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48.0,-50.0,-66.0,-91.0,-100.0,-100.0,-100.0,-100.0,-80.0,-82.0,-63.0,-79.0,-47.0,-51.0,-62.0,-91.0,-100.0,-100.0,-100.0,-100.0,-82.0,-81.0,-82.0,-100.0,-100.0,-66.0,-57.0,-56.0,-57.0,-56.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-73.0,-63.0,-54.0,-55.0,-100.0,-100.0,-68.0,-86.0,-86.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-85.0,-87.0,-85.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 175725,86.0,85.0,8.170776222999999,7.919357656,-23.210420049999996,0.0078972911055,0.7639752076999998,9.70777124,-0.0033950558016000005,-0.0008616894194000001,0.007976137523099999,-0.07855724148452278,-0.0008394383968880096,-0.7006733626127243,1001.7737682,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-86.0,-100.0,-61.0,-85.0,-82.0,-100.0,-100.0,-63.0,-85.0,-100.0,-61.0,-83.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-44.0,-58.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-82.0,-65.0,-80.0,-43.0,-58.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-80.0,-81.0,-100.0,-100.0,-64.0,-48.0,-61.0,-48.0,-61.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-75.0,-64.0,-60.0,-61.0,-100.0,-100.0,-70.0,-80.0,-81.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-89.0,-89.0,-90.0,-90.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 175854,79.0,88.0,8.387563807070707,5.112562872727272,-23.12549864646465,-0.01262104307080808,0.7460832381818181,9.715071323232323,-0.003076755355252525,-0.002353586647691919,-0.00037429729232323224,-0.07666791877662288,0.0013059219507138278,-0.8817593894823633,1001.7992233333334,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-87.0,-100.0,-58.0,-83.0,-100.0,-100.0,-100.0,-61.0,-88.0,-83.0,-58.0,-83.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-38.0,-48.0,-68.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-81.0,-38.0,-48.0,-69.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-54.0,-65.0,-54.0,-65.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-77.0,-67.0,-64.0,-62.0,-100.0,-100.0,-83.0,-79.0,-80.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-89.0,-87.0,-87.0,-87.0,-100.0,-80.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 175906,78.0,87.0,-7.35454869489796,46.403236020408166,-27.37184235714286,0.16182164126734694,0.6747170382142856,9.72581537244898,-0.0013032013235204077,-0.002465452790846938,0.0023300791265306116,-0.06931482743215268,-0.016644491514723185,0.14206769553070162,1001.8014847959184,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-73.0,-78.0,-100.0,-100.0,-50.0,-83.0,-100.0,-59.0,-74.0,-77.0,-100.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-85.0,-100.0,-100.0,-33.0,-48.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-82.0,-100.0,-100.0,-100.0,-75.0,-64.0,-68.0,-66.0,-68.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-68.0,-67.0,-100.0,-49.0,-100.0,-100.0,-80.0,-66.0,-65.0,-100.0,-81.0,-100.0,-100.0,-76.0,-76.0,-82.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-82.0,-83.0,-81.0,-89.0,-83.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 175917,77.0,86.0,-9.047885864285714,45.2627162142857,-29.76654355102041,0.09708273694693878,0.8646282815306122,9.711736020408162,-0.0028026747383673467,-0.0027456756138367357,0.002221371334693878,-0.08889294119209656,-0.010002718823670844,0.1811083067132502,1001.8050787755101,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-53.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-31.0,-47.0,-67.0,-78.0,-100.0,-100.0,-100.0,-100.0,-84.0,-78.0,-100.0,-100.0,-32.0,-46.0,-68.0,-78.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-71.0,-51.0,-62.0,-51.0,-63.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-69.0,-73.0,-48.0,-52.0,-100.0,-100.0,-86.0,-64.0,-65.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-88.0,-73.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 175928,76.0,85.0,-12.047395953125,44.102591510416666,-30.991923510416665,0.06240423563958333,0.7621441464583333,9.73151853125,0.0001352485909375006,-0.005239696450440624,-0.0016583549704166664,-0.07814568843847758,-0.006451576207382427,0.24999077695732316,1001.8075760416665,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-57.0,-83.0,-100.0,-62.0,-80.0,-79.0,-100.0,-100.0,-58.0,-83.0,-79.0,-62.0,-100.0,-79.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-28.0,-45.0,-76.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-28.0,-46.0,-74.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-72.0,-51.0,-58.0,-51.0,-58.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-75.0,-71.0,-47.0,-56.0,-100.0,-100.0,-88.0,-64.0,-66.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-86.0,-100.0,-100.0,-100.0,-80.0,-83.0,-83.0,-77.0,-82.0,-77.0,-82.0,-82.0,-81.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 180104,68.0,77.0,-9.086342367307692,48.89355114423078,-29.449191451923074,-0.21490996933486542,0.8208998093269232,9.697736980769232,0.0009368802875000008,-0.003733108596182692,-0.008970460794173076,-0.08443424069824124,0.022173434604028926,0.1877802421267216,1001.7284184615384,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-85.0,-100.0,-55.0,-79.0,-83.0,-100.0,-100.0,-60.0,-84.0,-79.0,-55.0,-78.0,-81.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-28.0,-48.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-28.0,-48.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-53.0,-65.0,-52.0,-65.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-73.0,-66.0,-44.0,-52.0,-100.0,-100.0,-82.0,-61.0,-60.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-76.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-80.0,-84.0,-80.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 180115,67.0,76.0,-11.872677589108912,47.82308027722772,-28.504839396039607,-0.07383013245544555,0.8547453878217821,9.726366391089112,-0.0026023833927722776,0.0015535226336633662,0.000970840424554456,-0.08773849705363261,0.007642341693828659,0.23667667068467282,1001.7153068316832,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-50.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-53.0,-73.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-71.0,-80.0,-50.0,-62.0,-100.0,-100.0,-100.0,-67.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-74.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-82.0,-69.0,-90.0,-84.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
