Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:08:9f:7c:21:44,00:1a:ee:a0:de:01,00:1a:ee:a0:de:06,00:1a:ee:a0:de:07,00:1a:ee:a0:de:16,00:1a:ee:a0:de:22,00:1a:ee:a0:de:52,00:1a:ee:a0:de:58,00:1a:ee:a0:de:71,00:1a:ee:a0:de:77,00:1a:ee:a0:de:78,00:1a:ee:a0:de:84,00:1a:ee:a0:de:90,00:1a:ee:a0:de:95,00:1a:ee:a0:de:97,00:1a:ee:a0:df:02,00:1a:ee:a0:df:14,00:1a:ee:a0:df:16,00:1a:ee:a0:df:18,00:1a:ee:a0:df:19,00:1a:ee:a0:df:31,00:1a:ee:a0:df:32,00:1a:ee:a0:df:44,00:1a:ee:a0:df:45,00:1a:ee:a0:de:15,00:1a:ee:a0:de:61,00:1a:ee:a0:de:72,00:1a:ee:a0:de:86,00:1a:ee:a0:df:01,00:1a:ee:a0:df:13,00:1a:ee:a0:de:12,00:1a:ee:a0:de:53,00:1a:ee:a0:de:65,00:1a:ee:a0:df:09,00:1a:ee:a0:de:76,00:1a:ee:a0:de:99,00:1a:ee:a0:df:20,00:1a:ee:a0:df:07,00:1a:ee:a0:de:62,00:1a:ee:a0:de:80,00:1a:ee:a0:df:05,00:1a:ee:a0:de:66,00:1a:ee:a0:df:06,00:1a:ee:a0:de:02,00:1a:ee:a0:de:18,00:1a:ee:a0:de:51,00:1a:ee:a0:df:15,00:1a:ee:a0:df:23,00:1a:ee:a0:df:35,00:1a:ee:a0:de:17,00:1a:ee:a0:de:33,00:1a:ee:a0:de:03,00:1a:ee:a0:de:05,00:1a:ee:a0:de:09,00:1a:ee:a0:de:19,00:1a:ee:a0:de:21,00:1a:ee:a0:de:43,00:1a:ee:a0:de:64,00:1a:ee:a0:de:70,00:1a:ee:a0:df:04,00:1a:ee:a0:df:08,00:1a:ee:a0:de:08,00:1a:ee:a0:de:10,00:1a:ee:a0:de:20,00:1a:ee:a0:de:37,00:1a:ee:a0:de:44,00:1a:ee:a0:de:48,00:1a:ee:a0:de:91,00:1a:ee:a0:de:92,00:1a:ee:a0:df:10,00:1a:ee:a0:df:17,00:1a:ee:a0:de:11,00:1a:ee:a0:de:14,00:1a:ee:a0:de:36,00:1a:ee:a0:de:55,00:1a:ee:a0:de:68,00:1a:ee:a0:de:23,00:1a:ee:a0:de:29,00:1a:ee:a0:de:30,00:1a:ee:a0:de:81,00:1a:ee:a0:de:82,00:1a:ee:a0:de:93,00:1a:ee:a0:de:94,00:1a:ee:a0:df:03,00:1a:ee:a0:de:24,00:1a:ee:a0:de:39,00:1a:ee:a0:de:46,00:1a:ee:a0:df:27,00:1a:ee:a0:de:75,00:1a:ee:a0:df:39,00:1a:ee:a0:de:54,00:1a:ee:a0:de:31,00:1a:ee:a0:de:13,00:1a:ee:a0:de:63,00:1a:ee:a0:de:74,64:e5:99:c6:97:5c,00:1a:ee:a0:de:67,00:1a:ee:a0:df:11,00:1a:ee:a0:de:79,00:1a:ee:a0:de:56,00:1a:ee:a0:de:04,00:1a:ee:a0:de:32,00:1a:ee:a0:de:50,00:1a:ee:a0:de:69,00:1a:ee:a0:de:87,00:1a:ee:a0:de:73,00:1a:ee:a0:df:21,00:1a:ee:a0:de:40,00:1a:ee:a0:de:47,00:1a:ee:a0:de:89,00:1a:ee:a0:de:38,00:1a:ee:a0:de:45,00:1a:ee:a0:df:40,00:1a:ee:a0:de:59,00:1a:ee:a0:df:25,00:1a:ee:a0:df:37,00:1a:ee:a0:df:22,00:1a:ee:a0:df:24,00:1a:ee:a0:df:28,00:1a:ee:a0:df:33,00:1a:ee:a0:df:26,00:1a:ee:a0:df:38,00:1a:ee:a0:df:34,00:1a:ee:a0:de:34,00:1a:ee:a0:de:35,00:1a:ee:a0:de:41,00:1a:ee:a0:de:42,00:1a:ee:a0:df:12
2021.02.11 162218,43.0,25.0,7.363392697321428,-39.64767798214286,-43.54821383035715,-0.13519101669999997,0.42750631839285713,10.004349075892858,-0.00033183080857142853,-0.0010788752892857143,-0.0018243489639285712,-0.042734200725265334,0.013492216677799884,-2.96450046982084,1016.2097122321429,-78.0,-78.0,-100.0,-76.0,-65.0,-56.0,-62.0,-100.0,-76.0,-71.0,-83.0,-79.0,-69.0,-100.0,-100.0,-100.0,-67.0,-69.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-74.0,-80.0,-87.0,-83.0,-100.0,-86.0,-100.0,-100.0,-77.0,-80.0,-100.0,-86.0,-80.0,-100.0,-82.0,-100.0,-100.0,-100.0,-81.0,-90.0,-89.0,-100.0,-100.0,-72.0,-78.0,-100.0,-100.0,-77.0,-82.0,-81.0,-92.0,-87.0,-79.0,-87.0,-85.0,-84.0,-81.0,-80.0,-89.0,-72.0,-95.0,-90.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 162249,42.0,25.0,-43.03728766949153,-17.04457606779661,-44.191524796610175,-0.0323024190661017,0.3357057355457627,10.008778838983053,0.0035577204389830508,-0.00035726314237288076,-0.00505533438101695,-0.033568446538564355,0.003310629342513143,1.9171931006140628,1016.2124961016948,-79.0,-79.0,-100.0,-82.0,-61.0,-61.0,-61.0,-100.0,-74.0,-77.0,-84.0,-85.0,-66.0,-78.0,-100.0,-79.0,-66.0,-73.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-80.0,-82.0,-72.0,-100.0,-100.0,-76.0,-82.0,-80.0,-100.0,-100.0,-70.0,-86.0,-100.0,-85.0,-77.0,-84.0,-80.0,-100.0,-100.0,-79.0,-80.0,-100.0,-100.0,-85.0,-100.0,-74.0,-80.0,-86.0,-75.0,-80.0,-83.0,-88.0,-84.0,-82.0,-79.0,-84.0,-100.0,-100.0,-83.0,-83.0,-100.0,-79.0,-92.0,-100.0,-100.0,-84.0,-89.0,-83.0,-88.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 162300,41.0,25.0,-36.9652626754386,-20.178420824561407,-45.24578889473684,-0.1283877351859649,0.24826949466666667,10.006976521929827,0.0054630644829824545,-0.0020516286435964923,0.0019835115414912285,-0.024814388856675692,0.01281817008209157,2.0410784503869843,1016.216813245614,-100.0,-70.0,-100.0,-81.0,-60.0,-60.0,-100.0,-100.0,-100.0,-83.0,-82.0,-83.0,-63.0,-100.0,-100.0,-100.0,-75.0,-67.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-82.0,-69.0,-100.0,-82.0,-100.0,-79.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-78.0,-100.0,-77.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-85.0,-100.0,-75.0,-85.0,-100.0,-85.0,-100.0,-82.0,-76.0,-87.0,-86.0,-100.0,-100.0,-100.0,-100.0,-81.0,-93.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-81.0,-80.0,-84.0,-79.0,-84.0,-79.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 162311,40.0,25.0,-32.45999952293578,-18.097431018348626,-45.91816459633027,-0.1553642734587156,0.18699505878348627,10.00457607798165,-0.0027173974077064227,-0.0018729800211009172,-0.0023676127721100927,-0.018696653991489023,0.01551703744089449,2.05108803893448,1016.2197762385318,-72.0,-72.0,-100.0,-79.0,-62.0,-62.0,-68.0,-100.0,-84.0,-82.0,-82.0,-74.0,-67.0,-79.0,-100.0,-83.0,-71.0,-72.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-83.0,-61.0,-100.0,-84.0,-100.0,-100.0,-78.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-80.0,-82.0,-100.0,-70.0,-73.0,-87.0,-87.0,-100.0,-100.0,-79.0,-100.0,-74.0,-100.0,-100.0,-73.0,-86.0,-100.0,-100.0,-100.0,-79.0,-75.0,-86.0,-83.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-81.0,-100.0,-87.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 162322,40.0,25.0,-30.115531510638302,-16.59223382712766,-43.31457389893616,-0.1850468763031915,0.32959485045212766,9.986762178191489,0.0016761105523404247,-0.0017591360244680854,-0.006591859947287233,-0.032971835199822726,0.01853534057823085,2.027647134471447,1016.2311136170214,-67.0,-66.0,-100.0,-78.0,-56.0,-67.0,-74.0,-100.0,-74.0,-78.0,-84.0,-71.0,-100.0,-79.0,-100.0,-100.0,-78.0,-80.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-58.0,-100.0,-100.0,-87.0,-77.0,0.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-80.0,-100.0,-74.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-75.0,-88.0,-88.0,-75.0,-100.0,-100.0,-78.0,-80.0,-77.0,-78.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-82.0,-86.0,-88.0,-89.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 162337,39.0,25.0,-29.519463901785716,-16.834285482142857,-43.79464230357142,-0.19466309345535712,0.36675159330357143,10.000095,-0.00013002707178571434,-0.003620511194017857,-0.004665963335625,-0.03668219834798942,0.019487380594780085,2.036615940076964,1016.2363401785715,-70.0,-70.0,-100.0,-73.0,-63.0,-64.0,-76.0,-100.0,-100.0,-81.0,-83.0,-76.0,-61.0,-100.0,-100.0,-100.0,-74.0,-80.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-83.0,-65.0,-100.0,-83.0,-100.0,-73.0,-73.0,-100.0,-100.0,-84.0,-82.0,-100.0,-100.0,-79.0,-100.0,-71.0,-72.0,-73.0,-100.0,-85.0,-100.0,-100.0,-80.0,-100.0,-67.0,-89.0,-100.0,-67.0,-100.0,-100.0,-82.0,-77.0,-79.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-89.0,-100.0,-75.0,-83.0,-84.0,-76.0,-86.0,-100.0,-88.0,-83.0,-100.0,-86.0,-88.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 162348,38.0,25.0,-28.296289822580647,-15.708870592741937,-41.25193493548387,-0.23147230967741936,0.25807965291935486,9.992351411290326,-0.003826184024516129,-0.003380528309354839,-0.0010521462387903227,-0.025828734517187552,0.023241831617797824,2.035750659242753,1016.2487222580645,-71.0,-71.0,-100.0,-85.0,-100.0,-60.0,-71.0,-100.0,-79.0,-82.0,-86.0,-76.0,-63.0,-82.0,-100.0,-100.0,-68.0,-80.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-70.0,-72.0,-100.0,-100.0,-80.0,-78.0,-100.0,-100.0,-78.0,-100.0,-71.0,-73.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-88.0,-100.0,-64.0,-100.0,-100.0,-84.0,-100.0,-78.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-80.0,-79.0,-100.0,-83.0,-77.0,-85.0,-100.0,-88.0,-83.0,-100.0,-100.0,-100.0,-100.0,-90.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 162400,37.0,25.0,-28.711825739130436,-16.26260844347826,-40.14312999130435,-0.3536656172173912,0.15829279313739134,10.005716056521738,8.074028678260892e-05,-0.0004696226724347832,0.002068920746695651,-0.015818057186096746,0.03530686672614963,2.050570357364157,1016.2538942608695,-73.0,-72.0,-100.0,-82.0,-63.0,-63.0,-69.0,-100.0,-86.0,-78.0,-86.0,-80.0,-61.0,-100.0,-100.0,-100.0,-75.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-82.0,-62.0,-100.0,-81.0,-100.0,-71.0,-72.0,-100.0,-100.0,-78.0,-100.0,-87.0,-100.0,-100.0,-86.0,-78.0,-76.0,-75.0,-100.0,-86.0,-100.0,-100.0,-78.0,-100.0,-69.0,-100.0,-100.0,-68.0,-87.0,-82.0,-80.0,-82.0,-79.0,-71.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-85.0,-100.0,-83.0,-87.0,-100.0,-82.0,-83.0,-85.0,-86.0,-83.0,-100.0,-87.0,-90.0,-100.0,-86.0,-86.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 162413,36.0,25.0,-30.447079265486725,-15.318583796460176,-39.23893748672567,-0.21245480921238935,0.32903268545132736,10.000737588495575,0.0012749245506194697,0.0007117284317699117,8.561865946902665e-05,-0.032958873434356314,0.021252869049383824,1.99366261790284,1016.2628603539824,-72.0,-73.0,-100.0,-85.0,-67.0,-67.0,-73.0,-100.0,-77.0,-79.0,-79.0,-74.0,-61.0,-83.0,-100.0,-100.0,-75.0,-73.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-68.0,-100.0,-86.0,-100.0,-72.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-75.0,-69.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-68.0,-100.0,-83.0,-100.0,-83.0,-79.0,-72.0,-88.0,-81.0,-100.0,-85.0,-84.0,-100.0,-78.0,-100.0,-100.0,-84.0,-80.0,-100.0,-85.0,-100.0,-100.0,-100.0,-85.0,-88.0,-81.0,-87.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 162428,35.0,25.0,-30.140892357142857,-13.816071080357144,-40.02374941071429,-0.14318618543214284,0.3558277175,10.00535371875,-0.0004081891383928576,0.0010809696574107135,-0.006874895757410715,-0.03556466693823621,0.014322699526279103,1.9554422189082419,1016.2724522321429,-73.0,-72.0,-100.0,-100.0,-74.0,-73.0,-79.0,-100.0,-86.0,-73.0,-85.0,-71.0,-62.0,-84.0,-100.0,-100.0,-100.0,-78.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-73.0,-100.0,-80.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-80.0,-88.0,-100.0,-75.0,-100.0,-72.0,-69.0,-69.0,-90.0,-100.0,-100.0,-100.0,-69.0,-100.0,-71.0,-88.0,-92.0,-100.0,-89.0,-84.0,-82.0,-83.0,-80.0,-100.0,-100.0,-79.0,-100.0,-87.0,-87.0,-100.0,-74.0,-92.0,-100.0,-100.0,-79.0,-100.0,-83.0,-89.0,-83.0,-74.0,-100.0,-100.0,-79.0,-90.0,-100.0,-83.0,-100.0,-100.0,-86.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-85.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 162439,34.0,25.0,-29.5767182734375,-14.36343728125,-40.41093671875,-0.1281872278609375,0.24243903113906248,10.00569311328125,-7.139504515624954e-05,-0.0010802389137499996,-0.003136754819765625,-0.024249931891517883,0.012692616072453847,1.9908312819898129,1016.285305546875,-79.0,-79.0,-100.0,-85.0,-70.0,-100.0,-79.0,-100.0,-81.0,-79.0,-84.0,-72.0,-64.0,-78.0,-100.0,-100.0,-80.0,-82.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-86.0,-70.0,-100.0,-76.0,-100.0,-74.0,-69.0,-100.0,-100.0,-78.0,-78.0,-100.0,-89.0,-75.0,-100.0,-70.0,-100.0,-69.0,-81.0,-100.0,-100.0,-100.0,-70.0,-100.0,-65.0,-89.0,-100.0,-65.0,-90.0,-100.0,-100.0,-85.0,-77.0,-73.0,-88.0,-85.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-91.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-87.0,-77.0,-100.0,-100.0,-84.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 162452,33.0,25.0,-28.961718273437498,-14.663905984375,-38.917030726562494,-0.10287899582031249,0.2941029917265625,9.99095333203125,0.0018375591542187496,0.0004135175266406247,-0.0023397665879687493,-0.029424361249766613,0.010322758673282768,2.003327532671392,1016.29904375,-79.0,-79.0,-100.0,-88.0,-64.0,-64.0,-81.0,-100.0,-85.0,-100.0,-82.0,-73.0,-67.0,-80.0,-100.0,-100.0,-79.0,-72.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-72.0,-100.0,-75.0,-100.0,-70.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-76.0,-100.0,-75.0,-64.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-86.0,-100.0,-74.0,-88.0,-100.0,-79.0,-100.0,-77.0,-77.0,-100.0,-100.0,-100.0,-86.0,-85.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-87.0,-100.0,-86.0,-86.0,-100.0,-84.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-92.0,-100.0,-100.0,-84.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 162516,31.0,25.0,-28.038164770642204,-14.275596073394492,-38.270641816513766,-0.22233806949174312,0.3967906429174311,10.00194018348624,0.00553768973211009,-0.002780871647247708,-0.005186559557981652,-0.03966234165559938,0.022240455351009436,1.9881749590602489,1016.3098548623852,-79.0,-79.0,-100.0,-85.0,-72.0,-71.0,-80.0,-100.0,-100.0,-82.0,-86.0,-74.0,-62.0,-79.0,-100.0,-86.0,-80.0,-85.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-71.0,-73.0,-100.0,-100.0,-100.0,-72.0,-100.0,-92.0,-67.0,-100.0,-71.0,-67.0,-68.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-68.0,-100.0,-100.0,-68.0,-92.0,-100.0,-78.0,-79.0,-78.0,-72.0,-100.0,-77.0,-100.0,-100.0,-100.0,-86.0,-75.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-87.0,-81.0,-100.0,-90.0,-100.0,-78.0,-87.0,-81.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 162539,30.0,25.0,-30.319663436974793,-13.591260210084032,-37.34672226890756,-0.10245081780000001,0.18431892035126052,10.002475331932773,-0.0016379401035294114,0.0027075906184033617,-0.0045183802873949575,-0.01850654646646202,0.010289061782874743,1.970001118523734,1016.3258485714285,-74.0,-71.0,-100.0,-85.0,-100.0,-65.0,-77.0,-100.0,-100.0,-82.0,-82.0,-72.0,-100.0,-83.0,-100.0,-89.0,-85.0,-87.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-71.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-80.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-90.0,-100.0,-71.0,-90.0,-100.0,-71.0,-79.0,-76.0,-73.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-75.0,-90.0,-100.0,-100.0,-83.0,-100.0,-100.0,-90.0,-89.0,-100.0,-86.0,-86.0,-74.0,-88.0,-100.0,-86.0,-82.0,-100.0,-100.0,-87.0,-91.0,-100.0,-92.0,-86.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 162551,29.0,25.0,-30.950731268292685,-13.763902146341463,-37.246828747967484,-0.18655877756910566,0.23386030471544716,10.008964093495937,0.00034585908357723634,0.00047338552650406506,0.002140998072357723,-0.023480305027943522,0.01851987032539158,1.958710542539271,1016.331041382114,-75.0,-74.0,-100.0,-86.0,-100.0,-71.0,-79.0,-100.0,-100.0,-85.0,-86.0,-68.0,-64.0,-85.0,-100.0,-87.0,-100.0,-82.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-88.0,-87.0,-66.0,-75.0,-100.0,-100.0,-83.0,-100.0,-100.0,-93.0,-74.0,-100.0,-75.0,-71.0,-71.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-71.0,-100.0,-100.0,-72.0,-86.0,-100.0,-78.0,-100.0,-75.0,-72.0,-91.0,-81.0,-100.0,-86.0,-87.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-79.0,-88.0,-100.0,-84.0,-86.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-84.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
