Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1b:ad:a1:df:a8,70:5d:cc:1b:31:60,70:5d:cc:ea:72:5c,70:5d:cc:ea:72:5e,72:5d:cc:4b:31:60,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x2,86:25:19:b5:ef:50,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:x1,70:5d:cc:e8:73:1c,00:1a:ac:a0:de:m3,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:m2,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:x7,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:h9,70:5d:cc:e8:73:1e,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:d5,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:r3,ea:d8:d1:b4:cf:21,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:l2,32:24:a9:c6:2d:75,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:t2,88:36:6c:51:f3:22,00:1a:ac:a0:de:b2,70:5d:cc:b1:75:50,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:w1,00:1a:ab:a0:de:a7,00:1a:ab:a0:de:a3,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:u8,28:b3:71:0f:d8:ed,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:s9,00:1a:ac:a0:de:v5,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:x6,00:1a:ac:a0:de:v4,00:1a:ac:a0:de:q8
2021.05.22 150052,22.0,24.0,39.379894136842104,0.7035789284736842,-33.854525863157896,-0.39155278642105257,0.9105401070000001,9.66697999473684,-0.002745678637105263,-0.006941358136052631,-0.0021862545273684214,-0.09391711060153807,0.040479465598534554,-1.4651325018782364,1002.2809234736843,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-66.0,-57.0,-65.0,-100.0,-66.0,-56.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-70.0,-71.0,-77.0,-100.0,-54.0,-100.0,-35.0,-50.0,-65.0,-86.0,-60.0,-63.0,-37.0,-58.0,-100.0,-34.0,-50.0,-66.0,-82.0,-61.0,-62.0,-58.0,-79.0,-100.0,-100.0,-88.0,-69.0,-70.0,-59.0,-100.0,-31.0,-59.0,-100.0,-31.0,-37.0,-63.0,-100.0,-67.0,-100.0,-73.0,-73.0,-72.0,-54.0,-67.0,-72.0,-74.0,-50.0,-100.0,-100.0,-74.0,-73.0,-100.0,-100.0,-82.0,-81.0,-63.0,-61.0,-72.0,-100.0,-49.0,-100.0,-90.0,-80.0,-90.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150104,23.0,24.0,37.993490644970414,-1.0136094440236687,-36.627336686390535,-0.21876486724260355,0.8880079900591716,9.667177310650887,1.0843694082839881e-05,-0.005790568796153847,0.0010301574934911243,-0.09167762014728321,0.022700983584932836,-1.5055843873842227,1002.28286556213,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-49.0,-71.0,-100.0,-100.0,-48.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-80.0,-70.0,-80.0,-100.0,-57.0,-100.0,-40.0,-53.0,-71.0,-82.0,-65.0,-64.0,-36.0,-52.0,-100.0,-42.0,-58.0,-71.0,-83.0,-65.0,-64.0,-52.0,-83.0,-100.0,-87.0,-87.0,-75.0,-61.0,-63.0,-100.0,-34.0,-60.0,-100.0,-100.0,-38.0,-59.0,-100.0,-67.0,-100.0,-100.0,-76.0,-73.0,-57.0,-65.0,-100.0,-76.0,-58.0,-100.0,-100.0,-64.0,-64.0,-100.0,-100.0,-100.0,-76.0,-58.0,-60.0,-64.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-75.0,-57.0,-54.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150237,31.0,24.0,37.53432948969073,-0.5013401897938145,-25.92123677835051,-0.31004911960463916,0.9191513170103093,9.753113894329896,0.004657060092783506,-0.009037027116752578,0.0027929768249999997,-0.09400712618047426,0.031808940230325045,-1.515008144157449,1002.2742459793814,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-67.0,-51.0,-69.0,-100.0,-65.0,-51.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-79.0,-100.0,-100.0,-52.0,-79.0,-42.0,-52.0,-67.0,-79.0,-58.0,-69.0,-36.0,-48.0,-79.0,-42.0,-52.0,-100.0,-81.0,-57.0,-67.0,-50.0,-100.0,-100.0,-87.0,-90.0,-68.0,-100.0,-58.0,-100.0,-43.0,-58.0,-100.0,-43.0,-36.0,-62.0,-100.0,-72.0,-57.0,-70.0,-73.0,-75.0,-51.0,-70.0,-71.0,-72.0,-54.0,-100.0,-66.0,-73.0,-74.0,-100.0,-100.0,-76.0,-76.0,-63.0,-66.0,-67.0,-64.0,-46.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150249,32.0,24.0,40.00896502873563,-2.636206854022989,-27.90896517241379,-0.30381593868390805,1.1164135145977012,9.745295316091957,0.0006881012505747119,-0.006979311020402298,0.0029138974603448273,-0.11419769772596054,0.031217816463757223,-1.552730464387214,1002.2672466666668,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-68.0,-41.0,-57.0,-100.0,-69.0,-45.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-44.0,-100.0,-62.0,-67.0,-75.0,-100.0,-67.0,-72.0,-33.0,-43.0,-100.0,-62.0,-69.0,-75.0,-100.0,-64.0,-70.0,-43.0,-100.0,-56.0,-100.0,-100.0,-54.0,-78.0,-100.0,-100.0,-53.0,-100.0,-100.0,-51.0,-33.0,-78.0,-100.0,-81.0,-55.0,-70.0,-74.0,-76.0,-44.0,-82.0,-73.0,-72.0,-42.0,-100.0,-100.0,-60.0,-61.0,-100.0,-100.0,-85.0,-83.0,-73.0,-100.0,-100.0,-85.0,-62.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-60.0,-89.0,-75.0,-63.0,-87.0,-86.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150301,33.0,24.0,42.2117235862069,-5.334827513793104,-28.77965481034483,-0.37813251011839083,1.0102017681034483,9.687751902298851,0.004792132927873564,-0.00946138994051724,0.0005687366410919542,-0.10403210496337245,0.03908197063786755,-1.622960983336657,1002.2663498850574,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-57.0,-50.0,-68.0,-79.0,-57.0,-50.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-44.0,-100.0,-62.0,-66.0,-100.0,-100.0,-68.0,-70.0,-24.0,-34.0,-100.0,-62.0,-64.0,-100.0,-100.0,-68.0,-70.0,-34.0,-100.0,-55.0,-100.0,-100.0,-80.0,-82.0,-66.0,-100.0,-100.0,-67.0,-100.0,-100.0,-23.0,-86.0,-100.0,-87.0,-100.0,-70.0,-70.0,-100.0,-44.0,-87.0,-71.0,-72.0,-48.0,-100.0,-59.0,-61.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-87.0,-86.0,-60.0,-79.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150313,34.0,24.0,41.95828828342246,-9.165240420855614,-28.501603994652402,-0.33019498229411764,1.030825468342246,9.667363954545454,0.003237259036363636,-0.006121719107754011,0.002874660007754011,-0.10620918547246541,0.03417989616232476,-1.7147723761471836,1002.2684514438503,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-57.0,-48.0,-66.0,-100.0,-57.0,-49.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-37.0,-87.0,-65.0,-67.0,-72.0,-100.0,-64.0,-67.0,-25.0,-35.0,-86.0,-65.0,-67.0,-73.0,-100.0,-64.0,-69.0,-36.0,-100.0,-100.0,-100.0,-100.0,-56.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-26.0,-83.0,-100.0,-86.0,-48.0,-72.0,-68.0,-69.0,-37.0,-85.0,-72.0,-69.0,-42.0,-100.0,-100.0,-58.0,-63.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-70.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-87.0,-85.0,-59.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150336,36.0,24.0,33.78939713855422,-10.413252807228915,-24.315903301204816,-0.3274287174578313,0.9277820128313253,9.656017352409638,0.006837274831024098,-0.008581552618975903,0.002351463087650601,-0.09599409397152887,0.03410387486256893,-1.8067684805536846,1002.2645613253013,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-75.0,-56.0,-51.0,-70.0,-74.0,-56.0,-51.0,-70.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-40.0,-85.0,-56.0,-70.0,-73.0,-100.0,-63.0,-70.0,-36.0,-42.0,-85.0,-58.0,-70.0,-100.0,-100.0,-63.0,-71.0,-41.0,-100.0,-48.0,-100.0,-100.0,-62.0,-84.0,-73.0,-100.0,-52.0,-100.0,-100.0,-56.0,-36.0,-90.0,-100.0,-87.0,-49.0,-72.0,-64.0,-67.0,-40.0,-100.0,-72.0,-64.0,-48.0,-100.0,-53.0,-61.0,-59.0,-53.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-74.0,-100.0,-87.0,-87.0,-63.0,-72.0,-85.0,-86.0,-57.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150444,42.0,24.0,26.504301889534883,4.028023199418604,-24.279418302325578,-0.3363018183953488,0.8839197766860466,9.65900306395349,-0.0019249357462209308,-0.00785601123517442,0.0033277950200581398,-0.09132751423952187,0.034919910028652607,-1.3293390170086261,1002.2535140697673,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-75.0,-56.0,-51.0,-70.0,-74.0,-56.0,-51.0,-70.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-40.0,-85.0,-56.0,-70.0,-73.0,-100.0,-63.0,-70.0,-36.0,-42.0,-85.0,-58.0,-70.0,-100.0,-100.0,-63.0,-71.0,-41.0,-100.0,-48.0,-100.0,-100.0,-62.0,-84.0,-73.0,-100.0,-52.0,-100.0,-100.0,-56.0,-36.0,-90.0,-100.0,-87.0,-49.0,-72.0,-64.0,-67.0,-40.0,-100.0,-72.0,-64.0,-48.0,-100.0,-53.0,-61.0,-59.0,-53.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-74.0,-100.0,-87.0,-87.0,-63.0,-72.0,-85.0,-86.0,-57.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150455,43.0,24.0,28.64596446783626,3.0133332888888886,-24.371227789473682,-0.35287172612865497,0.820623130760234,9.66313806140351,0.0031436339514619885,-0.009741693192690058,0.0019933497578947367,-0.08472850406814733,0.036474215207833824,-1.3870538215191044,1002.2627327485379,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-74.0,-41.0,-48.0,-61.0,-71.0,-41.0,-49.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-90.0,-73.0,-75.0,-100.0,-100.0,-67.0,-74.0,-57.0,-68.0,-100.0,-73.0,-75.0,-100.0,-100.0,-66.0,-74.0,-68.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-90.0,-54.0,-63.0,-54.0,-65.0,-57.0,-100.0,-64.0,-55.0,-100.0,-100.0,-100.0,-73.0,-73.0,-56.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-69.0,-78.0,-83.0,-84.0,-84.0,-81.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150507,44.0,24.0,28.187646629411766,3.498352884705882,-23.480823288235293,-0.35017312326470595,0.7894809641764706,9.658111076470588,0.00019403965147058835,-0.009622924322941177,5.3899746764706346e-05,-0.0815931623911156,0.03631432129015374,-1.3724449522355024,1002.2518228823532,-88.0,-100.0,-100.0,-83.0,-100.0,-73.0,-61.0,-100.0,-36.0,-49.0,-59.0,-100.0,-36.0,-49.0,-59.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-70.0,-100.0,-100.0,-100.0,-67.0,-71.0,-60.0,-63.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-69.0,-64.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-63.0,-61.0,-100.0,-100.0,-100.0,-56.0,-67.0,-48.0,-62.0,-65.0,-100.0,-67.0,-49.0,-100.0,-100.0,-100.0,-73.0,-75.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-45.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-86.0,-100.0,-82.0,-87.0,-86.0,-88.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150518,45.0,24.0,28.243058435294117,3.6681175935294115,-23.440235011764702,-0.39443768708235294,0.8557299368235296,9.656111205882352,0.001257663837058824,-0.007693308871764707,-0.002849506664411765,-0.08838609693681489,0.04089832397533905,-1.360133927709916,1002.2348617058823,-87.0,-70.0,-100.0,-84.0,-100.0,-100.0,-64.0,-76.0,-52.0,-52.0,-58.0,-100.0,-50.0,-52.0,-57.0,-76.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-69.0,-80.0,-100.0,-88.0,-70.0,-70.0,-56.0,-68.0,-100.0,-67.0,-79.0,-100.0,-88.0,-100.0,-73.0,-67.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-55.0,-66.0,-51.0,-63.0,-60.0,-90.0,-67.0,-50.0,-75.0,-100.0,-73.0,-78.0,-78.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-49.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-73.0,-59.0,-87.0,-100.0,-82.0,-76.0,-84.0,-75.0,-57.0,-90.0,-87.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150651,53.0,24.0,32.87296249382716,3.6225925345679024,-16.65666648148148,-0.45976062160493825,0.9648780648148149,9.641775351851852,-0.0011840226296296295,-0.005275311600308642,0.002424607166358025,-0.09971212333551155,0.04765057689682748,-1.4032461731522172,1002.2243306172837,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-81.0,-39.0,-48.0,-57.0,-100.0,-39.0,-48.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-69.0,-76.0,-100.0,-100.0,-70.0,-68.0,-100.0,-67.0,-100.0,-72.0,-75.0,-100.0,-100.0,-69.0,-67.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-55.0,-66.0,-48.0,-58.0,-62.0,-100.0,-66.0,-50.0,-100.0,-100.0,-79.0,-79.0,-78.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-60.0,-100.0,-71.0,-84.0,-77.0,-84.0,-79.0,-56.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150702,54.0,24.0,35.15142819875776,2.062360215962733,-16.485465664596276,-0.4141820231925466,0.903208875652174,9.65252897515528,0.0024662262139751564,-0.006897844827639751,0.006613280374223604,-0.09326393983286356,0.0428441996448991,-1.4629235452746752,1002.2254705590063,-80.0,-74.0,-100.0,-66.0,-88.0,-52.0,-59.0,-65.0,-56.0,-36.0,-47.0,-64.0,-56.0,-41.0,-48.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-68.0,-74.0,-63.0,-71.0,-100.0,-74.0,-84.0,-100.0,-100.0,-67.0,-74.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-51.0,-65.0,-68.0,-59.0,-100.0,-100.0,-65.0,-67.0,-100.0,-100.0,-85.0,-85.0,-86.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-79.0,-100.0,-100.0,-73.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-69.0,-80.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
