Simulated_Time,True_X,True_Y,00:1a:be:a0:de:39,00:1a:be:a0:de:52,00:1a:be:a0:de:64,00:1a:be:a0:de:72,00:1a:be:a0:de:73,00:1a:be:a0:de:89,00:1a:be:a0:de:90,00:1a:be:a0:de:91,00:1a:be:a0:de:92,00:1a:be:a0:de:93,00:1a:be:a0:de:94,00:1a:be:a0:de:95,00:1a:be:a0:de:96,00:1a:be:a0:df:01,00:1a:be:a0:df:02,00:1a:be:a0:df:03,00:1a:be:a0:df:08,00:1a:be:a0:df:11,00:1a:be:a0:df:20,00:1a:be:a0:df:22,00:1a:be:a0:df:28,00:1a:be:a0:df:29,00:1a:be:a0:df:36,00:1a:be:a0:df:45,00:1a:be:a0:df:46,00:1a:be:a0:df:47,00:1a:be:a0:df:48,00:1a:be:a0:df:49,00:1a:be:a0:df:50,00:1a:be:a0:df:51,00:1a:be:a0:df:52,00:1a:be:a0:df:56,00:1a:be:a0:df:57,00:1a:be:a0:df:58,00:1a:be:a0:df:64,00:1a:be:a0:df:67,00:1a:be:a0:df:73,00:1a:be:a0:df:75,00:1a:be:a0:de:40,00:1a:be:a0:de:43,00:1a:be:a0:de:53,00:1a:be:a0:de:66,00:1a:be:a0:df:12,00:1a:be:a0:df:68,00:1a:be:a0:df:74,00:1a:be:a0:de:80,00:1a:be:a0:de:37,00:1a:be:a0:de:48,00:1a:be:a0:df:13,00:1a:be:a0:df:69,00:1a:be:a0:de:56,00:1a:be:a0:de:59,00:1a:be:a0:de:84,00:1a:be:a0:df:34,00:1a:be:a0:df:40,00:1a:be:a0:de:78,00:1a:be:a0:de:65,00:1a:be:a0:df:21,00:1a:be:a0:de:82,00:1a:be:a0:df:38,00:1a:be:a0:de:81,00:1a:be:a0:df:14,00:1a:be:a0:df:37,00:1a:be:a0:df:70,00:1a:be:a0:de:44,00:1a:be:a0:de:57,00:1a:be:a0:de:67,00:1a:be:a0:df:23,00:1a:be:a0:df:06,00:1a:be:a0:de:79,00:1a:be:a0:df:35,00:1a:be:a0:de:83,00:1a:be:a0:df:15,00:1a:be:a0:df:39,00:1a:be:a0:df:71,00:1a:be:a0:de:38,00:1a:be:a0:de:51,00:1a:be:a0:de:68,00:1a:be:a0:df:24,00:1a:be:a0:de:60,00:1a:be:a0:de:05,00:1a:be:a0:df:09,00:1a:be:a0:df:65,00:1a:be:a0:de:33,00:1a:be:a0:de:32,00:1a:be:a0:de:97,00:1a:be:a0:df:53,00:1a:be:a0:de:86,00:1a:be:a0:df:44,00:1a:be:a0:df:62,00:1a:be:a0:de:55,00:1a:be:a0:de:88,00:1a:be:a0:de:41,00:1a:be:a0:de:49,00:1a:be:a0:de:54,00:1a:be:a0:df:10,00:1a:be:a0:df:66,00:1a:be:a0:df:42,00:1a:be:a0:de:70,00:1a:be:a0:de:08,00:1a:be:a0:de:12,00:1a:be:a0:de:69,00:1a:be:a0:df:25,00:1a:be:a0:de:74,00:1a:be:a0:df:26,00:1a:be:a0:de:85,00:1a:be:a0:de:62,00:1a:be:a0:df:30,00:1a:be:a0:df:41,00:1a:be:a0:df:18,00:1a:be:a0:de:76,00:1a:be:a0:df:32,00:1a:be:a0:de:98,00:1a:be:a0:de:87,00:1a:be:a0:df:43,00:1a:be:a0:df:54,00:1a:be:a0:de:71,00:1a:be:a0:de:75,00:1a:be:a0:df:27,00:1a:be:a0:df:31,00:1a:be:a0:de:17,00:1a:be:a0:df:04,00:1a:be:a0:df:59,00:1a:be:a0:de:15,00:1a:be:a0:df:05,00:1a:be:a0:df:60,00:1a:be:a0:de:63,00:1a:be:a0:df:19,00:1a:be:a0:de:02,00:1a:be:a0:de:99,00:1a:be:a0:df:55,00:1a:be:a0:de:16,00:1a:be:a0:de:77,00:1a:be:a0:de:27,00:1a:be:a0:de:30,00:1a:be:a0:df:33,00:1a:be:a0:de:26,00:1a:be:a0:de:61,00:1a:be:a0:df:61,00:1a:be:a0:de:01,00:1a:be:a0:de:03,00:1a:be:a0:de:04,00:1a:be:a0:de:24
2026-01-01 12:00:25.000,99.0,72.0,,,-77.2140672537837,-72.49539296385022,-65.0457772329441,-63.02046054355623,-72.80118033583258,,,-83.87765660401138,,-82.64961179201262,,-75.51814933815527,-84.8429110128278,,,,-81.4267746191252,-73.63867713268768,-67.94221428782598,-48.77366742571954,-79.22553291284513,-59.1654367920517,-77.17470926793862,,,-70.50885790501472,,,,-71.9756296601624,-83.5643487496447,,-88.3534797426691,,,,,-70.71436104125017,,-73.1065256134173,,,,-82.9550087853429,-92.32755687856937,,-80.78755085663825,-84.92920851081544,-67.33471556152948,-93.72125584460646,-92.05098561411067,-77.62544860526721,,-89.5948368209801,-82.70390188325392,-81.9589754820563,,-86.09607204155398,-93.7256765551252,,-86.41237018714757,-89.95626880760561,-88.93104842091272,-78.96293084762728,-88.08668550144496,-82.16377664778226,,,,,,,,,,,,,,-94.14929358634656,,-91.06036692612417,,,,,,,,,,,,,,,,-92.60129656838424,,,,,,,,,,,,,-94.91192629259213,,,,,,,,,,,,,-94.64368844682323,,,,,,,,,,-94.86961338600454,-91.99500359075327,,-92.96234317386458,-92.23006350048712,,,-93.25480654879966
2026-01-01 12:00:25.500,98.5,72.5,,,-80.94296583082948,-64.78806993752403,-60.448560917527196,-67.6254226741431,-80.68953854942171,,,-80.22049523935708,,-90.4228921670116,,-74.87552386239948,-86.15265527033662,,,,-74.61529466117157,-64.05380370208215,-74.4601050372435,-58.42256906912097,-82.27826879617544,-67.91168985312189,-80.0893939268951,-91.32857728816803,,-80.29941566372584,-91.08899822873448,-93.17519519016575,,-77.44789233113138,-94.07175198771539,,,-93.97750806481093,,,,-60.268626856942696,,-71.29546615910913,,,,-86.35341975144473,,,-87.35487634719907,-87.66779186647764,-71.55497917410797,,,-78.4744841249361,,-78.73526814761058,-85.3895717925241,-78.54417998878648,,-78.28929590512368,,,-92.4891957053335,-94.02988368332466,,-86.89536473952974,-78.52207667218973,-86.41334326756396,,,,,,-93.9664035615906,,,,,,,,,-91.56607880919756,,-94.88800597429133,-92.18026940192172,,,,,,,,,,,,,,-89.0978571128006,,,,,,,,-92.0027733457625,,,,,,,,,,,,-92.67095043297877,,,,,,,,,-94.0513214752349,,,-89.5968783105777,,,,,,,,-94.25742326555181,,,
2026-01-01 12:00:26.000,98.0,73.0,,,-78.38552545639479,-67.4952686033673,-61.30912277456598,-68.60494322460823,-74.05674711051928,,,-80.2189624426058,,-87.32726972112992,,-79.09370129136113,-89.38024691505495,,-83.23440995584426,,-76.7572932500147,-69.71388706525853,-70.34226778882986,-51.37613757446145,-78.15064664800524,-72.70621051340183,-74.95226881498273,-89.96386326577314,,-80.18979089786836,-90.72451893296078,-88.44964147829049,,-78.14463762509558,,,-92.74481908681322,,-91.41189351388036,,,-63.051244214075126,-87.62369840872817,-68.17591830990104,,,-94.0117800103284,-81.10596924357151,,,-89.8579174242162,-83.19153086436866,-62.478777961864395,,,-80.24823127242685,,-77.60997770191943,-85.36396977792715,-80.20358493462038,,-78.72195084242644,,,,,-86.84864548327259,-86.17171394838249,-79.31850816770361,-77.9795940667432,,,,-94.09701002541135,-94.679176443071,,,,-90.84041365147732,,,,,-88.63138921160927,,,,,,,,,,,,,-89.5707207249387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-94.43838697017551,,,,,,,-94.1076905263512,,,,,,
2026-01-01 12:00:26.500,97.5,73.5,,,-72.63285961184212,-70.6697921987727,-62.15810330222247,-69.13668291715446,-76.40014447936795,,,-73.61959520147133,-92.18810375396235,-88.96432298479681,,-74.79287030328824,,,,,-83.6988270407809,-75.08534720480142,-59.75794640163876,-59.12063255727659,-81.80387277617534,-72.53821859055618,-72.75674043570626,-88.29821236761083,,-86.46658427907781,-89.34550662964429,-89.77882649848348,,-66.48009664258876,,,-89.65872382513444,,,,,-65.41382989154583,-94.69734988180757,-66.90370582970677,,,,-77.37911677064211,,,-80.19987718299052,-87.87957453464318,-65.42848786616267,,,-87.75511314395548,,-72.17455115047073,-86.3272752537948,-83.64923493852633,-93.40461258519068,-82.78337652451124,,-90.83057553192236,-91.24704488302162,-94.52223846218897,-84.50247634526916,-86.46153198232415,-80.96999582826516,-80.88741358551478,,,,,,,,,,,,,,,,,,,,-94.23395881853844,,,,,,,,-93.99769846256773,,,,,,,,,-93.13202256625041,,,,,,,-93.54661489255048,,,,,,,-93.83072744691019,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-01 12:00:27.000,97.0,74.0,,,-75.81441796054347,-64.00911431626893,-65.14078942112262,-67.65998040553943,-77.29208108773697,-91.57428850669444,,-88.77334251936091,-87.02717489745599,,-94.65742747912594,-71.53768391636139,,,,,-76.59614776982463,-75.56976991761847,-64.07191977979923,-57.00246152520819,-73.16763568314629,-61.27701095962649,-87.91862780246484,-86.74056069770332,,-86.26459338783428,-93.29292974457513,,,-69.78463184646148,,,-77.16245881241994,,,,,-67.50294978740229,,-72.35980992737882,,,,-79.36068300536701,,,-79.91321553679239,-79.94232164461715,-59.18365361780904,,,-85.08774685074566,,-85.60306199436344,-89.26361868418444,-88.86705932550541,-80.31185230610001,-80.63747731640048,-89.04857709514057,-88.256876672601,-89.56933757348129,-91.32063707276151,-83.66661034349713,-84.19395730033209,-81.99382336098962,-77.26165088037011,-94.66651620253646,,,,-94.47061525428059,,,,,,,,-94.7758057366165,,,,,,,-93.98379317348297,,,-90.50538782079614,,,,,,,,-94.57408595308709,,,,,,,,,-94.39986005450535,,,,,,,,,,,,,,,,,,-88.96569777634889,,,,,,,-94.38117581304401,,,,,,,,,,
2026-01-01 12:00:27.500,96.5,74.5,,,-82.95407729899772,-56.833064060209956,-66.37411541814465,-59.5575989046079,-79.83843697685192,,,-92.19590415040487,,-90.17100818181825,,-73.56675386166685,,,-93.82731007422545,,-69.6913586373054,-61.68657627806827,-63.98650491558595,-64.59076173570216,-67.84041437315845,-64.08334197215208,-76.63006983298405,,-93.26963709231725,-90.63773755438716,-94.38074127352186,-93.89125254721253,,-73.7259221564365,-89.96160939058596,,-82.23237121613708,,,,,-65.88764884636294,,-77.19734951092106,,,,-70.82120983271444,,,-89.36467718485156,,-76.69832858733123,,,-88.85442229041497,,-83.53684941536102,-89.79754771400151,-85.51667155195102,-74.46916316911377,-83.77377310200824,-88.80018933747316,-83.45693800672602,-88.97877281456066,-89.18524697901229,-90.25484615018297,-87.68101191741913,-83.95599328202988,-83.84286071075447,,-92.9941699250129,-90.83062585841883,,,,,,,,,,,,,-94.23470136948747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-94.51422184047523,,,,,,,,,,,,,,
2026-01-01 12:00:28.000,96.0,75.0,,,-79.2328990137017,-67.00678046392768,-59.6376045396507,-65.96190438986518,-75.29789036597853,,,,-82.96509789363212,-83.83100644729097,,-74.29064317110648,,,-81.63378229428497,,-82.14543110194325,-64.22970684749427,-60.2662606912982,-59.31456209120551,-72.47676602566928,-73.75664691981521,-73.21229490992913,,,,-90.6345645726041,-83.73326217051418,-93.62450807334002,-72.89634282344586,,,-93.55918765172008,,,,,-71.14487088339105,,-66.80378637440297,,,,-67.25374450561374,,,,,-82.56839618648952,,,-91.06663284644003,,-89.65227268722082,-90.74410519676894,-85.6193464907172,-81.92509874027027,-85.26958836962623,-90.47920373258792,-87.65244451281036,-94.21314780541823,-85.97344719992806,-84.7710235891815,-85.29547176745864,-85.80102079985032,-84.31773041718898,,-87.3060187870361,-91.07892797387093,,,,,,,,,,,,,,-88.6385543834299,,,,,,,,,,,,,,,-94.42006236118773,,,,,,,,,,,,-85.70399148701358,,,,,-94.33399483769965,,,,,,,,,,,,,,,,,,,,,-92.78965807453524,,,,,
2026-01-01 12:00:28.500,95.5,75.5,,,-76.43747744658884,-61.74978281171887,-58.47095418962472,-68.26198960991528,-77.92519592322208,-91.87139628071489,-94.0586459855341,-91.58495412981718,,-84.5975224409241,,-77.86344706238428,,-91.17760764549425,-88.2143780970725,-93.79048885362282,-71.67442096216857,-64.36740231279899,-60.57769324252212,-61.19610910712835,-69.84431094879302,-62.65208770864601,-74.02471709643972,,-88.1879296322221,-93.98656657528448,-94.48164668813554,-94.10517473133518,,-78.37947147083302,,,-85.69629748712146,-94.51713193443574,,,-90.90746462074779,-72.18433581296851,,-63.15148938073766,-92.21670281218314,,,-72.7421551615047,,,-88.92701206266736,-84.59269835378528,-84.62311869015677,,,-86.63762635491561,-94.76396562789824,-78.99603604129214,,-88.75154403872544,-81.15445546308511,-72.5566811410366,-93.41556645104949,-88.48014128160942,-85.24226635124197,-80.8744908442094,-90.988418015157,-89.16149117482009,-80.44603016080576,-81.68430478582779,,-88.22458548734559,-84.50921957247543,,-93.68330319273588,,,,,-92.64106477388091,,-93.76298199875944,,,,,,,,,,,,,,,,,,,,,,,-93.53855658297192,,,-94.91189753900484,,,,-94.73847156868659,,,,,,,,-94.94700611926753,,-91.9423727833737,,,-92.69722197148201,,,,,,,-91.06558850057381,,,,,,,,,,,,,
2026-01-01 12:00:29.000,95.0,76.0,,,-77.3378426540002,-67.53625766572885,-51.41674380550468,-65.78957719267152,-74.26782405630377,-88.79405318207024,,-86.59406058502987,,-90.60513724613068,,-78.74981691499453,,-94.72284525198728,-83.42355249299534,,-73.99473951585776,-61.863760296632876,-62.19493101468914,-69.42670995240985,-67.33174925499915,-69.89553865106295,-74.40391338307718,,,-87.76254811244156,-92.20357017316199,,,-66.04740198007975,,,-86.37843685208261,-92.84877520981608,,,,-82.81980602111267,,-59.506620246952686,,,,-72.41368085720096,,,-75.88456400487105,-77.05735745112302,-71.71556598282051,,-89.41673655905043,-77.89487900502148,,-75.25612489784619,-83.58825807121137,-84.65290590677786,-88.53356502588744,-78.4897036987294,-87.44007153002345,-86.73353852808368,-81.30003412259916,-83.83051221705684,,-79.83746027930323,-79.51994550099965,-83.12398860774093,,-79.17002312669217,-88.77495764630984,,,,,,,,,,,,,,,,,-93.86620084279757,,,,,,,,,,-94.44355283069395,,,,,,,,,,,,,,,,,,,,,,,,,-94.46186680793093,-94.67641769039064,,,,,,,,,,,,,,,-93.3379251133899,,,,
2026-01-01 12:00:29.500,94.5,76.5,,,-79.0258938393981,-64.23115602119763,-54.00523176580337,-70.05471351023448,-79.07232433810793,-92.87591879017782,,-92.80489823893619,,,,-76.00009124377164,,,-81.43056234139482,,-76.90400805406965,-59.58901715712331,-61.78529048754972,-63.53095398704781,-64.91077304952998,-70.95083065420553,-81.97432804650184,,-92.41126135792,-91.5873482915043,,,,-74.22706254506248,,-94.56860858539459,-76.56268913590957,,,,,-79.50765811705114,,-58.19766001342788,,,,-70.63176701081059,,,-81.06651813249614,-81.04164129478691,-83.88415373779326,-90.04512247971982,-92.05539272112168,-79.53851520811892,,-80.21685432531436,-87.80156898487256,-83.38842380811703,-89.59811689857396,-83.63902553176803,-86.41760699752412,-82.22876687265091,-80.6234480998804,-83.06964265901222,,-85.5919109177519,-77.27198014954182,-80.60037122836836,,-85.82914075014368,-87.19797630730861,-89.26670698849392,,,-92.53213021986815,,-92.71796816373126,,,,,,,,,-94.59608737834564,,,,,,,-94.81743546974496,,,,,,,,,,,,,,,,,,,-89.02522330656706,,,,,,,,,,,,,,,,,,,,,,,-94.60092327530029,,,,,,,,
2026-01-01 12:00:30.000,94.0,77.0,,,-63.42862516926371,-56.189699890244256,-65.79105141615382,-73.58828861427733,-80.10588668595402,,,,,,,-77.33815461172892,,,-78.29431004714195,-93.35723238890695,-65.34757201483966,-64.45500412089808,-58.90638876879044,-55.40301805245857,-63.07139513426406,-76.26810277552156,-74.8392603338334,,,-94.23254740483846,,,,-65.18221001077346,,,-84.57358807882594,,,,-94.80015903155305,-75.22628365555289,,-62.702020067071295,,,,-76.10974628169332,,,-72.5098724529609,-82.38576550366301,-71.84887959344273,,-91.65938606150904,-81.14824429023187,,-73.79191557298603,-86.90383964152306,-88.65249621222227,-76.05120956063924,-77.4356429047025,-82.30236723246396,-85.72637401783578,-85.92045663543936,-89.33839444040888,,-93.17993425377512,-74.74558937198388,-76.04641344887868,,-84.91086926520917,-88.50962340026102,-94.07283162333614,,-88.48055408414837,,-93.46164906077647,,,,,-94.63404024174257,,,,,,-94.74652724498401,-90.1182477556838,,,-93.73405070566935,,,,,,,,,,,,-91.89094465712948,-94.8485947946159,,,,,,,,-90.69726220711956,,-87.73688216393793,,,,,,,,-94.80699655664608,-94.47380955685102,,,,,,,,,,,,,,,,-92.57024757209726,,,,
2026-01-01 12:00:30.500,93.5,77.5,,,-72.59477578423373,-58.29633026145363,-58.45822155441009,-77.81318941414578,-83.3659962596638,,,,,-88.57996218142186,,-71.20769481887723,,,-78.28330331774087,-93.94330400146985,-83.45411138357312,-68.42373132881247,-69.26988955197939,-56.096406165721355,-77.3589384728274,-74.54776866357788,-80.582728509569,-94.59637785160066,,-92.72149927578045,,,,-83.78948008963164,,,-73.65054065959114,,,,,-75.1812220487021,,-59.085013865605774,,,,-69.93816310595074,,,-65.33690293921299,-75.80312134174152,-74.25433101701611,,,-80.05296215006052,-94.11918558695528,-74.84805222548377,-79.0259866994614,-88.84359317097653,-82.96586954887832,-72.63401165949911,-88.32718991403983,-78.63610407988077,-85.40710540114732,-78.18290562509154,,,-76.45066748223942,-78.67702886358376,,-79.9266216040636,-82.63453283239451,-83.50487620571674,-94.76105357474594,-85.64879158909756,-80.70453170789398,,-86.45307989447949,,-84.90542535530639,,,,,,,,,,-90.35807172683738,,-93.21641245975832,,,,,,,,,,,,,,,,-91.80273078254123,,,,,,,,-94.36698624194018,,-92.47579189893814,,,,,,,,,,,,,,,,,,,,,,,-94.61841201431328,,,
2026-01-01 12:00:31.000,93.0,78.0,,,-84.4655813092545,-59.743860038965664,-65.31574114831477,-70.65801649882408,-86.57958119881394,,,,,-93.5721927303881,,-78.11397340030733,,-93.64120749757666,-84.88271310288545,,-81.5725379422045,-71.17138412489032,-56.0139679946733,-61.362036664646254,-93.09514629609983,-75.28176118928727,-78.07853125048864,,,,,,,,,,-76.78808205813893,-90.23751289580103,,,,-83.36655359330145,,-76.72433573824554,,,,-69.24891702028253,,,-72.70389786692377,-70.58608344963183,-71.49084336388506,,,-68.14499352175675,,-73.38639204419003,-82.64626464252278,-74.71089335516498,-86.85235156166435,-77.48588542895224,-84.01451003219854,-70.68512154830137,-83.43152599660333,-72.70947539121205,,,-60.69553820009218,-75.77921405160592,,-81.39479482087405,-86.88896456563951,,-87.99335089736616,,-84.27879853514895,-85.10301694823306,-90.879069113134,-93.1565548109988,-78.47034813475643,,,,,,,-93.54570687313532,,,,,,-94.59213091272997,,,,,,,-92.08443488365279,,,,,,,,,-94.37009525393094,,,,,,,-93.67068443098663,,,,,,-93.05874533359908,-93.798942006092,,,,,,,,,-94.93070128130901,,,,,,,,,-94.74995638842407,,,
2026-01-01 12:00:31.500,92.5,78.5,,,-75.99880677795049,-51.313758359610055,-57.63912894950222,-66.99372259115809,-78.07430238757149,,,,,-89.06059384710632,,-78.56297899797957,,,-88.18678060053949,,-84.44989288786105,-30.19301293301314,-58.39883000520507,-55.64053503662822,-86.4019747547774,-73.92371415940168,-80.11198457742348,,,,,,-91.47101343353265,-92.17801964940163,,,,,,-94.31292747416117,,-68.01344357218944,-92.57861097022484,-31.800400124330242,,,,-67.70894152072825,-93.32688387151128,,-62.29221053628383,-61.89174347809401,-64.9278393364805,-94.21948571742718,,-70.09763359758479,,-72.69751982480119,-86.31627933322463,-87.84416052303668,-79.4619061032274,-77.27029366920168,-73.45210881891263,-70.40021440782726,-84.16263922514852,-74.9359919656575,,-89.8623103798432,-68.58330054821066,-76.47892684177319,,-86.7605787057489,-86.40062859755216,-92.7060905739977,-87.29870251252336,,-86.30703217282792,,-92.19632185514041,-92.51441751119752,-83.32962712468624,-90.23363351340883,,,,,,,,,,,,,,,,,,-94.38484432989291,,,,,,-93.99181772378645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-01 12:00:32.000,92.0,79.0,,,-73.21820169494106,-54.32953231848576,-49.18483259583916,-72.49722485986582,-73.60123225233642,,-93.30612967850551,,,,,-75.55473549646962,,,,,-76.77101457705601,-30.0,-50.728546349155344,-49.92394664666675,-60.748776251763466,-71.46493954439592,-82.05586338150718,,,,-92.40844745234523,,,-84.19317637086615,,,,,,,,-65.59439626967495,,-30.0,,,,-69.99142857576203,,,-66.49434626306943,-55.62325530467769,-68.11855627580051,,,-67.9114490703818,-91.60588181116114,-69.93216139476779,-87.28150384346613,-86.17178964731046,-74.93933252105818,-69.94077667208401,-82.82160493749345,-70.38143277055156,-76.83682803286804,-72.8532887304305,,-93.91375909841135,-69.73648953767844,-68.80120762862757,,-83.11476585796007,-84.88733711457262,-86.90503641714702,,,,-93.13564763976456,,,,,-91.06836796444807,,,,,,,,,,,,-91.36236195797301,-93.79609104234541,,,,,,,,,,,-94.49421668388374,,,,,,,,,-93.6278031486396,,,,,,,,,-94.80169709522673,,,,,,,-90.87149276077577,,,,,,,,-93.81967721135342,,,,,-94.02866063236696
2026-01-01 12:00:32.500,91.5,79.5,-86.2412150766744,,-78.12588427988318,-55.118442241876856,-49.37621103337928,-78.35580417862901,-78.18623541086902,-88.56405076759773,,,,,,-81.5790818391853,,,,,-75.65312926666618,-32.43167691773128,-52.44310174442764,-52.33870330908432,-54.244525118650024,-76.36788371220305,-74.49967130871636,,,,,,,-86.63468827923289,,-93.72698241547899,-94.97445132490299,,,,,-77.22002024926952,,-30.0,,,,-67.15607768191302,,,-71.97628797646699,-59.30634492680857,-77.17930069995272,,,-76.25990331450693,,-79.2900347532426,-80.56046658812768,-77.0418456177381,-73.85105090120237,-78.87001213203983,-77.30839674153239,-77.38561810003503,-81.34830994256546,-74.35848605544753,-94.19763061706662,,-74.09799776594625,-72.17882523438698,,-86.75601275679446,-82.26104314032584,-91.61183833133765,,-93.7978312648932,-94.43362571052631,,,,,,-93.83242975035506,-93.23372324188401,-91.19815504444234,,,,,,,,,,,-89.40439570419338,,,,,,,,,,,,,-90.09970840591589,,,,,,,,,,,,,-93.00765988208752,,,,,,,,,,,,,-93.36281709379455,,,,,,,,,,
2026-01-01 12:00:33.000,91.0,80.0,,,-66.59813364149156,-55.68833705547561,-54.514271893149186,-73.57896204515922,-73.11135232860869,-86.34173123077095,,,,-88.6589357985641,,-88.41937173334745,,-94.64081800932998,,,-70.58639437424694,-58.82455050459509,-62.367880160792886,-51.86102901148975,-64.99663007363814,-73.14237054120768,-83.02392703163176,-90.22417710006026,,,,,,-82.10504751071741,,,-75.64680814058732,,-89.81759865325539,,,-78.79740147388179,,-53.708585077411115,,,,-65.71459012753967,,,-65.07397727676103,-66.15179058999098,-80.47572963236075,,,-76.57324409077755,,-75.7602513944999,-82.94621542445708,-81.45320200001304,-64.6033821169947,-76.59053009805983,-77.88474545236141,-77.36661118575647,-74.0405852824192,-80.80411235962752,,,-78.27237367799465,-74.6601130408437,,-79.87841105367363,-81.46634616478362,,,,,,,,,,-87.03891997469543,-84.73958417227844,-82.10298868880407,,,,-94.315700352873,,,,,-92.92228483298157,,,,-90.66886221173156,,,,-91.00251037634088,-92.92011523283232,,-93.32339440050552,,,,,,,,,,,,,,,,,,,,,,,,-93.43987785861076,,,,,,-89.85286536832315,,,-91.81107689941003,,,,,,,
2026-01-01 12:00:33.500,90.5,80.5,,,-67.14788836006088,-57.61935022872318,-50.46803376863583,-73.15481571238088,-83.32912615336497,-91.69625130895976,,,,,,,,,-92.32882287616748,,-68.96568099850539,-58.99824381918348,-50.599548579047834,-59.932665218366175,-66.39877058013174,-72.14850370165767,-83.05525186527926,-87.48248432870176,,,,,-93.70451886326205,-81.64642310542023,,,-83.3993022167649,,,,,-78.79792174976369,,-60.24343703592718,,,,-58.16180748016552,-93.54917465206846,,-61.78046419103735,-54.756597781360185,-78.6628007301608,,,-76.02816391517621,,-66.868555552118,-86.490394903869,-85.08321856940672,-69.66383947746839,-69.66599826451986,-80.39316548660396,-82.10346454343286,-79.0066350325804,-76.62985811830498,,,-89.86011673132722,-83.88904913903826,,-86.26796666760507,-85.88958289481337,,,,,-94.22133912618311,-94.91452793168773,,-93.53344264632321,,-83.02638577068933,-91.04489874436447,-94.97255037683229,,,,,,,,-94.93455241035362,,,,,,,,,,,,,,,,,,,,,,-91.74782358346954,,,-93.27938786692124,,,,,,,,,,,,-93.12804103588762,,,,-94.3389758684449,,,,,,,,,,,
2026-01-01 12:00:34.000,90.0,81.0,,,-63.59259077296633,-61.54026449868005,-60.60571631986372,-68.85220309698431,-83.09579996173667,-89.54139353848102,,,,,,,,,-65.05607580981766,,-68.43269428945425,-67.01672384166334,-55.069732655447034,-55.51654853820369,-78.2429116531558,-66.50123131396649,-82.04962518330996,-92.45616399822329,,,,,,-87.7237355126614,,,,-86.9908679131062,,,,-74.34148147905643,,-61.52913550752393,,,,-79.07140610647274,,,-50.9488398472747,-61.58977089293062,-88.26333350120706,,,-72.14543353737567,,-67.8883112032022,-88.17006561800991,-86.03647140228868,-78.65974508708511,-72.4068167617027,-81.39077461117681,-74.64947725329569,-87.64424978114356,-75.95816374890231,,,,,,-85.69113110884932,-85.62874118193174,-90.75137374527752,,-82.15149573877082,,-92.05565117272715,,,,,-81.97504994716445,-87.59330052773703,-94.5584727803142,-86.36696299882445,,,,-91.23362761827954,,,,,,-93.54021342791567,-91.15095268437113,,-84.99232059996723,-90.17153458424235,,,,,,-94.6092808948038,,,,,,,,,-94.95588555688941,,,,,-91.99709307874008,,,-93.77384226709516,-92.98974903204015,,,-94.43807586320108,-91.50153970624956,,,,-93.90907550749283,,,,,,,,,,,,,
2026-01-01 12:00:34.500,89.5,81.5,,,-72.8113802571947,-55.82806383515003,-56.40279513451688,-78.47788535343685,-81.87552123588746,,,,,-91.03860967254009,,-91.33827049726665,,,-79.03045128176058,,-75.82473698231013,-60.16963099092657,-57.424591015361635,-52.395202762188056,-79.38356635771869,-82.81916109924077,-79.04738776539243,-86.962259603972,,,-94.9713561625587,-93.78138651705471,,-91.10748468229518,,,-85.23749759507645,,,,,-77.98971565304414,,-62.090472924585136,,,,-68.50069350074916,,,-62.951430133057784,-51.76353589302505,,,,-70.0542176440912,,-67.79703401821791,-80.03508261940475,-84.65149941786197,-78.22928545169117,-71.96867764156637,-78.84842979832355,-70.43987327251526,-75.76920962695755,-65.07643945629066,,,-88.73710317967702,-75.49052964690763,,-81.86356170973504,-81.54637973923884,-87.09192479062796,,-78.81824016446862,,,,,-94.83613458332738,,-87.08768027336284,,-90.818146265849,-86.500928946197,,-92.39953639324717,,,,,,,,,,,,,,,,,,,-94.85470950667775,,,,,,,-94.0585999107167,,,,,,,,,,,,,,,,,-94.47726872587384,,,,,,,,,,,-93.41638214329058,,,
