Time,Mag_x,Mag_y,Mag_z,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Orn_x,Orn_y,Orn_z,Pressure,True_X,True_Y,00:1a:be:a0:de:33,00:1a:be:a0:de:69,00:1a:be:a0:de:70,00:1a:be:a0:de:72,00:1a:be:a0:de:73,00:1a:be:a0:de:78,00:1a:be:a0:de:79,00:1a:be:a0:de:85,00:1a:be:a0:de:86,00:1a:be:a0:df:13,00:1a:be:a0:df:14,00:1a:be:a0:df:25,00:1a:be:a0:df:26,00:1a:be:a0:df:28,00:1a:be:a0:df:29,00:1a:be:a0:df:35,00:1a:be:a0:df:41,00:1a:be:a0:df:42,00:1a:be:a0:df:69,00:1a:be:a0:df:70,00:1a:be:a0:de:39,00:1a:be:a0:de:40,00:1a:be:a0:de:52,00:1a:be:a0:de:53,00:1a:be:a0:de:89,00:1a:be:a0:de:90,00:1a:be:a0:de:91,00:1a:be:a0:de:92,00:1a:be:a0:de:94,00:1a:be:a0:de:95,00:1a:be:a0:de:96,00:1a:be:a0:df:08,00:1a:be:a0:df:11,00:1a:be:a0:df:12,00:1a:be:a0:df:20,00:1a:be:a0:df:45,00:1a:be:a0:df:46,00:1a:be:a0:df:47,00:1a:be:a0:df:48,00:1a:be:a0:df:50,00:1a:be:a0:df:51,00:1a:be:a0:df:52,00:1a:be:a0:df:56,00:1a:be:a0:df:67,00:1a:be:a0:df:68,00:1a:be:a0:df:73,00:1a:be:a0:de:35,00:1a:be:a0:de:80,00:1a:be:a0:de:93,00:1a:be:a0:df:49,00:1a:be:a0:df:75,00:1a:be:a0:df:01,00:1a:be:a0:df:03,00:1a:be:a0:df:22,00:1a:be:a0:df:34,00:1a:be:a0:df:58,00:1a:be:a0:de:66,00:1a:be:a0:df:36,00:1a:be:a0:de:64,00:1a:be:a0:de:65,00:1a:be:a0:de:82,00:1a:be:a0:df:02,00:1a:be:a0:df:24,00:1a:be:a0:df:38,00:1a:be:a0:df:57,00:1a:be:a0:df:21,00:1a:be:a0:df:64,00:1a:be:a0:de:43,00:1a:be:a0:de:56,00:1a:be:a0:df:37,00:1a:be:a0:de:44,00:1a:be:a0:de:57,00:1a:be:a0:de:67,00:1a:be:a0:df:23,00:1a:be:a0:de:81,00:1a:be:a0:de:32,00:1a:be:a0:de:05,00:1a:be:a0:de:68,00:1a:be:a0:de:83,00:1a:be:a0:df:09,00:1a:be:a0:df:39,00:1a:be:a0:df:65,00:1a:be:a0:de:97,00:1a:be:a0:df:53,00:1a:be:a0:df:10,00:1a:be:a0:de:88,00:1a:be:a0:de:98,00:1a:be:a0:df:54,00:1a:be:a0:de:84,00:1a:be:a0:df:40,00:1a:be:a0:df:06,00:1a:be:a0:df:44,00:1a:be:a0:df:62,00:1a:be:a0:de:74,00:1a:be:a0:de:62,00:1a:be:a0:df:30,00:1a:be:a0:de:15,00:1a:be:a0:de:76,00:1a:be:a0:df:32,00:1a:be:a0:df:18,00:1a:be:a0:df:27,00:1a:be:a0:de:71,00:1a:be:a0:de:87,00:1a:be:a0:df:04,00:1a:be:a0:df:05,00:1a:be:a0:df:43,00:1a:be:a0:df:59,00:1a:be:a0:de:27,00:1a:be:a0:de:63,00:1a:be:a0:df:19,00:1a:be:a0:df:60,00:1a:be:a0:de:77,00:1a:be:a0:de:99,00:1a:be:a0:df:33,00:1a:be:a0:df:55,00:1a:be:a0:de:17,00:1a:be:a0:de:30,00:1a:be:a0:de:26,00:1a:be:a0:de:07,00:1a:be:a0:de:11,00:1a:be:a0:de:24
2021.05.19 18:12:44,29.939999,-8.5199995,-28.199999,0.105348095,0.62251145,9.778218,0.026839586,0.071864024,0.07417737,-0.063573591,-0.010773335,-1.789823174,1003.1736,123.85228951255539,47.147710487444606,-75.74913889575176,-76.54621174438611,-65.10988574822659,-50.48064517016362,-54.23988306713532,-76.61661333587308,-74.53520333139588,-70.4117883383609,-72.46068717065644,-44.94459734305458,-64.93467142863676,-87.41994791747771,-68.10524620609844,-58.339249679341094,-67.59623239988353,-82.7553794381419,-70.79320650097247,-73.43546543576521,-55.56080290518978,-62.65136570587486,,,-94.79823984481531,,,-92.983475239468,,,,,,,,-93.04680836896237,,,,-94.97704678124474,,,,,,,,,,,,,,,,,,,,,,-94.4462807136458,,,-91.93560906363845,,,-93.2277189342684,,,,,,-93.83170023705006,,,,,,-92.956469662212,,,,,,,-93.24388507792351,,,,,-93.77668551119127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.05.19 18:12:44,30.48,-9.24,-28.019999,-0.07901107,1.0343267,9.483723,0.047609005,0.001003652,0.037525453,-0.108630262,0.008331037,-1.770453453,1003.17554,123.83751846381094,47.16248153618907,-75.74913889575176,-76.54621174438611,-65.10988574822659,-50.48064517016362,-54.23988306713532,-76.61661333587308,-74.53520333139588,-70.4117883383609,-72.46068717065644,-44.94459734305458,-64.93467142863676,-87.41994791747771,-68.10524620609844,-58.339249679341094,-67.59623239988353,-82.7553794381419,-70.79320650097247,-73.43546543576521,-55.56080290518978,-62.65136570587486,,,-94.79823984481531,,,-92.983475239468,,,,,,,,-93.04680836896237,,,,-94.97704678124474,,,,,,,,,,,,,,,,,,,,,,-94.4462807136458,,,-91.93560906363845,,,-93.2277189342684,,,,,,-93.83170023705006,,,,,,-92.956469662212,,,,,,,-93.24388507792351,,,,,-93.77668551119127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.05.19 18:12:44,30.24,-9.719999,-27.48,0.102953814,1.4533248,9.340066,0.073265344,0.012610091,0.029584203,-0.154354036,-0.011022368,-1.746786475,1003.1653,123.82274741506647,47.177252584933534,-75.74913889575176,-76.54621174438611,-65.10988574822659,-50.48064517016362,-54.23988306713532,-76.61661333587308,-74.53520333139588,-70.4117883383609,-72.46068717065644,-44.94459734305458,-64.93467142863676,-87.41994791747771,-68.10524620609844,-58.339249679341094,-67.59623239988353,-82.7553794381419,-70.79320650097247,-73.43546543576521,-55.56080290518978,-62.65136570587486,,,-94.79823984481531,,,-92.983475239468,,,,,,,,-93.04680836896237,,,,-94.97704678124474,,,,,,,,,,,,,,,,,,,,,,-94.4462807136458,,,-91.93560906363845,,,-93.2277189342684,,,,,,-93.83170023705006,,,,,,-92.956469662212,,,,,,,-93.24388507792351,,,,,-93.77668551119127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.05.19 18:12:44,30.84,-10.139999,-27.24,-0.3328042,1.4269878,9.593859,-0.079450965,0.10118555,-0.1267973,-0.147569686,0.03467539,-1.764789462,1003.1653,123.80797636632201,47.19202363367799,-75.74913889575176,-76.54621174438611,-65.10988574822659,-50.48064517016362,-54.23988306713532,-76.61661333587308,-74.53520333139588,-70.4117883383609,-72.46068717065644,-44.94459734305458,-64.93467142863676,-87.41994791747771,-68.10524620609844,-58.339249679341094,-67.59623239988353,-82.7553794381419,-70.79320650097247,-73.43546543576521,-55.56080290518978,-62.65136570587486,,,-94.79823984481531,,,-92.983475239468,,,,,,,,-93.04680836896237,,,,-94.97704678124474,,,,,,,,,,,,,,,,,,,,,,-94.4462807136458,,,-91.93560906363845,,,-93.2277189342684,,,,,,-93.83170023705006,,,,,,-92.956469662212,,,,,,,-93.24388507792351,,,,,-93.77668551119127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.05.19 18:12:44,31.679998,-10.62,-26.519999,-0.62251145,1.3120626,9.701602,-0.120378934,0.16349381,-0.12191038,-0.134153664,0.064077996,-1.791543007,1003.1692,123.79320531757755,47.206794682422455,-75.74913889575176,-76.54621174438611,-65.10988574822659,-50.48064517016362,-54.23988306713532,-76.61661333587308,-74.53520333139588,-70.4117883383609,-72.46068717065644,-44.94459734305458,-64.93467142863676,-87.41994791747771,-68.10524620609844,-58.339249679341094,-67.59623239988353,-82.7553794381419,-70.79320650097247,-73.43546543576521,-55.56080290518978,-62.65136570587486,,,-94.79823984481531,,,-92.983475239468,,,,,,,,-93.04680836896237,,,,-94.97704678124474,,,,,,,,,,,,,,,,,,,,,,-94.4462807136458,,,-91.93560906363845,,,-93.2277189342684,,,,,,-93.83170023705006,,,,,,-92.956469662212,,,,,,,-93.24388507792351,,,,,-93.77668551119127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.05.19 18:12:44,31.439999,-9.9,-26.22,-0.57462597,1.3192455,9.5244255,-0.039744724,0.061479308,0.011258246,-0.137389392,0.06025878,-1.768259883,1003.1692,123.77843426883308,47.22156573116691,-75.74913889575176,-76.54621174438611,-65.10988574822659,-50.48064517016362,-54.23988306713532,-76.61661333587308,-74.53520333139588,-70.4117883383609,-72.46068717065644,-44.94459734305458,-64.93467142863676,-87.41994791747771,-68.10524620609844,-58.339249679341094,-67.59623239988353,-82.7553794381419,-70.79320650097247,-73.43546543576521,-55.56080290518978,-62.65136570587486,,,-94.79823984481531,,,-92.983475239468,,,,,,,,-93.04680836896237,,,,-94.97704678124474,,,,,,,,,,,,,,,,,,,,,,-94.4462807136458,,,-91.93560906363845,,,-93.2277189342684,,,,,,-93.83170023705006,,,,,,-92.956469662212,,,,,,,-93.24388507792351,,,,,-93.77668551119127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.05.19 18:12:45,31.679998,-9.66,-26.4,-0.56744313,1.2737542,9.210775,-0.07150972,0.06942056,0.088227265,-0.137161225,0.061528679,-1.758579612,1003.16626,123.76366322008863,47.236336779911376,-84.16776007190977,-90.10685064396428,-82.00558845146338,-57.70618810831024,-73.84139714238191,-79.84197763513545,-85.06650659658993,-78.28930272166951,-73.99504228426099,-56.18545146401058,-76.88757590195486,-84.27971661936314,-85.27645949260244,-70.2895997392321,-69.9960620882946,-85.58634659176134,-86.01860417885516,-68.48437193481662,-58.565053507815435,-68.71932752354805,-93.05268771230023,-89.3602528296639,-90.36779513432414,-92.8605598355431,-85.37657359813399,-92.7832389182257,-88.97052304652127,,,,-93.29273938342904,,-90.87356474992504,,,-87.24451018419566,-89.10329142826622,-80.21916613386827,,-91.8294466061815,-87.16927405759299,-91.87937161062382,,-93.00689761964246,-90.65766094357325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-94.06228706308335,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.3357275781774,,,,,,,,,,,,,,,,,,
2021.05.19 18:12:45,31.08,-9.42,-26.4,-0.12210801,1.5826156,9.646533,-0.10938336,0.037655566,0.19024175,-0.162599146,0.012657552,-1.730711818,1003.1782,123.74889217134417,47.25110782865583,-84.16776007190977,-90.10685064396428,-82.00558845146338,-57.70618810831024,-73.84139714238191,-79.84197763513545,-85.06650659658993,-78.28930272166951,-73.99504228426099,-56.18545146401058,-76.88757590195486,-84.27971661936314,-85.27645949260244,-70.2895997392321,-69.9960620882946,-85.58634659176134,-86.01860417885516,-68.48437193481662,-58.565053507815435,-68.71932752354805,-93.05268771230023,-89.3602528296639,-90.36779513432414,-92.8605598355431,-85.37657359813399,-92.7832389182257,-88.97052304652127,,,,-93.29273938342904,,-90.87356474992504,,,-87.24451018419566,-89.10329142826622,-80.21916613386827,,-91.8294466061815,-87.16927405759299,-91.87937161062382,,-93.00689761964246,-90.65766094357325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-94.06228706308335,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.3357275781774,,,,,,,,,,,,,,,,,,
2021.05.19 18:12:45,30.539999,-9.24,-26.279999,-0.2083019,1.5059988,9.780613,-0.11243769,0.009555765,0.11632707,-0.15274398,0.021294208,-1.737252355,1003.1782,123.7341211225997,47.2658788774003,-84.16776007190977,-90.10685064396428,-82.00558845146338,-57.70618810831024,-73.84139714238191,-79.84197763513545,-85.06650659658993,-78.28930272166951,-73.99504228426099,-56.18545146401058,-76.88757590195486,-84.27971661936314,-85.27645949260244,-70.2895997392321,-69.9960620882946,-85.58634659176134,-86.01860417885516,-68.48437193481662,-58.565053507815435,-68.71932752354805,-93.05268771230023,-89.3602528296639,-90.36779513432414,-92.8605598355431,-85.37657359813399,-92.7832389182257,-88.97052304652127,,,,-93.29273938342904,,-90.87356474992504,,,-87.24451018419566,-89.10329142826622,-80.21916613386827,,-91.8294466061815,-87.16927405759299,-91.87937161062382,,-93.00689761964246,-90.65766094357325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-94.06228706308335,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.3357275781774,,,,,,,,,,,,,,,,,,
2021.05.19 18:12:45,30.24,-9.78,-26.4,-0.26097596,1.2617828,9.775824,-0.15519826,-0.08390661,-0.015008959,-0.128316864,0.026689719,-1.778406978,1003.1714,123.71935007385524,47.280649926144754,-84.16776007190977,-90.10685064396428,-82.00558845146338,-57.70618810831024,-73.84139714238191,-79.84197763513545,-85.06650659658993,-78.28930272166951,-73.99504228426099,-56.18545146401058,-76.88757590195486,-84.27971661936314,-85.27645949260244,-70.2895997392321,-69.9960620882946,-85.58634659176134,-86.01860417885516,-68.48437193481662,-58.565053507815435,-68.71932752354805,-93.05268771230023,-89.3602528296639,-90.36779513432414,-92.8605598355431,-85.37657359813399,-92.7832389182257,-88.97052304652127,,,,-93.29273938342904,,-90.87356474992504,,,-87.24451018419566,-89.10329142826622,-80.21916613386827,,-91.8294466061815,-87.16927405759299,-91.87937161062382,,-93.00689761964246,-90.65766094357325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-94.06228706308335,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.3357275781774,,,,,,,,,,,,,,,,,,
2021.05.19 18:12:45,29.939999,-9.66,-25.98,0.043096945,0.7805336,10.309748,-0.1490896,-0.06558066,-0.00584598,-0.075563505,-0.004180189,-1.821047187,1003.1714,123.70457902511079,47.29542097488922,-84.16776007190977,-90.10685064396428,-82.00558845146338,-57.70618810831024,-73.84139714238191,-79.84197763513545,-85.06650659658993,-78.28930272166951,-73.99504228426099,-56.18545146401058,-76.88757590195486,-84.27971661936314,-85.27645949260244,-70.2895997392321,-69.9960620882946,-85.58634659176134,-86.01860417885516,-68.48437193481662,-58.565053507815435,-68.71932752354805,-93.05268771230023,-89.3602528296639,-90.36779513432414,-92.8605598355431,-85.37657359813399,-92.7832389182257,-88.97052304652127,,,,-93.29273938342904,,-90.87356474992504,,,-87.24451018419566,-89.10329142826622,-80.21916613386827,,-91.8294466061815,-87.16927405759299,-91.87937161062382,,-93.00689761964246,-90.65766094357325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-94.06228706308335,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.3357275781774,,,,,,,,,,,,,,,,,,
